,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
3.3203,-7.984720196,-8.027632031,-7.879135225,-7.800661585,-7.796759318,-7.637341673,-7.422222844,-7.397084136,-7.562989705,-7.624216214,-7.414999669,-7.274471128,-7.363068272,-7.497061715,-7.393129615,-7.26401888,-7.316277383,-7.449006294,-7.368569277,-7.247124136,-7.294005191,-7.441686902,-7.377765086,-7.254905595,-7.300005268,-7.472812539,-7.422321117,-7.273942955,-7.287106277,-7.461089639,-7.437322135,-7.284470794,-7.275876541,-7.443228212,-7.442030633,-7.291757693,-7.266576136,-7.42873086,-7.47905018,-7.390806453,-7.417766684,-7.605550553,-7.6046872,-7.437816895,-7.422637346,-7.589958593,-7.590444924,-7.406308543,-7.387712791,-7.587225842,-7.636428513,-7.433733503,-7.378094115,-7.552143234,-7.628385539,-7.431184182,-7.358323101,-7.524018794,-7.642763063,-7.463081023,-7.360554796,-7.477673233,-7.596769893,-7.454038401,-7.359989238,-7.458518546,-7.577911697,-7.45518277,-7.357319902,-7.443547605,-7.575268189,-7.468559984,-7.359207888,-7.432712655,-7.613246899,-7.569226154,-7.439477342,-7.463888026,-7.620628927,-7.587893539,-7.449418891,-7.449869231,-7.613982967,-7.70794973,-7.680858861,-7.684359444,-7.759124109,-7.74571857,-7.667516228,-7.661656545,-7.743372978,-7.754529899,-7.674969412,-7.658434705,-7.734782835,-7.766041338,-7.693540316,-7.671054545,-7.740364424,-7.787214434
3.3447,-7.963723708,-7.981694275,-7.771836276,-7.644724855,-7.674453712,-7.680495812,-7.61307139,-7.56206918,-7.569126016,-7.511143965,-7.432323251,-7.415274837,-7.479525911,-7.504187328,-7.450244575,-7.414257102,-7.449703158,-7.446138626,-7.393152593,-7.378463527,-7.431260263,-7.445117958,-7.39461614,-7.38340137,-7.461183857,-7.514479121,-7.456669395,-7.408066014,-7.45849306,-7.516366887,-7.464882932,-7.409800425,-7.449489745,-7.513020632,-7.469045337,-7.411640625,-7.446636909,-7.521128621,-7.491656363,-7.471799697,-7.555529405,-7.635609139,-7.543303641,-7.470223944,-7.53730949,-7.611586879,-7.508633208,-7.429004823,-7.51374965,-7.636258585,-7.542569512,-7.412541246,-7.460993793,-7.613040628,-7.560547179,-7.414124911,-7.437310297,-7.597650773,-7.584161718,-7.433527511,-7.434152478,-7.570724614,-7.561897014,-7.41747654,-7.415057529,-7.555106357,-7.571067809,-7.424419163,-7.402438139,-7.537915389,-7.581988641,-7.4401315,-7.40329212,-7.549900375,-7.663064326,-7.562829654,-7.510825508,-7.608667079,-7.684297321,-7.573432973,-7.505398192,-7.590289576,-7.718239756,-7.745682418,-7.803713831,-7.89867646,-7.873916979,-7.753456115,-7.761113783,-7.858284432,-7.865514586,-7.758132221,-7.755576589,-7.85656627,-7.881509924,-7.777512066,-7.758968356,-7.856857496,-7.887775943,-7.785632333
3.3691,-7.966649229,-7.986587491,-7.809999922,-7.691874919,-7.675562587,-7.730812676,-7.728336267,-7.669970673,-7.64234981,-7.731391667,-7.655223003,-7.492612632,-7.504348007,-7.680715692,-7.670321753,-7.486740563,-7.460420981,-7.607745627,-7.623240802,-7.466271528,-7.447041061,-7.591452318,-7.629074355,-7.482649807,-7.464877378,-7.619902396,-7.68449276,-7.518836376,-7.468585962,-7.60796177,-7.694475256,-7.533938849,-7.464090676,-7.587351116,-7.690536076,-7.544836451,-7.464408491,-7.575202959,-7.704262784,-7.60110841,-7.535882785,-7.650923611,-7.771762065,-7.638427351,-7.535633388,-7.621026814,-7.743861737,-7.639212654,-7.557421273,-7.650532159,-7.753803901,-7.629116631,-7.527148654,-7.611745901,-7.733232467,-7.633823125,-7.514896978,-7.584551112,-7.714629911,-7.639813104,-7.50276876,-7.545882183,-7.672927626,-7.636523031,-7.509521618,-7.54260173,-7.666089044,-7.650422274,-7.516617846,-7.536294704,-7.664348346,-7.674755871,-7.531269902,-7.530006505,-7.679695271,-7.764788634,-7.631076395,-7.589758608,-7.702070224,-7.781865789,-7.648401547,-7.587323967,-7.733137105,-8.028603615,-8.092812133,-7.957446936,-7.908483635,-8.037725474,-8.06311953,-7.936461734,-7.885679411,-8.015547563,-8.069955686,-7.949542339,-7.885286066,-8.001367333,-8.075250051,-7.960493828,-7.886090071,-7.995355446
3.3936,-8.166530621,-8.070479337,-7.891962159,-7.922264332,-7.993264186,-7.774568293,-7.534394224,-7.571396,-7.738077265,-7.596518344,-7.354407707,-7.305699016,-7.401339479,-7.394788367,-7.281797781,-7.278062217,-7.390749276,-7.395069881,-7.271550378,-7.250100412,-7.362116966,-7.390712121,-7.274434788,-7.244750688,-7.357635298,-7.401058389,-7.282179869,-7.237199305,-7.343173456,-7.402349576,-7.294092017,-7.236074588,-7.334517422,-7.408588869,-7.305541561,-7.229893571,-7.318419355,-7.411614897,-7.317182941,-7.226268468,-7.320130754,-7.456037095,-7.373758575,-7.244673646,-7.309925675,-7.457180463,-7.39203859,-7.25249169,-7.305731086,-7.474904535,-7.431763675,-7.261412363,-7.280031802,-7.459421205,-7.444517545,-7.263250425,-7.263518273,-7.444931762,-7.45283526,-7.267161606,-7.242746873,-7.406699937,-7.434033186,-7.263323493,-7.232948814,-7.398512747,-7.448044482,-7.279611588,-7.228396475,-7.38313857,-7.455023165,-7.296882092,-7.230337635,-7.387273019,-7.499405119,-7.338651599,-7.228468618,-7.358197591,-7.50349245,-7.369170376,-7.230339951,-7.333628876,-7.542677035,-7.569560776,-7.508861311,-7.584415177,-7.6730721,-7.595300607,-7.501313176,-7.563908245,-7.667099923,-7.607299696,-7.502982506,-7.551926679,-7.663905964,-7.61790623,-7.502934897,-7.53515368,-7.658540837,-7.650800784
3.418,-8.345799419,-8.234969974,-8.027915154,-8.095806439,-8.322256863,-8.064906845,-7.638190364,-7.568069314,-7.899664116,-8.082213151,-7.615981961,-7.344184794,-7.50858299,-7.79502525,-7.6014046,-7.346107248,-7.474737854,-7.777220722,-7.613971017,-7.338074519,-7.441752862,-7.758198664,-7.628916321,-7.343591889,-7.42199753,-7.759843337,-7.672520262,-7.359168233,-7.391895065,-7.730060843,-7.703510358,-7.383049908,-7.377271854,-7.708240472,-7.735649539,-7.414453152,-7.370843432,-7.67971492,-7.749855584,-7.437419325,-7.362972934,-7.66624885,-7.80570586,-7.50055048,-7.381836855,-7.650870921,-7.815084049,-7.514435454,-7.368955387,-7.630425087,-7.835774245,-7.531295075,-7.344242064,-7.571623238,-7.822048892,-7.546834715,-7.320550301,-7.497422319,-7.769761638,-7.552123931,-7.310529534,-7.428137211,-7.669999992,-7.514348251,-7.294561324,-7.394502752,-7.655546528,-7.538402098,-7.304153605,-7.374145603,-7.65273789,-7.579430171,-7.326681133,-7.361328787,-7.666476953,-7.647971993,-7.362407117,-7.349310696,-7.652706616,-7.682470116,-7.382040365,-7.32984412,-7.675180766,-7.955386433,-7.721017068,-7.553341015,-7.763174909,-7.978837028,-7.749123921,-7.549961555,-7.72944722,-7.979560758,-7.781922141,-7.554640626,-7.698319691,-7.969401206,-7.805203389,-7.557939328,-7.671212291,-7.964195677
3.4424,-8.26269759,-8.149618452,-7.900180285,-7.939347896,-8.137375115,-7.972748989,-7.63209137,-7.572367553,-7.75369132,-7.742425689,-7.485015792,-7.396075564,-7.570227461,-7.677699274,-7.485240289,-7.38483456,-7.537428743,-7.649779622,-7.479312413,-7.369224642,-7.507616476,-7.637481825,-7.481099596,-7.354621864,-7.501834183,-7.696285358,-7.558252185,-7.377742514,-7.48093699,-7.688465198,-7.585673363,-7.386278451,-7.462605967,-7.675842559,-7.597943112,-7.388935671,-7.447504182,-7.666756749,-7.605387163,-7.392417743,-7.438638017,-7.658361399,-7.624201444,-7.417925994,-7.446936594,-7.654203015,-7.630126665,-7.410230685,-7.406458009,-7.609155526,-7.62487346,-7.401735537,-7.363763232,-7.569273855,-7.630794793,-7.399860008,-7.31841314,-7.500421624,-7.595422726,-7.393967609,-7.277136805,-7.397801645,-7.476822805,-7.322291107,-7.23813141,-7.374923486,-7.469621553,-7.324664386,-7.22564697,-7.357226197,-7.483785066,-7.360929532,-7.241833905,-7.358749294,-7.53516742,-7.473912787,-7.342073545,-7.414376797,-7.562339725,-7.49587098,-7.348145508,-7.401424807,-7.608284744,-7.710106736,-7.640196245,-7.636507617,-7.721047438,-7.733697607,-7.646847098,-7.629904291,-7.712536573,-7.737900274,-7.656592324,-7.626195046,-7.705415576,-7.745226004,-7.673451926,-7.627242881,-7.694746725,-7.7457901
3.4668,-7.959719283,-7.842635352,-7.725776384,-7.791545884,-7.935284995,-7.84421323,-7.589706911,-7.518069074,-7.711546899,-7.836824126,-7.55614886,-7.378558237,-7.549663018,-7.782025463,-7.580680779,-7.35292495,-7.462253286,-7.704762434,-7.580031576,-7.361934364,-7.448696816,-7.686309887,-7.582638258,-7.356649526,-7.447439277,-7.760235003,-7.715937691,-7.431683102,-7.457947137,-7.757195198,-7.75147743,-7.4527468,-7.440243383,-7.730729256,-7.78072489,-7.483299092,-7.432535739,-7.705292502,-7.809930192,-7.534894071,-7.47404023,-7.787426823,-7.967728696,-7.626212584,-7.47800486,-7.749137711,-7.983917199,-7.664125468,-7.488909943,-7.768184719,-8.076899655,-7.727441632,-7.473572421,-7.686003157,-8.010365131,-7.734398086,-7.467434461,-7.648492997,-8.003593096,-7.780455083,-7.486139786,-7.590393048,-7.87056087,-7.711999265,-7.443186251,-7.516908728,-7.783837955,-7.675869184,-7.420362073,-7.476956165,-7.760594125,-7.718342515,-7.461780793,-7.509846049,-7.851135417,-7.89792917,-7.593693114,-7.562764887,-7.856340617,-7.925888387,-7.612984109,-7.544699772,-7.876400657,-8.187144075,-7.946643364,-7.78266221,-7.988804219,-8.221316767,-7.976878918,-7.782031259,-7.955908881,-8.214741048,-7.998713916,-7.776522593,-7.918917085,-8.20439404,-8.027355244,-7.781529689,-7.893338294,-8.186650939
3.4912,-8.041102527,-8.012250675,-7.998146774,-7.989110345,-7.914747394,-7.77716761,-7.669558837,-7.649807417,-7.659232334,-7.631477437,-7.568214818,-7.522213464,-7.509727268,-7.538637023,-7.544655565,-7.52147733,-7.493474431,-7.499916571,-7.500069249,-7.495183073,-7.484711818,-7.493117103,-7.4890554,-7.493390316,-7.505526563,-7.537312812,-7.534060836,-7.518893194,-7.513655961,-7.539595713,-7.540039316,-7.529470199,-7.522797825,-7.541954523,-7.53533028,-7.52419324,-7.520721018,-7.528953919,-7.524105528,-7.568139038,-7.679973076,-7.76315448,-7.711551668,-7.652324432,-7.692855983,-7.75412458,-7.702332963,-7.641498713,-7.708385813,-7.828846046,-7.799499001,-7.693489418,-7.712311317,-7.815909391,-7.801165348,-7.691772853,-7.69516984,-7.799156361,-7.811043687,-7.701108752,-7.669114438,-7.709074868,-7.685795297,-7.605112502,-7.623285489,-7.665711352,-7.607884619,-7.529312932,-7.572013688,-7.658191702,-7.635511513,-7.559181547,-7.58240759,-7.65252449,-7.656106371,-7.597785088,-7.601913781,-7.654788779,-7.664499856,-7.609334856,-7.597213991,-7.64204377,-7.674710234,-7.710633915,-7.790781418,-7.829803876,-7.763995057,-7.722732367,-7.78230556,-7.832185955,-7.772510322,-7.721517996,-7.770361941,-7.82591358,-7.774959266,-7.71996191,-7.764287284,-7.829665609,-7.790803857,-7.736753301
3.5156,-8.21420131,-8.192995584,-8.076709451,-8.027671575,-8.105227073,-8.168564667,-7.993340449,-7.797813188,-7.857707493,-8.067154319,-7.956431862,-7.68730293,-7.727894464,-8.003967173,-7.99705496,-7.719276597,-7.708405877,-7.950050032,-7.974316674,-7.712512575,-7.682000493,-7.913270908,-7.966427062,-7.718742911,-7.679248773,-7.907184646,-7.976924659,-7.72701632,-7.659971863,-7.878761624,-7.990497651,-7.75487182,-7.662095186,-7.866107616,-8.012254582,-7.790476048,-7.664642035,-7.848263607,-8.059985465,-7.912932719,-7.7796376,-7.963679279,-8.1970536,-8.007924131,-7.789851607,-7.904250789,-8.141873939,-8.026154813,-7.816903258,-7.916430818,-8.181869186,-8.091906348,-7.828520759,-7.881202114,-8.148770369,-8.104301294,-7.830367517,-7.861494466,-8.139597242,-8.141831541,-7.833231006,-7.737744355,-7.837163295,-7.807901708,-7.634708864,-7.630855387,-7.786259339,-7.79302316,-7.62385177,-7.606243891,-7.781592715,-7.831537218,-7.666347965,-7.638584601,-7.826114198,-7.882288998,-7.687081759,-7.616835786,-7.796229747,-7.890126546,-7.707431294,-7.611533659,-7.798147531,-8.011035836,-7.916593077,-7.774255239,-7.865375186,-8.015324026,-7.931474474,-7.777405324,-7.849209512,-8.008205498,-7.948884355,-7.789266881,-7.843159655,-8.006635411,-7.963928844,-7.79731042,-7.837210941,-8.019638321
3.54,-8.679552151,-8.605091181,-8.132358394,-8.114923574,-8.550314922,-8.556652877,-8.043576537,-7.885183638,-8.143717395,-8.27034087,-7.918758938,-7.721584571,-7.925257255,-8.185976448,-7.955770963,-7.722995468,-7.890750106,-8.158495424,-7.96633219,-7.719843184,-7.864754105,-8.130854482,-7.970592635,-7.718959477,-7.846202952,-8.13259675,-8.00091008,-7.71933664,-7.810490111,-8.107453816,-8.030473878,-7.737528351,-7.794322437,-8.091415644,-8.049922671,-7.749482889,-7.772744229,-8.058331995,-8.078442657,-7.827305738,-7.817240932,-8.046223539,-8.102101547,-7.896839136,-7.835775612,-7.98990899,-8.064938297,-7.893423052,-7.814345,-7.967284493,-8.068836122,-7.891308629,-7.764064938,-7.877602909,-7.992475317,-7.855543731,-7.729291816,-7.844276411,-7.993535727,-7.863305029,-7.639258608,-7.602020021,-7.676076139,-7.691965282,-7.600913059,-7.582299749,-7.657844792,-7.690418973,-7.593438006,-7.560657711,-7.639291231,-7.69798827,-7.613207833,-7.559820333,-7.649085886,-7.768849873,-7.698280358,-7.597961744,-7.650011127,-7.771781005,-7.715707274,-7.601390606,-7.643885357,-7.843147233,-7.907595316,-7.780319482,-7.730926665,-7.845634057,-7.895732186,-7.776207139,-7.716325687,-7.825070739,-7.900233926,-7.792600064,-7.721500161,-7.820988465,-7.918797239,-7.820757773,-7.728603444,-7.805560455
3.5645,-7.802026717,-7.748382074,-7.654253708,-7.691789504,-7.794565194,-7.768543912,-7.574069993,-7.498037576,-7.616854495,-7.739995074,-7.588882552,-7.435808085,-7.491599309,-7.630127324,-7.558458962,-7.426284084,-7.45941634,-7.595246474,-7.545145426,-7.414943986,-7.433434091,-7.57386053,-7.547629278,-7.426824004,-7.463006703,-7.651252747,-7.649027951,-7.481745021,-7.467902852,-7.641065743,-7.665160677,-7.497459336,-7.460526145,-7.619357352,-7.666801139,-7.505603888,-7.453321041,-7.60792093,-7.707996108,-7.596829525,-7.57920404,-7.785004226,-7.909029825,-7.711997616,-7.603446369,-7.756072703,-7.899426128,-7.734133595,-7.619456069,-7.776565167,-7.954739234,-7.763436221,-7.590582122,-7.718970557,-7.93647567,-7.788282866,-7.595695846,-7.687560504,-7.904151581,-7.783830057,-7.554962056,-7.527230058,-7.632016558,-7.589721612,-7.473827482,-7.470300666,-7.545446779,-7.528933734,-7.451802675,-7.461891845,-7.544411434,-7.545774044,-7.476518029,-7.498830322,-7.627431563,-7.69491389,-7.620255907,-7.578097145,-7.642870245,-7.697458431,-7.627843384,-7.580004337,-7.666495701,-7.823012077,-7.842281229,-7.753845914,-7.723969722,-7.805991078,-7.829026381,-7.745651427,-7.709068349,-7.792282739,-7.832216637,-7.75628087,-7.709487931,-7.78415115,-7.835158293,-7.776913198,-7.732678846,-7.811466984
3.5889,-7.647536424,-7.575612608,-7.539334176,-7.567151738,-7.567025576,-7.446857652,-7.339488477,-7.340707852,-7.407374505,-7.395791963,-7.321739538,-7.320374461,-7.387720565,-7.411362063,-7.341686245,-7.311210973,-7.348794089,-7.372496499,-7.316889823,-7.301132877,-7.34481909,-7.376321105,-7.324290983,-7.325307697,-7.416163042,-7.505068326,-7.435943252,-7.376813034,-7.423247943,-7.510751365,-7.448773284,-7.380626434,-7.414811631,-7.505455882,-7.452121843,-7.378039593,-7.406654897,-7.50401156,-7.474854932,-7.427245214,-7.511002357,-7.677507744,-7.652288813,-7.530492313,-7.538267682,-7.665653167,-7.661404634,-7.546553481,-7.564136996,-7.725331011,-7.751155659,-7.59745661,-7.565876313,-7.704413438,-7.764469346,-7.616233801,-7.563428441,-7.686522663,-7.759894394,-7.616991427,-7.533852681,-7.563284888,-7.545279921,-7.422026288,-7.404157636,-7.460438114,-7.445522192,-7.330017017,-7.331573043,-7.423074283,-7.449686195,-7.348985479,-7.346049335,-7.456857879,-7.540801034,-7.463140193,-7.429064515,-7.494171945,-7.558632333,-7.478149561,-7.426370543,-7.47883707,-7.581094296,-7.615965092,-7.646947687,-7.684544037,-7.691148813,-7.644044274,-7.63713234,-7.67457254,-7.690351343,-7.650452012,-7.633098115,-7.672726195,-7.69490328,-7.662568655,-7.641177529,-7.689881994,-7.733089119,-7.714095003
3.6133,-8.147849766,-7.94168152,-7.792401368,-7.906906419,-8.010293873,-7.82111699,-7.648268896,-7.686919063,-7.789509905,-7.71543655,-7.588583288,-7.610218521,-7.754089396,-7.737175735,-7.6177475,-7.618774014,-7.740575452,-7.716333273,-7.606379747,-7.6057269,-7.734351962,-7.725889404,-7.617789161,-7.635595927,-7.84331545,-7.888104603,-7.711650336,-7.641711332,-7.815814477,-7.90077395,-7.735345844,-7.642057867,-7.8053971,-7.924015828,-7.766864902,-7.650364968,-7.793453617,-7.931762098,-7.807867877,-7.714534225,-7.83645664,-7.949079369,-7.833653204,-7.74722817,-7.835846663,-7.926050342,-7.810365153,-7.71884322,-7.823410776,-7.994718538,-7.921452653,-7.774080558,-7.802751809,-7.954076955,-7.897318361,-7.755239203,-7.769139212,-7.921913574,-7.896157845,-7.759518776,-7.707995756,-7.731687456,-7.668732176,-7.618835453,-7.666772402,-7.720783633,-7.623379808,-7.541696578,-7.592180823,-7.684372929,-7.624485543,-7.549012139,-7.592328649,-7.683479131,-7.670124588,-7.617117135,-7.628091535,-7.672368838,-7.661372285,-7.620022727,-7.626939126,-7.674626725,-7.737417101,-7.86696655,-8.033754755,-8.014495228,-7.857652086,-7.847693092,-7.993074559,-7.997940372,-7.853339877,-7.828887064,-7.973112454,-8.004758676,-7.875347789,-7.838236897,-7.974831761,-8.014219812,-7.888677334,-7.8507619
3.6377,-7.93736749,-7.771098899,-7.679304738,-7.809816691,-7.846730191,-7.716599579,-7.64935975,-7.70016854,-7.646527785,-7.560439044,-7.538101568,-7.542772653,-7.493420497,-7.46664467,-7.495636162,-7.513148074,-7.496632665,-7.479507191,-7.500120668,-7.504213472,-7.492342716,-7.473864916,-7.496816667,-7.524727611,-7.564498617,-7.558106486,-7.549401765,-7.531291798,-7.565442502,-7.565513845,-7.565489479,-7.54813731,-7.582506281,-7.57770073,-7.575163624,-7.555801121,-7.591031137,-7.600057361,-7.633512295,-7.638974795,-7.673342117,-7.668805493,-7.681972527,-7.670859279,-7.673844868,-7.650182506,-7.66112538,-7.665456284,-7.688648542,-7.715820613,-7.759966064,-7.751334298,-7.707255309,-7.705159653,-7.752996856,-7.748527482,-7.683357426,-7.689872336,-7.751710089,-7.759678347,-7.66485449,-7.59279622,-7.573996933,-7.604703345,-7.604100263,-7.596973156,-7.554702552,-7.565502975,-7.569722357,-7.595468713,-7.567666837,-7.578250561,-7.588698844,-7.648402425,-7.647420721,-7.659843525,-7.642521642,-7.672172695,-7.653641904,-7.660468962,-7.641787139,-7.674082361,-7.749061098,-7.990980882,-8.163320137,-8.068676843,-7.892584405,-7.976378173,-8.120395207,-8.044017553,-7.882865978,-7.953052014,-8.117695882,-8.066731388,-7.916007805,-7.963641345,-8.127807943,-8.0753978,-7.915162779,-7.936135881
3.6621,-7.70849602,-7.621524253,-7.566480839,-7.615698053,-7.593695305,-7.366391146,-7.176520603,-7.187170805,-7.313006833,-7.300516951,-7.141213345,-7.067941082,-7.117065153,-7.142716937,-7.072317277,-7.049319983,-7.112873726,-7.15615065,-7.082615926,-7.047580127,-7.103418417,-7.155928739,-7.086220325,-7.058731525,-7.141307831,-7.228104058,-7.140589416,-7.073992688,-7.135773747,-7.236072308,-7.15977218,-7.076851932,-7.121344288,-7.230308592,-7.169464097,-7.078608719,-7.114459498,-7.225590061,-7.186124254,-7.121434218,-7.189379806,-7.315834063,-7.253049417,-7.141520801,-7.183173332,-7.308546179,-7.261246293,-7.147020232,-7.198113615,-7.366518528,-7.347236081,-7.177784161,-7.169134878,-7.321186335,-7.339204323,-7.169485821,-7.136837617,-7.282645969,-7.345046331,-7.190833551,-7.120904118,-7.206549624,-7.250385055,-7.132859405,-7.094623029,-7.185052588,-7.243563875,-7.121771774,-7.064736605,-7.147344207,-7.237804761,-7.14230469,-7.070878888,-7.132943824,-7.256074431,-7.211367699,-7.124698338,-7.140220883,-7.245352215,-7.218427722,-7.125149686,-7.123026137,-7.267057063,-7.384779208,-7.381082126,-7.327219038,-7.345664043,-7.381899558,-7.361751254,-7.313460637,-7.332179195,-7.379741734,-7.367510885,-7.328764376,-7.347319796,-7.402145132,-7.386634327,-7.34108731,-7.350018105,-7.423529611
3.6865,-7.698486768,-7.636107631,-7.539326881,-7.506616441,-7.37446209,-7.079641375,-6.908180758,-6.99016769,-7.149192638,-7.038820594,-6.859544107,-6.870965162,-7.001107667,-6.978926142,-6.856451448,-6.865252897,-6.987015476,-6.98012494,-6.859316624,-6.8552568,-6.974475297,-6.988821922,-6.871878167,-6.869874308,-7.020499759,-7.07509973,-6.933787807,-6.88135315,-7.005306232,-7.08308191,-6.951934975,-6.881406911,-6.987396544,-7.080952048,-6.965253948,-6.884287527,-6.977635075,-7.09314829,-7.007695978,-6.938603496,-7.033324131,-7.141182719,-7.027137971,-6.936509084,-7.024048496,-7.142280262,-7.03720804,-6.925599587,-7.001508883,-7.145627991,-7.059459186,-6.915385743,-6.956079161,-7.10956383,-7.067354072,-6.918766786,-6.937420323,-7.09094188,-7.083705387,-6.937792979,-6.923358026,-7.020776542,-7.014673567,-6.904974104,-6.912325013,-7.020496916,-7.022803058,-6.90101707,-6.888791059,-6.996182159,-7.027096212,-6.914123793,-6.896430188,-7.016102003,-7.090254225,-6.988380129,-6.945988337,-7.034651042,-7.10237841,-6.999545661,-6.940073667,-7.014618323,-7.119133134,-7.105151431,-7.108062721,-7.17302488,-7.199749857,-7.113304164,-7.086863352,-7.149343498,-7.195383818,-7.121432331,-7.086071868,-7.150886335,-7.214215524,-7.146044402,-7.089036876,-7.142959204,-7.221357772,-7.174940326
3.7109,-8.045989184,-7.970095095,-7.719501076,-7.564728584,-7.417108283,-7.322765325,-7.338351316,-7.390993175,-7.303198707,-7.230521005,-7.232311978,-7.255656171,-7.224597294,-7.208431921,-7.23295162,-7.249518088,-7.218240747,-7.191873631,-7.213153618,-7.2350431,-7.217862077,-7.189842467,-7.213384296,-7.258944487,-7.282701107,-7.260769427,-7.260341153,-7.275825414,-7.291531197,-7.265481903,-7.263338789,-7.274186956,-7.287421219,-7.253650938,-7.24901722,-7.268020919,-7.293224531,-7.255590957,-7.263908097,-7.343604134,-7.422575499,-7.354623771,-7.30280537,-7.347993415,-7.425879245,-7.361584655,-7.285684709,-7.304529368,-7.389545023,-7.384867212,-7.327649012,-7.310324398,-7.353768056,-7.362026286,-7.322911348,-7.305472889,-7.348471942,-7.369834911,-7.322460924,-7.283713963,-7.275442018,-7.23869193,-7.170213627,-7.188620633,-7.260040982,-7.255619707,-7.149922416,-7.142419451,-7.219896727,-7.253386478,-7.159588687,-7.145766919,-7.223289688,-7.272029411,-7.196465343,-7.196395606,-7.272939981,-7.306639822,-7.210293001,-7.192096103,-7.264763038,-7.309534459,-7.234778501,-7.278478371,-7.455048142,-7.524269905,-7.337150596,-7.274820589,-7.416225882,-7.5068122,-7.344488495,-7.265454207,-7.400685662,-7.520857245,-7.382677556,-7.279130353,-7.397008515,-7.525295564,-7.404261896,-7.281430646
3.7354,-7.844300054,-7.85026375,-7.781853968,-7.622508647,-7.358948409,-7.241444977,-7.374778856,-7.470811751,-7.234868776,-7.086922338,-7.235779742,-7.379283005,-7.20452392,-7.068018464,-7.208974983,-7.378453045,-7.233026184,-7.078572673,-7.198442109,-7.378888128,-7.251600983,-7.073282044,-7.166376185,-7.375077476,-7.310249953,-7.119302155,-7.171085675,-7.36620746,-7.329978819,-7.127986652,-7.152166239,-7.351094829,-7.351173269,-7.138673723,-7.132146198,-7.329801632,-7.371305439,-7.166550026,-7.165857668,-7.42981395,-7.554465161,-7.293037184,-7.195764116,-7.406225296,-7.559319172,-7.311948328,-7.182933088,-7.37515312,-7.582728293,-7.394812641,-7.251875647,-7.411425693,-7.600999626,-7.412011582,-7.235181966,-7.367350705,-7.572784867,-7.411507551,-7.205947726,-7.314150487,-7.555847048,-7.387902618,-7.090814553,-7.106234445,-7.335062925,-7.28202545,-7.024761676,-7.016641035,-7.245231464,-7.263992527,-7.030751137,-7.007818844,-7.23452282,-7.296623171,-7.072871692,-7.030549826,-7.24055472,-7.315379052,-7.085615997,-7.018162601,-7.213706041,-7.320116921,-7.109782867,-7.071220234,-7.356122239,-7.536246316,-7.214370499,-7.069093084,-7.301353775,-7.523173295,-7.239252219,-7.066693353,-7.271278087,-7.535420345,-7.286733268,-7.079425299,-7.244160667,-7.528725642,-7.319322553,-7.082419727
3.7598,-7.660418622,-7.75406332,-7.716027434,-7.517698698,-7.234058594,-6.938433445,-6.765423992,-6.789757975,-6.905545294,-6.885661907,-6.755098587,-6.734295377,-6.841775802,-6.876598063,-6.765831459,-6.729395429,-6.840386545,-6.903967712,-6.791201214,-6.730505741,-6.82595935,-6.902190728,-6.796412462,-6.73278447,-6.836604819,-6.942078977,-6.83394413,-6.73920454,-6.820754793,-6.941052823,-6.850024589,-6.745123541,-6.811154908,-6.938753884,-6.85726084,-6.741764306,-6.796647908,-6.934945478,-6.878591253,-6.789180456,-6.864813626,-7.004822148,-6.918279055,-6.792315888,-6.846594522,-6.996476721,-6.934966852,-6.804042194,-6.87101254,-7.088783374,-7.072800833,-6.890886287,-6.895123297,-7.086028139,-7.093056158,-6.897326821,-6.867908912,-7.049183604,-7.092727612,-6.894872239,-6.827378978,-6.950994653,-6.969527674,-6.804434254,-6.775504112,-6.922961461,-6.952388578,-6.791520052,-6.757691681,-6.903443117,-6.956691583,-6.802301553,-6.75635125,-6.90474703,-6.999442645,-6.848977039,-6.770991952,-6.893449205,-7.004218142,-6.865298645,-6.76699712,-6.869736641,-7.010134964,-6.94354797,-6.889874362,-6.996221106,-7.092257295,-6.960324135,-6.869696653,-6.964768081,-7.087152152,-6.976695488,-6.869682865,-6.949473555,-7.089528188,-7.003888677,-6.88444392,-6.946067883,-7.094413241,-7.031659651
