,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
12.427,-6.618000029,-6.70773945,-6.742806545,-6.542207871,-6.36443211,-6.409910599,-6.594385685,-6.550883771,-6.378209863,-6.402743852,-6.595668477,-6.580167616,-6.396576302,-6.392463496,-6.582852147,-6.598093338,-6.411542166,-6.379457637,-6.560512012,-6.607076382,-6.426697613,-6.37098218,-6.541932596,-6.613119327,-6.43673672,-6.361229812,-6.522448747,-6.617586717,-6.449466734,-6.35497265,-6.502129635,-6.623024094,-6.467995661,-6.352720445,-6.482137012,-6.626760079,-6.489735638,-6.358628588,-6.492476995,-6.730528106,-6.653057567,-6.467182119,-6.522250414,-6.725582918,-6.643513486,-6.385626413,-6.337129788,-6.511468708,-6.558534642
12.451,-6.970167289,-6.927036344,-6.766531708,-6.546487512,-6.446042104,-6.52499295,-6.601870288,-6.521649477,-6.439500436,-6.514562254,-6.613135764,-6.543811842,-6.442670163,-6.504043619,-6.617292767,-6.563321324,-6.450310714,-6.491844688,-6.607945054,-6.570678332,-6.453002334,-6.479670311,-6.598741646,-6.573695462,-6.445797526,-6.448952127,-6.565496773,-6.563061892,-6.441713935,-6.433770135,-6.552633658,-6.570130047,-6.451014094,-6.426024981,-6.54108234,-6.57774156,-6.464117196,-6.42093147,-6.538280167,-6.65412963,-6.612011531,-6.545775208,-6.597748128,-6.667853332,-6.604280316,-6.470160052,-6.431658939,-6.482401484,-6.516617579
12.476,-7.249273608,-7.162162016,-7.081941089,-6.929454678,-6.769122808,-6.758766654,-6.886303558,-6.919821268,-6.791351898,-6.770603,-6.901978501,-6.952941685,-6.81628124,-6.770976599,-6.89478259,-6.967668306,-6.835176835,-6.766448081,-6.874253533,-6.962906014,-6.846061865,-6.763430531,-6.854658548,-6.945108966,-6.825468595,-6.717060233,-6.792347751,-6.910642654,-6.829348295,-6.715078436,-6.776235729,-6.904059173,-6.843922649,-6.719164336,-6.764846477,-6.900303333,-6.863115794,-6.73261264,-6.789787192,-7.012625991,-7.079207195,-6.913084467,-6.873414309,-7.022987704,-7.082765365,-6.855666601,-6.706230762,-6.791493138,-6.943839226
12.5,-7.248466107,-7.298910754,-7.283442481,-7.17144538,-7.028428387,-6.937945474,-7.028003474,-7.115806593,-7.045917216,-6.974054102,-7.074843181,-7.165740847,-7.068502725,-6.97559374,-7.069002302,-7.177191572,-7.084002469,-6.972830474,-7.04358465,-7.165006886,-7.091208215,-6.976019393,-7.027302205,-7.150608319,-7.087928321,-6.967433537,-7.001221091,-7.134434736,-7.096243542,-6.976730065,-6.988986449,-7.125274967,-7.106410072,-6.98680051,-6.980789142,-7.122726073,-7.128005107,-7.002547735,-6.981047043,-7.206371937,-7.35011677,-7.185160616,-7.041513944,-7.193917434,-7.330800074,-7.099206082,-6.846424769,-6.92804201,-7.170044322
12.524,-7.076136458,-7.193729836,-7.034294765,-6.730144962,-6.648610194,-6.810228906,-6.899554214,-6.736481894,-6.671484768,-6.84591368,-6.97288733,-6.794551557,-6.687820929,-6.834658798,-6.984473756,-6.81946001,-6.688957887,-6.811580188,-6.979961,-6.834967347,-6.687293433,-6.789750545,-6.978473623,-6.85372499,-6.686062082,-6.766309007,-6.970430286,-6.873847169,-6.690837318,-6.747469097,-6.958448329,-6.893921278,-6.6990848,-6.730436546,-6.9448556,-6.918036711,-6.717331495,-6.728236108,-6.97808633,-7.063057359,-6.878768807,-6.835364749,-7.015647578,-7.082075355,-6.880960243,-6.745011797,-6.791504143,-6.847616027,-6.78305787
12.549,-7.321969837,-7.328091652,-7.026605945,-6.746785399,-6.709946901,-6.859597657,-6.885815238,-6.757301176,-6.718220122,-6.87123155,-6.928337353,-6.792746468,-6.717332441,-6.855578677,-6.937835991,-6.810377672,-6.714669433,-6.835703984,-6.936204349,-6.823338621,-6.715041138,-6.819390121,-6.932406587,-6.825207468,-6.693339943,-6.765326047,-6.891879768,-6.819382278,-6.691595767,-6.746652295,-6.885454567,-6.832181908,-6.698372319,-6.731402526,-6.879356957,-6.848054122,-6.712458303,-6.722439653,-6.890338384,-6.955096842,-6.886315511,-6.870425486,-6.974877183,-6.982796489,-6.878964853,-6.774008658,-6.764095735,-6.760344433,-6.760697627
12.573,-7.341379975,-7.350888308,-7.398027058,-7.272094298,-7.03042699,-6.93377984,-7.101525648,-7.195448463,-7.028625095,-6.921643557,-7.091104486,-7.218032785,-7.058210993,-6.923994524,-7.073001906,-7.223609876,-7.076877816,-6.918374783,-7.040413338,-7.212116424,-7.093126181,-6.922293404,-7.01842929,-7.193695304,-7.067038177,-6.85784759,-6.910840767,-7.109621021,-7.054966583,-6.861484558,-6.891977236,-7.097396411,-7.072911846,-6.875662236,-6.877094791,-7.087211378,-7.096312888,-6.898359646,-6.894435581,-7.200520568,-7.36118381,-7.112893598,-6.971223243,-7.191514171,-7.350728799,-7.04447295,-6.782245536,-6.905897437,-7.166783967
12.598,-7.452456792,-7.455469201,-7.236467279,-7.024114119,-6.953697467,-6.986559163,-7.042785813,-7.019008327,-6.959078326,-6.984261994,-7.051189066,-7.041976116,-6.970308275,-6.981871347,-7.051910534,-7.053119053,-6.977766691,-6.974907143,-7.038305156,-7.047648576,-6.975482041,-6.965178814,-7.024019032,-7.031853489,-6.951891977,-6.929115705,-6.981455817,-6.997357555,-6.932863546,-6.918855025,-6.97572542,-7.000589771,-6.938285199,-6.91535853,-6.970755269,-7.006906484,-6.950512356,-6.916215059,-6.986766202,-7.125937606,-7.16166956,-7.087105198,-7.057080228,-7.128687791,-7.15046395,-6.99729913,-6.847968881,-6.872398491,-7.001711417
12.622,-7.449097631,-7.45132707,-7.112327773,-6.764838735,-6.695483298,-6.872286042,-6.936181325,-6.762360306,-6.684955269,-6.853299436,-6.96219911,-6.799429032,-6.691048265,-6.837482718,-6.971556287,-6.823842605,-6.692070203,-6.814038413,-6.96715689,-6.840646116,-6.693590985,-6.793835475,-6.958597358,-6.845325238,-6.68617319,-6.77046524,-6.948659308,-6.851544505,-6.679874641,-6.744749078,-6.937949116,-6.869926703,-6.688767147,-6.727006359,-6.926065583,-6.8890981,-6.703305312,-6.717940853,-6.949676769,-7.034821161,-6.897889313,-6.862814044,-7.013963144,-7.054007406,-6.893713723,-6.76330142,-6.780289178,-6.797701392,-6.764095458
12.646,-7.412594818,-7.497688101,-7.29212445,-6.955515731,-6.783512455,-6.84841723,-7.005972062,-6.92637474,-6.791355905,-6.841640259,-7.018110501,-6.962457086,-6.808606764,-6.829688775,-7.011585875,-6.984123855,-6.822470032,-6.816260556,-6.99206846,-6.993520119,-6.832430492,-6.805604761,-6.97509009,-6.995913595,-6.821812519,-6.761483771,-6.918409051,-6.98531826,-6.832779098,-6.756177215,-6.899159215,-6.992645367,-6.848800226,-6.753498346,-6.880743658,-6.999600432,-6.868551248,-6.756735883,-6.893055115,-7.151864275,-7.142964347,-6.985635953,-7.01279793,-7.188929983,-7.148580288,-6.90215632,-6.784765841,-6.886658218,-6.967876258
12.671,-7.379356767,-7.485113655,-7.432788491,-7.092306057,-6.81054134,-6.804959088,-7.02684794,-7.057657337,-6.826803561,-6.794397579,-7.008653,-7.077415621,-6.846958554,-6.791095077,-6.997265712,-7.100624608,-6.867727489,-6.777524542,-6.962218321,-7.100158013,-6.886228728,-6.773120788,-6.937357649,-7.093454506,-6.881422326,-6.734422592,-6.875061012,-7.068449484,-6.897444331,-6.733244071,-6.851003457,-7.062716682,-6.921169762,-6.736997397,-6.829035538,-7.054702309,-6.948028075,-6.746611772,-6.836591011,-7.187188627,-7.224782465,-6.944819705,-6.909463612,-7.181925736,-7.213234375,-6.847918277,-6.690018865,-6.88469606,-7.095043095
12.695,-7.858893847,-7.897207215,-7.460313472,-6.955134187,-6.77857857,-6.947267947,-7.136044556,-6.95083635,-6.782560633,-6.923899254,-7.134030629,-6.971835719,-6.784868723,-6.900890688,-7.136768643,-7.007026426,-6.797192201,-6.876427147,-7.119732192,-7.024315123,-6.804315554,-6.856171901,-7.104079858,-7.032727346,-6.800245812,-6.828488297,-7.083278509,-7.048106646,-6.808489728,-6.809866777,-7.062884245,-7.068288481,-6.824995037,-6.794596665,-7.039102146,-7.086979837,-6.845599162,-6.786489104,-7.055019503,-7.265405692,-7.063313591,-6.913518416,-7.08588393,-7.271759455,-7.067633092,-6.819703904,-6.842426428,-6.985247278,-6.936804592
12.72,-7.54453418,-7.580976399,-7.316420654,-6.905730729,-6.700870802,-6.799588201,-6.967353355,-6.863580211,-6.698046787,-6.78423707,-6.977837826,-6.899323149,-6.708145059,-6.766669352,-6.974674122,-6.9303481,-6.726244572,-6.752049114,-6.958164658,-6.947606549,-6.740910801,-6.737886918,-6.934507896,-6.946690375,-6.739842426,-6.712335489,-6.905949882,-6.951574787,-6.750909397,-6.699093847,-6.885358246,-6.961920268,-6.769246822,-6.69146171,-6.866131717,-6.971422266,-6.790101147,-6.686663035,-6.867658237,-7.095579637,-7.000582008,-6.838674918,-6.925248498,-7.101899547,-7.016179375,-6.790448401,-6.757785896,-6.874820738,-6.921464423
12.744,-7.04010121,-7.142452402,-7.23947263,-6.905999242,-6.581951715,-6.621486165,-6.968116456,-6.941033447,-6.6154942,-6.622517971,-6.977975003,-7.004551429,-6.651137904,-6.609860317,-6.949105757,-7.037524468,-6.677952877,-6.591536404,-6.903873401,-7.051898504,-6.702686952,-6.578097683,-6.866531567,-7.065651621,-6.718854966,-6.54660576,-6.799383158,-7.058899458,-6.751500531,-6.543951682,-6.761414712,-7.060367548,-6.788406865,-6.546397388,-6.726578291,-7.056908267,-6.827453348,-6.55196357,-6.707716678,-7.169196494,-7.093165357,-6.745872698,-6.803767401,-7.204767196,-7.125600114,-6.698112214,-6.631836047,-6.942782631,-7.00896962
12.769,-6.920590819,-6.931450976,-6.902006252,-6.616046668,-6.390221457,-6.454738153,-6.66778552,-6.595288137,-6.39774612,-6.444713199,-6.677536585,-6.634018393,-6.412988252,-6.425595937,-6.659438143,-6.653613269,-6.42724392,-6.408506089,-6.6342523,-6.663769159,-6.438421549,-6.391020134,-6.602749141,-6.660666643,-6.436191872,-6.363071743,-6.566975334,-6.668832527,-6.455888356,-6.356073314,-6.542471519,-6.677061034,-6.477882384,-6.352583443,-6.518119128,-6.682124661,-6.501913655,-6.355227669,-6.519313454,-6.785636057,-6.672802735,-6.470422351,-6.555813777,-6.793501526,-6.681172061,-6.412612288,-6.407306355,-6.620122565,-6.634593074
12.793,-7.321872612,-7.169669051,-6.938192639,-6.705238522,-6.571149716,-6.613713068,-6.715717938,-6.689164125,-6.580692887,-6.611971351,-6.721313099,-6.707365586,-6.592457663,-6.604777405,-6.714617338,-6.715344961,-6.600331489,-6.593826431,-6.701117883,-6.719450548,-6.611667293,-6.588120866,-6.687185772,-6.707428921,-6.600028735,-6.566472674,-6.671346875,-6.711975193,-6.611767087,-6.561957007,-6.66057714,-6.715373815,-6.62429063,-6.558880751,-6.648936108,-6.717479421,-6.637786326,-6.557400572,-6.657664058,-6.818638473,-6.802392297,-6.659061668,-6.676766088,-6.809685048,-6.806818413,-6.616054901,-6.55210653,-6.658515523,-6.73885804
12.817,-6.93026194,-7.005908673,-7.243683441,-6.992678436,-6.602497899,-6.602530343,-6.971267687,-7.004824268,-6.628196416,-6.585152134,-6.940164753,-7.042240095,-6.656750487,-6.569665129,-6.903178513,-7.067817235,-6.682792885,-6.549910034,-6.852236707,-7.078067012,-6.713894504,-6.542589843,-6.813798093,-7.08152603,-6.731518458,-6.518296812,-6.756359947,-7.078368689,-6.770132988,-6.519268979,-6.717637082,-7.073933502,-6.812348873,-6.525569532,-6.682418423,-7.063293024,-6.857728736,-6.541511333,-6.684661677,-7.196170222,-7.11410036,-6.692146954,-6.728520636,-7.185937654,-7.1569306,-6.678321778,-6.60388352,-6.960560715,-7.08038479
12.842,-6.416462706,-6.638344099,-6.794741118,-6.437174735,-6.182135085,-6.317349264,-6.601009169,-6.436329086,-6.186678966,-6.28769613,-6.588933351,-6.472255035,-6.199837128,-6.263301292,-6.571654477,-6.506363741,-6.21667542,-6.240786513,-6.544507143,-6.53107113,-6.23319274,-6.22222403,-6.518901118,-6.55178512,-6.23904166,-6.184899707,-6.466937053,-6.564553122,-6.262073134,-6.172446835,-6.435141459,-6.581517741,-6.289157169,-6.164116551,-6.402256513,-6.593274063,-6.319965787,-6.160107231,-6.377040448,-6.659956146,-6.45262235,-6.245078729,-6.397959184,-6.667784646,-6.474150114,-6.206703996,-6.265973091,-6.506159468,-6.437011707
12.866,-6.30003928,-6.280028782,-6.256663874,-6.096530216,-5.96831678,-6.034383156,-6.173110557,-6.111095181,-5.971835756,-6.015585252,-6.165927532,-6.127951952,-5.981530669,-6.003759231,-6.160099755,-6.145641535,-5.9944093,-5.993455443,-6.148659844,-6.156013587,-6.004140823,-5.981354793,-6.13065862,-6.153882858,-6.00178264,-5.960223047,-6.108756563,-6.160440266,-6.015990733,-5.954031012,-6.092839826,-6.16654321,-6.031193496,-5.949778906,-6.076535617,-6.171368497,-6.048122683,-5.949945994,-6.072849858,-6.216302285,-6.123381712,-5.996222349,-6.07807644,-6.213615627,-6.117484402,-5.943340901,-5.959560587,-6.087619185,-6.060559446
12.891,-6.793600013,-6.580209072,-6.595915107,-6.627747433,-6.445634963,-6.317051205,-6.422587166,-6.562665895,-6.443969515,-6.308334989,-6.405947977,-6.56913089,-6.467841408,-6.313167086,-6.390270262,-6.566704098,-6.490514999,-6.319717607,-6.371580032,-6.555919373,-6.509820718,-6.329549599,-6.351431929,-6.523699471,-6.500901105,-6.327505309,-6.337227827,-6.513130302,-6.516301839,-6.339722138,-6.325418793,-6.497880299,-6.529310601,-6.354199945,-6.316321591,-6.482095306,-6.541420545,-6.369992857,-6.313334647,-6.507116469,-6.639550427,-6.449491515,-6.32591757,-6.482095092,-6.640516833,-6.428975156,-6.22953995,-6.328471384,-6.558582382
12.915,-6.721211378,-6.581977978,-6.711069387,-6.847505928,-6.611725132,-6.410857632,-6.582814841,-6.849305177,-6.640248198,-6.412730259,-6.55866506,-6.857762072,-6.680234352,-6.423152211,-6.53096117,-6.847977474,-6.713990315,-6.434145472,-6.503369135,-6.83116376,-6.748541748,-6.450772338,-6.474381627,-6.779630563,-6.730210472,-6.433953113,-6.433969575,-6.746882221,-6.759071744,-6.45673426,-6.41750143,-6.718348637,-6.783991842,-6.480726081,-6.403606938,-6.686064774,-6.804937687,-6.51087981,-6.41521526,-6.74214272,-7.008368602,-6.680769659,-6.47989081,-6.730478266,-7.01084005,-6.661907776,-6.381664433,-6.562288151,-6.900966697
12.939,-6.443534689,-6.587069346,-6.652812772,-6.391392797,-6.230878959,-6.354109186,-6.517201615,-6.372240092,-6.228017065,-6.345278981,-6.537231789,-6.405108522,-6.231840817,-6.324476502,-6.532676225,-6.429152638,-6.236895031,-6.30157826,-6.516397215,-6.447031327,-6.242272169,-6.278247364,-6.489387036,-6.446334296,-6.229553548,-6.235343399,-6.446598924,-6.453641278,-6.241933287,-6.222682424,-6.428534179,-6.470210852,-6.25813984,-6.211892259,-6.408299287,-6.486172991,-6.280003291,-6.208018956,-6.405588193,-6.570471777,-6.417656306,-6.320074525,-6.469794773,-6.607806949,-6.428604069,-6.268160787,-6.337095496,-6.465072543,-6.378543921
12.964,-6.47036807,-6.615363259,-6.657513933,-6.380405589,-6.220031085,-6.377697472,-6.574980024,-6.414712186,-6.247778953,-6.387272268,-6.614536369,-6.46729859,-6.265663256,-6.367917662,-6.611232834,-6.49600388,-6.275199958,-6.341845194,-6.593834053,-6.517157876,-6.285571806,-6.31947637,-6.576271729,-6.536848497,-6.29467583,-6.2962394,-6.551427936,-6.551936461,-6.30765476,-6.279356352,-6.528996208,-6.571084803,-6.326995632,-6.266895776,-6.505070429,-6.588738947,-6.350449714,-6.259010339,-6.489314984,-6.664676694,-6.465202172,-6.323021044,-6.493572417,-6.67127758,-6.48990769,-6.289765884,-6.359481172,-6.505657631,-6.410548537
12.988,-7.237574652,-7.256830305,-7.19161569,-7.079450661,-6.962060512,-6.941030012,-7.037417999,-7.077356903,-6.981721881,-6.954000423,-7.050452465,-7.101595112,-6.996419689,-6.950763805,-7.039752722,-7.105636905,-7.005649562,-6.947230939,-7.025597315,-7.105275737,-7.016205552,-6.946615304,-7.014017034,-7.102580711,-7.022188059,-6.940682936,-6.99445104,-7.088676173,-7.020236726,-6.936456421,-6.982627551,-7.085702727,-7.032729457,-6.939079555,-6.969862827,-7.078606088,-7.046135794,-6.949956218,-6.998159238,-7.196895491,-7.233004244,-7.070627331,-7.026564158,-7.177338947,-7.208576025,-6.97105054,-6.827150371,-6.926794631,-7.082228053
13.013,-7.427285226,-7.456272307,-7.647553472,-7.406623252,-7.045066353,-7.017448913,-7.294834558,-7.332258505,-7.047708977,-6.989351095,-7.247313222,-7.340703399,-7.06862537,-6.978874932,-7.214625167,-7.356284037,-7.09594556,-6.974168284,-7.182326134,-7.361694535,-7.121220526,-6.972359987,-7.149329178,-7.348061745,-7.118844482,-6.938472857,-7.081164747,-7.316432271,-7.137132241,-6.936780775,-7.047333019,-7.30143011,-7.161233673,-6.942488885,-7.022866842,-7.293290927,-7.195579034,-6.95546,-7.017095969,-7.399459065,-7.468743306,-7.16396777,-7.103564568,-7.404601464,-7.482950657,-7.115188081,-6.936282974,-7.138814801,-7.331060715
13.037,-7.150679458,-7.184763632,-7.071437817,-6.827795046,-6.689934569,-6.765326651,-6.90010861,-6.837001008,-6.686007268,-6.728955069,-6.876486513,-6.846341581,-6.694882064,-6.719628996,-6.874312706,-6.862235696,-6.70396282,-6.703682046,-6.858284737,-6.870027075,-6.714803201,-6.692667012,-6.839854288,-6.862886013,-6.702898184,-6.654934792,-6.802803365,-6.862179852,-6.71807193,-6.64849133,-6.784665831,-6.864309575,-6.733256713,-6.644354266,-6.769618117,-6.868524853,-6.751895528,-6.647468784,-6.788277149,-6.985528226,-6.939107905,-6.786820774,-6.849654982,-7.003113068,-6.955664592,-6.752631861,-6.724991564,-6.848411056,-6.90071621
13.062,-7.144308185,-7.316536332,-7.206010861,-6.869271838,-6.701974819,-6.781073387,-6.918912196,-6.814255029,-6.689152096,-6.748913315,-6.90263174,-6.832116066,-6.701874934,-6.741515872,-6.901562079,-6.854556953,-6.713253619,-6.729344135,-6.887914161,-6.865163515,-6.720447068,-6.719906503,-6.876761111,-6.86696177,-6.714701668,-6.702739651,-6.861085465,-6.877721175,-6.724418711,-6.696289565,-6.847087935,-6.888368795,-6.735724379,-6.690186267,-6.830639708,-6.898131029,-6.749671205,-6.686648227,-6.838529353,-7.019484033,-6.918193301,-6.783629944,-6.847637809,-7.013563495,-6.925707238,-6.730154538,-6.695866299,-6.814771413,-6.819133066
13.086,-7.325782679,-7.447388025,-7.222792336,-6.819570325,-6.655536847,-6.794676769,-6.988672158,-6.836614647,-6.649626421,-6.757757881,-6.975429811,-6.864704801,-6.654859051,-6.733810801,-6.962096871,-6.889332053,-6.663256327,-6.712722859,-6.946378654,-6.914803292,-6.67706178,-6.695290598,-6.920958347,-6.917753356,-6.670400845,-6.65859792,-6.883774744,-6.926901328,-6.683431794,-6.643636077,-6.858676696,-6.939229182,-6.702232787,-6.6327412,-6.8356288,-6.95092741,-6.724121961,-6.625203071,-6.836682257,-7.089245144,-6.945359009,-6.788169648,-6.914424187,-7.119412658,-6.966722098,-6.738281693,-6.759706153,-6.922425251,-6.894195668
13.11,-7.331814536,-7.360489983,-7.07612117,-6.687956358,-6.555701009,-6.729407558,-6.853238171,-6.676382204,-6.544931851,-6.695596668,-6.85164401,-6.701313942,-6.549180878,-6.675206303,-6.852072326,-6.721427886,-6.549876924,-6.652055837,-6.849113747,-6.744365624,-6.556996418,-6.631224622,-6.840753396,-6.756621297,-6.542812606,-6.570419089,-6.773481762,-6.737312126,-6.538475974,-6.546164777,-6.754601725,-6.75156517,-6.552537553,-6.532207712,-6.73678586,-6.76584049,-6.569703694,-6.524422566,-6.754148154,-6.910491294,-6.788258536,-6.71673127,-6.89661287,-6.995149479,-6.82443757,-6.679024357,-6.770134485,-6.877400078,-6.799272477
13.135,-7.592852073,-7.696984732,-7.770254718,-7.298849654,-6.910973105,-6.942646444,-7.32253864,-7.279002135,-6.917312048,-6.901600555,-7.276014245,-7.3103544,-6.941083998,-6.884504315,-7.248102976,-7.345846652,-6.968191305,-6.864773466,-7.202904869,-7.363479392,-6.991154773,-6.845418593,-7.145608054,-7.352429383,-7.00193188,-6.821964061,-7.082350241,-7.331189627,-7.020356972,-6.816855474,-7.043625347,-7.331479733,-7.050040308,-6.812788408,-7.000540312,-7.327429213,-7.092454808,-6.821363202,-6.980487931,-7.46630268,-7.39005334,-7.004028064,-7.019391285,-7.439646217,-7.415064914,-6.969001149,-6.880304018,-7.208778732,-7.313881314
13.159,-7.467619803,-7.500393358,-7.422212362,-7.079107693,-6.769731618,-6.742487504,-6.999439624,-7.068519897,-6.79788336,-6.726907171,-6.9630096,-7.082566464,-6.829512524,-6.730410156,-6.952396578,-7.116204516,-6.866805744,-6.729506958,-6.920248707,-7.115749814,-6.888966566,-6.723882795,-6.888623672,-7.110356628,-6.910666009,-6.722972212,-6.858878884,-7.101003106,-6.933937454,-6.725887583,-6.831817935,-7.091056551,-6.959921885,-6.728586474,-6.800065822,-7.069199683,-6.985348726,-6.742633305,-6.804219424,-7.18194744,-7.229330493,-6.903888094,-6.85323274,-7.165607358,-7.241506141,-6.882312866,-6.758658893,-7.033613064,-7.23482141
13.184,-6.900842781,-7.000321957,-6.735203679,-6.325575429,-6.211507713,-6.436063472,-6.559622402,-6.317847181,-6.19870065,-6.390152221,-6.541108954,-6.32919027,-6.191864171,-6.367955815,-6.562651995,-6.372138551,-6.201502497,-6.341547827,-6.556915079,-6.397468656,-6.206617333,-6.316874683,-6.548796047,-6.41918751,-6.206080237,-6.27902293,-6.522070743,-6.439645763,-6.21789519,-6.259642024,-6.507137409,-6.463311661,-6.231294659,-6.240882649,-6.485684899,-6.480838885,-6.244803353,-6.225513682,-6.489153137,-6.601288161,-6.402181574,-6.335496298,-6.535758204,-6.624455689,-6.417107404,-6.308816594,-6.468911034,-6.592030668,-6.434167842
13.208,-6.759826285,-6.756039428,-6.531026061,-6.277405642,-6.231167257,-6.350798225,-6.408423094,-6.274857017,-6.196488717,-6.293038589,-6.377463463,-6.273969678,-6.192125598,-6.289442877,-6.406285764,-6.319576819,-6.210022538,-6.278713851,-6.399325226,-6.329419631,-6.210028597,-6.263133862,-6.390129309,-6.335328079,-6.197238946,-6.220855672,-6.347989346,-6.327370127,-6.197555499,-6.207707316,-6.33757383,-6.338460791,-6.206473246,-6.198195624,-6.326356151,-6.347373611,-6.21570891,-6.190867733,-6.335931187,-6.44522113,-6.374662316,-6.32843545,-6.413405144,-6.477179743,-6.390815012,-6.314651958,-6.358564347,-6.418026349,-6.375340463
13.232,-7.002135298,-7.046058948,-7.067632723,-6.945856358,-6.733856152,-6.632341442,-6.749223073,-6.861757456,-6.72385913,-6.604784297,-6.712348903,-6.860592522,-6.756729466,-6.636951952,-6.759519657,-6.958393836,-6.851429228,-6.672572701,-6.746344317,-6.94838384,-6.87060373,-6.680930217,-6.729089551,-6.931748746,-6.872105718,-6.661293728,-6.66889566,-6.867213147,-6.863046692,-6.670073915,-6.656294583,-6.851193751,-6.879520651,-6.687494366,-6.645630363,-6.831358244,-6.891987183,-6.707877062,-6.66683483,-6.935221284,-7.132490479,-6.891208014,-6.723725967,-6.908173353,-7.092308007,-6.825877087,-6.60327169,-6.755212046,-7.017442116
13.257,-7.211134595,-7.211060779,-7.011575305,-6.785533989,-6.685546874,-6.749840551,-6.840955543,-6.779603761,-6.685432135,-6.736018599,-6.839337131,-6.796063412,-6.690829577,-6.734693887,-6.873859579,-6.871842318,-6.753881453,-6.75622686,-6.875240747,-6.881803791,-6.762512911,-6.74788328,-6.863014667,-6.885348913,-6.770668119,-6.740624025,-6.845977557,-6.874114468,-6.765391533,-6.729894376,-6.835569208,-6.880891356,-6.777688293,-6.727391116,-6.826006963,-6.886039849,-6.7899857,-6.724558076,-6.829820844,-6.979606347,-6.94729613,-6.829565027,-6.84512196,-6.956774671,-6.932801213,-6.749806742,-6.678882182,-6.769764416,-6.843948321
13.281,-6.923414621,-6.936024469,-6.667833915,-6.358508696,-6.322823722,-6.504635747,-6.545573253,-6.36854467,-6.326798268,-6.498567906,-6.560966265,-6.38320201,-6.320012011,-6.485407188,-6.57575162,-6.403315437,-6.314189292,-6.464441737,-6.576103002,-6.415639691,-6.308618369,-6.446077786,-6.5810523,-6.4328764,-6.30187952,-6.41636659,-6.568334547,-6.446276901,-6.304812901,-6.399667312,-6.564723892,-6.466307347,-6.31030969,-6.381801348,-6.557266566,-6.485984363,-6.318699925,-6.366945081,-6.563514104,-6.564153881,-6.420607078,-6.447108957,-6.613262799,-6.596101777,-6.431256222,-6.407127938,-6.495226599,-6.466912951,-6.360476963
13.306,-6.653047187,-6.713326158,-6.727809096,-6.527829465,-6.36765645,-6.431193791,-6.612635412,-6.542624147,-6.379260862,-6.414961078,-6.602876466,-6.558888303,-6.386054378,-6.398789335,-6.589873857,-6.567977834,-6.383476965,-6.367295447,-6.553422822,-6.5683468,-6.393029229,-6.357075588,-6.532868074,-6.568464865,-6.385477039,-6.319945101,-6.488289992,-6.572598997,-6.407568747,-6.321224883,-6.473045384,-6.581040624,-6.426038841,-6.319544316,-6.453566562,-6.586752774,-6.447673895,-6.322134091,-6.444301615,-6.66076529,-6.606728944,-6.451114597,-6.493493964,-6.66586363,-6.620061099,-6.413254945,-6.353454198,-6.47224454,-6.508106282
13.33,-6.894872121,-6.720645761,-6.652019232,-6.775583554,-6.743997368,-6.522089527,-6.48084867,-6.686623986,-6.733458257,-6.528983848,-6.470225704,-6.673545208,-6.755979327,-6.56217204,-6.475516231,-6.665952733,-6.773084681,-6.579262405,-6.456138861,-6.626425408,-6.769969866,-6.603488252,-6.455024778,-6.589579208,-6.737626431,-6.599257708,-6.444765956,-6.566044598,-6.74389946,-6.629938291,-6.450926484,-6.543581061,-6.736366815,-6.650362408,-6.456017513,-6.519256082,-6.720729139,-6.671521569,-6.504924771,-6.627471616,-6.953172389,-6.88758132,-6.584559498,-6.613999018,-6.909361146,-6.826803658,-6.474332105,-6.449621443,-6.78041834
13.354,-6.924264372,-6.808899432,-6.629962411,-6.593197611,-6.630899055,-6.608192947,-6.558393748,-6.568442771,-6.595324515,-6.581689258,-6.544561346,-6.557319839,-6.589934028,-6.590338077,-6.563552939,-6.569906205,-6.5933273,-6.583089591,-6.552151952,-6.557065853,-6.590363277,-6.584703291,-6.544992729,-6.531244842,-6.562768079,-6.573210845,-6.549614037,-6.535188837,-6.564458939,-6.575348751,-6.551564816,-6.531391789,-6.561214086,-6.576125086,-6.553130562,-6.524287594,-6.547999345,-6.566413344,-6.58485802,-6.663236598,-6.784823732,-6.75285295,-6.64408101,-6.659199844,-6.789143776,-6.728692383,-6.550964013,-6.536762861,-6.700315952
13.379,-6.351861377,-6.609220832,-6.76051069,-6.399573107,-6.205678935,-6.432257387,-6.693209271,-6.421825041,-6.203769573,-6.389728007,-6.685677834,-6.459725186,-6.209783525,-6.356332863,-6.682460511,-6.508174402,-6.221178906,-6.313099944,-6.640937254,-6.531087068,-6.231183712,-6.283893161,-6.608979443,-6.545751556,-6.231482108,-6.248522592,-6.578145135,-6.579420533,-6.254923423,-6.228614377,-6.545226798,-6.603616936,-6.277115344,-6.212348675,-6.513811773,-6.626660024,-6.301816555,-6.199301219,-6.508598213,-6.796787657,-6.545530618,-6.385057566,-6.610267043,-6.83409896,-6.560285571,-6.344049871,-6.488954794,-6.702124947,-6.535951069
