,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0.56152,-8.764821646,-8.767002432,-8.748451707,-8.681850895,-8.619939486,-8.601572269,-8.605854989,-8.59314483,-8.586735856,-8.611307062,-8.633175552,-8.59895408,-8.558442136,-8.574383725,-8.618548674,-8.594133781,-8.556297307,-8.566308809,-8.60779896,-8.596284727,-8.567148805,-8.569022526,-8.597308372,-8.580914457,-8.554665532,-8.568260431,-8.594598681,-8.576546207,-8.554228574,-8.567415426,-8.59034732,-8.573557103,-8.548598753,-8.557201167,-8.581878636,-8.574660727,-8.548620527,-8.555780333,-8.584890273,-8.582035922,-8.547691963,-8.543333586,-8.551236941,-8.51830035,-8.451600258,-8.45848476,-8.510065629,-8.518115562,-8.465552925
0.58594,-8.644342259,-8.68240675,-8.649039167,-8.627586575,-8.639027429,-8.616734263,-8.557233197,-8.567610464,-8.620787643,-8.611506361,-8.512183988,-8.475543272,-8.530375114,-8.577316521,-8.516009014,-8.484953504,-8.533476017,-8.597135523,-8.540417423,-8.490221479,-8.525800254,-8.590261266,-8.518794555,-8.457227069,-8.521842189,-8.625566605,-8.559804229,-8.468149016,-8.516359591,-8.631607083,-8.57467393,-8.462275963,-8.491164937,-8.615984282,-8.588829133,-8.469907556,-8.484270357,-8.614517502,-8.630646673,-8.526522906,-8.537943199,-8.656833291,-8.634775409,-8.451298957,-8.429377451,-8.579133279,-8.633364087,-8.466950022,-8.4200794
0.61035,-8.436295926,-8.517377507,-8.536974291,-8.48623804,-8.472894104,-8.524684222,-8.533615623,-8.484324133,-8.466102022,-8.521241905,-8.583342133,-8.570336132,-8.508560102,-8.502170782,-8.552137454,-8.571294194,-8.543237426,-8.526061773,-8.546376319,-8.536210924,-8.484958456,-8.467914121,-8.523458445,-8.541971291,-8.472951534,-8.427981949,-8.484299044,-8.532135425,-8.485268411,-8.432442388,-8.470167749,-8.506360039,-8.461258441,-8.411975216,-8.452963506,-8.502152101,-8.46173768,-8.408205908,-8.46117439,-8.552007979,-8.52306472,-8.423451888,-8.431716265,-8.519332581,-8.489631601,-8.386267981,-8.39433767,-8.501150257,-8.502895047
0.63477,-8.339269515,-8.423151875,-8.576594548,-8.500215484,-8.367057503,-8.443783487,-8.621117956,-8.546995144,-8.378727792,-8.445739303,-8.666918784,-8.61848997,-8.421394752,-8.462869836,-8.713297606,-8.694038497,-8.461785517,-8.449254885,-8.669348625,-8.671620589,-8.456886853,-8.432840593,-8.648442926,-8.675159377,-8.443862409,-8.346836011,-8.47977872,-8.545644955,-8.399217644,-8.309838409,-8.414153275,-8.492302482,-8.379680909,-8.29493955,-8.398823947,-8.496026055,-8.383771735,-8.256781665,-8.300662085,-8.402266976,-8.36159627,-8.274678687,-8.309975882,-8.407798382,-8.36976715,-8.261202101,-8.277868595,-8.392120362,-8.381394147
0.65918,-8.481582038,-8.497420344,-8.621311284,-8.607940721,-8.49076398,-8.48669874,-8.623172707,-8.673185379,-8.560394163,-8.49542137,-8.554825457,-8.593882368,-8.518714672,-8.488647391,-8.553905524,-8.601246526,-8.524706441,-8.498097247,-8.573993073,-8.6494477,-8.576560697,-8.542946422,-8.620331644,-8.69846764,-8.578607924,-8.48681567,-8.523594023,-8.590922705,-8.474564517,-8.376102659,-8.429772982,-8.548185391,-8.482455445,-8.378040115,-8.412066623,-8.531423277,-8.46826302,-8.327145155,-8.31876527,-8.439765267,-8.466998328,-8.377563575,-8.358378827,-8.45946885,-8.495816993,-8.387300567,-8.32830938,-8.411877708,-8.48078979
0.68359,-8.721974865,-8.658466277,-8.679957366,-8.745866607,-8.720555829,-8.660464171,-8.672134918,-8.725526501,-8.70100413,-8.633372366,-8.64110606,-8.708526665,-8.71053577,-8.636552779,-8.636243158,-8.701973666,-8.717222439,-8.647583525,-8.65034488,-8.712346996,-8.722445914,-8.654946841,-8.663102259,-8.708635164,-8.707053569,-8.651201011,-8.667345423,-8.698695274,-8.688125206,-8.63672479,-8.636176796,-8.659110268,-8.656688941,-8.614658634,-8.615800679,-8.656820744,-8.669472513,-8.622400385,-8.60089319,-8.647746578,-8.707943676,-8.709329258,-8.699402427,-8.732798248,-8.768531767,-8.727913639,-8.648833533,-8.637689924,-8.699654753
0.70801,-9.078991836,-9.022353307,-9.094621046,-9.144553797,-9.068427939,-9.01422277,-9.070474577,-9.141373163,-9.078648017,-8.998284213,-9.032514536,-9.113462727,-9.071566881,-8.991268565,-9.020794542,-9.107956966,-9.087129079,-9.02953187,-9.067790332,-9.140450716,-9.125140348,-9.061012229,-9.045713494,-9.037642909,-9.008785545,-8.976453933,-9.004969994,-9.03399245,-9.019802548,-8.983263492,-9.000192193,-9.003863206,-8.966016877,-8.938464774,-8.991399941,-9.037325694,-9.02803682,-8.995317489,-9.040281746,-9.090218574,-9.092387901,-9.06005337,-9.066540015,-9.06741235,-9.034861988,-8.96695357,-8.966631388,-9.011395916,-9.006389115
0.73242,-9.042995917,-9.155244656,-9.1744704,-9.023406282,-8.97995784,-9.099009751,-9.160311159,-9.023589816,-8.952115025,-9.062666381,-9.167183695,-9.064796777,-8.967237186,-9.049155438,-9.153417876,-9.068990332,-8.965254116,-9.05661367,-9.205644398,-9.166309716,-9.026494766,-9.070473371,-9.200586355,-9.158161066,-8.96962623,-8.970404208,-9.114076218,-9.139923299,-8.9728436,-8.945831688,-9.063924711,-9.09625847,-8.950660994,-8.92156676,-9.050451045,-9.128767707,-9.004970432,-8.952479974,-9.044008095,-9.12538494,-9.021771889,-8.961836578,-9.057293223,-9.15785052,-9.00604777,-8.846255987,-8.896865158,-9.075427202,-9.029878491
0.75684,-9.4005595,-9.45536496,-9.347204963,-9.228192852,-9.23926075,-9.352299087,-9.339836074,-9.184192779,-9.150477255,-9.281108085,-9.33641606,-9.205017067,-9.163968591,-9.286479287,-9.354024746,-9.221790987,-9.160413743,-9.262570446,-9.342781154,-9.218074324,-9.15313032,-9.250134513,-9.344205709,-9.223299757,-9.126450611,-9.191466958,-9.300823468,-9.218576828,-9.113978257,-9.166824153,-9.291576466,-9.219972932,-9.085094054,-9.119046671,-9.270704284,-9.268704058,-9.154766884,-9.159715473,-9.282066458,-9.273827569,-9.157392135,-9.15517351,-9.279830262,-9.273265441,-9.130751874,-9.075017583,-9.137161784,-9.126855083,-9.047049947
0.78125,-9.914501908,-9.762109617,-9.661831832,-9.66388417,-9.570791851,-9.374286388,-9.280123082,-9.373930023,-9.4435877,-9.366564963,-9.282613848,-9.357324489,-9.464557846,-9.423387027,-9.311889241,-9.339983403,-9.436340543,-9.427854587,-9.323663163,-9.321995598,-9.394223963,-9.41427276,-9.337660762,-9.315776037,-9.380123319,-9.412095839,-9.357357976,-9.338518612,-9.398695213,-9.412674614,-9.342972499,-9.298859211,-9.332351688,-9.341335425,-9.310534993,-9.313713057,-9.401755767,-9.444057864,-9.373566513,-9.325870962,-9.386908134,-9.438221091,-9.387361848,-9.337405354,-9.392274231,-9.457301385,-9.423263025,-9.336131118,-9.325505551
0.80566,-9.560573307,-9.595033283,-9.672225813,-9.568920289,-9.42430817,-9.447961074,-9.499429624,-9.378493953,-9.294272909,-9.403688395,-9.533143318,-9.451028545,-9.345648512,-9.416396182,-9.529883629,-9.452320636,-9.328061895,-9.384024801,-9.503845303,-9.438761336,-9.305065037,-9.362327161,-9.513429043,-9.485676657,-9.341632952,-9.382608064,-9.53417895,-9.525582978,-9.364527483,-9.368178361,-9.495000873,-9.479881706,-9.318580975,-9.329010476,-9.470663473,-9.498258826,-9.381807697,-9.407289058,-9.551281437,-9.537646538,-9.378807115,-9.37562412,-9.522623095,-9.560284531,-9.449079216,-9.470685124,-9.615164426,-9.627704989,-9.483860065
0.83008,-9.500052394,-9.308494361,-9.180821281,-9.299818578,-9.45397356,-9.324082479,-9.170562791,-9.196869068,-9.281262098,-9.22083062,-9.173483079,-9.239075133,-9.311396534,-9.229156691,-9.165068642,-9.220848061,-9.310870997,-9.234916401,-9.131613809,-9.141740529,-9.26123069,-9.264923537,-9.177604107,-9.158223466,-9.249239922,-9.255326041,-9.161794547,-9.115328128,-9.205286115,-9.254421927,-9.153426483,-9.086378409,-9.17944203,-9.257028437,-9.170552847,-9.116382742,-9.245380663,-9.364125849,-9.236459139,-9.117901922,-9.203923967,-9.319534364,-9.223052648,-9.126456957,-9.222570932,-9.354648363,-9.275115536,-9.158427383,-9.194824193
0.85449,-8.801392874,-8.743825627,-8.722665414,-8.765109773,-8.780331627,-8.746790337,-8.727723918,-8.751075422,-8.75580176,-8.748206087,-8.753620992,-8.776863644,-8.776755878,-8.760742762,-8.7570864,-8.783708513,-8.797812395,-8.774745719,-8.761069226,-8.791396031,-8.80232641,-8.763829968,-8.750257825,-8.794358145,-8.827566359,-8.784584794,-8.727389068,-8.725815317,-8.747550909,-8.724836308,-8.697218316,-8.706819158,-8.737933517,-8.723543782,-8.698685651,-8.714267562,-8.771395343,-8.782201751,-8.746630873,-8.722722103,-8.764726396,-8.825095858,-8.842390701,-8.806014379,-8.78582168,-8.81547864,-8.85168291,-8.822791373,-8.782948687
0.87891,-8.932796553,-8.896323668,-8.818276958,-8.833234924,-8.918066782,-8.908641276,-8.817937221,-8.814741125,-8.937643211,-8.977186051,-8.875945695,-8.834519614,-8.918144194,-8.959985523,-8.868794327,-8.815219847,-8.880854768,-8.943880134,-8.874857163,-8.819936863,-8.876359088,-8.94055465,-8.864673264,-8.803809104,-8.848319123,-8.905373587,-8.834843617,-8.778278408,-8.828103699,-8.901993682,-8.839097366,-8.775291407,-8.818255421,-8.897334337,-8.840512899,-8.779145977,-8.833112316,-8.925878692,-8.861186004,-8.790698695,-8.874936681,-9.039523678,-9.015601127,-8.903492503,-8.928609408,-9.033267192,-8.96318787,-8.823748334,-8.86081664
0.90332,-9.117980964,-9.189538269,-9.154129354,-9.071690407,-9.085113513,-9.16874571,-9.193760987,-9.16209671,-9.202823312,-9.303131879,-9.273705586,-9.142653969,-9.129307418,-9.209270042,-9.207968497,-9.108231752,-9.103176326,-9.196319831,-9.220932485,-9.115026952,-9.087422606,-9.172183692,-9.2202843,-9.130956694,-9.097800035,-9.185768041,-9.242970993,-9.149123879,-9.100757161,-9.182239372,-9.243382721,-9.146587364,-9.088288159,-9.16544358,-9.248548049,-9.180940579,-9.12389039,-9.18809794,-9.259446786,-9.198829821,-9.1507795,-9.218702681,-9.29362183,-9.24477269,-9.159209777,-9.114867513,-9.072863882,-9.057686174,-9.094392078
0.92773,-9.019105089,-9.039890367,-8.993511166,-8.965006559,-8.989589167,-9.001438934,-8.973895128,-8.973006974,-9.015126351,-9.046223824,-9.044096529,-9.051899943,-9.096258779,-9.168421028,-9.178646608,-9.130664409,-9.114217701,-9.164599447,-9.189966157,-9.145509245,-9.115488563,-9.151154864,-9.190439789,-9.172471203,-9.154578617,-9.167088931,-9.189289051,-9.167486502,-9.134031838,-9.123896417,-9.147439281,-9.139957484,-9.116974822,-9.115080647,-9.151632003,-9.150514905,-9.122842623,-9.120714644,-9.171028613,-9.17221528,-9.119418214,-9.090163774,-9.124747674,-9.104732563,-8.991645615,-8.868057043,-8.833843852,-8.842470632,-8.831052189
