,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
7.6904,-10.0027552,-10.0271164,-9.676175292,-9.182346908,-8.926131067,-9.00117996,-9.23781436,-9.155001364,-8.933552693,-8.980085252,-9.214084711,-9.163313136,-8.937003427,-8.960677086,-9.198814476,-9.176596427
7.7148,-10.24293685,-10.23920554,-9.915188752,-9.353525645,-8.956705546,-8.897770951,-9.137510998,-9.226093907,-8.972270011,-8.887915154,-9.107660812,-9.232370934,-8.993399035,-8.881883978,-9.083228936,-9.241317726
7.7393,-10.09972569,-10.30272768,-9.961895298,-9.241553566,-8.787633937,-8.731417472,-8.995123192,-9.090973937,-8.810267363,-8.721462442,-8.96931419,-9.116395305,-8.850317075,-8.728758872,-8.956613537,-9.136165097
7.7637,-10.05547124,-10.08755664,-9.732540672,-9.073232081,-8.609852184,-8.54206441,-8.801149573,-8.904048167,-8.624704621,-8.530844612,-8.774924361,-8.927693034,-8.659786809,-8.526896034,-8.739319718,-8.912905607
7.7881,-10.20128876,-10.27949448,-9.762338193,-8.987260336,-8.536060708,-8.504401403,-8.792569816,-8.862561894,-8.558881239,-8.487569324,-8.762424311,-8.886147386,-8.589298868,-8.47632889,-8.726766686,-8.890932351
7.8125,-10.21505627,-10.29891964,-10.0873634,-9.295048359,-8.673380412,-8.518036703,-8.792841118,-9.006074975,-8.686324613,-8.508814069,-8.755177,-9.019156032,-8.733731233,-8.517285291,-8.727167365,-9.023231131
7.8369,-10.43495618,-10.48281492,-10.10589519,-9.292517765,-8.722764367,-8.591982567,-8.883575612,-9.08809558,-8.749315704,-8.584069378,-8.846659866,-9.113090597,-8.802729719,-8.594669436,-8.812647391,-9.104319102
7.8613,-10.18587922,-10.20104035,-9.739943463,-9.038912428,-8.639292698,-8.650670084,-8.930659455,-8.926218432,-8.650154734,-8.632394726,-8.905808151,-8.953172736,-8.679924754,-8.627925416,-8.887641433,-8.972501451
7.8857,-10.34510705,-10.44997091,-10.03847705,-9.326239134,-8.914044075,-8.926148988,-9.221154572,-9.232839436,-8.932760199,-8.903880939,-9.185915933,-9.248304497,-8.954717104,-8.893363319,-9.165488224,-9.270884957
7.9102,-10.05409946,-10.03311597,-9.878281473,-9.439094049,-9.059232247,-9.022921,-9.319510405,-9.403971318,-9.07852185,-8.995997974,-9.271944834,-9.409573078,-9.102914039,-8.98396828,-9.23592525,-9.404255565
7.9346,-10.14686224,-10.23362483,-10.03397788,-9.427552664,-9.041534174,-9.058868964,-9.339259037,-9.327383613,-9.046128202,-9.026965655,-9.299423205,-9.344770485,-9.067016868,-9.014812827,-9.274356519,-9.362999337
7.959,-10.32352918,-10.52776889,-10.11483167,-9.293010761,-8.889638338,-8.980346666,-9.381092332,-9.288523432,-8.902748921,-8.941127524,-9.342404127,-9.326879322,-8.925213093,-8.9143416,-9.302720369,-9.354588832
7.9834,-9.956726892,-9.916298169,-9.5746771,-9.023233327,-8.669609637,-8.660284548,-8.877328364,-8.886531026,-8.66980303,-8.641697618,-8.851606431,-8.897815391,-8.686790025,-8.633938075,-8.835609178,-8.91073858
8.0078,-9.887892811,-9.95516884,-9.779867082,-9.214596343,-8.727785896,-8.602523924,-8.864315597,-9.05929326,-8.75844546,-8.59365059,-8.820749005,-9.058164264,-8.790116184,-8.596489877,-8.801069008,-9.087326562
8.0322,-9.886081129,-9.983048828,-9.777927182,-9.145779824,-8.649628906,-8.553138647,-8.826867608,-8.973755523,-8.673735972,-8.543107835,-8.790574943,-8.982941031,-8.707287483,-8.542320589,-8.763126544,-8.995679982
8.0566,-9.858632428,-9.916859824,-9.524821878,-8.875175455,-8.492948728,-8.49622341,-8.757688064,-8.774623653,-8.51311178,-8.483672275,-8.73602358,-8.796392582,-8.537462348,-8.473626618,-8.708956301,-8.801034072
8.0811,-9.979994506,-9.913438789,-9.643064701,-9.12951752,-8.680734122,-8.562416092,-8.788779195,-8.969711667,-8.710468223,-8.560025705,-8.756837795,-8.972863813,-8.742866266,-8.561938068,-8.730071519,-8.967879994
8.1055,-10.15155157,-10.15357713,-10.04658171,-9.449532505,-8.913280156,-8.769580377,-9.030854828,-9.205297451,-8.915492764,-8.75810853,-8.995378734,-9.217229481,-8.948129185,-8.757201381,-8.961073451,-9.215307389
8.1299,-10.17148099,-10.31548828,-9.990158553,-9.323276017,-8.994355665,-9.078457609,-9.379775049,-9.290704828,-9.004464695,-9.04628197,-9.349562192,-9.319329249,-9.024006711,-9.028503072,-9.331414222,-9.353134802
8.1543,-10.39410755,-10.47093844,-10.02295078,-9.490594185,-9.228170094,-9.313916829,-9.550462447,-9.471597642,-9.239208646,-9.289663283,-9.528189667,-9.491289966,-9.262789581,-9.290259191,-9.539619937,-9.531309389
8.1787,-10.15130585,-10.08238386,-9.929571987,-9.563402979,-9.189384925,-9.112418767,-9.365228233,-9.475340001,-9.207430307,-9.097855617,-9.329133807,-9.478773299,-9.230832506,-9.097507266,-9.311692691,-9.496114534
8.2031,-10.20724655,-10.21415377,-9.857161838,-9.332127349,-9.002364837,-8.984298893,-9.209005371,-9.25346661,-9.021628914,-8.973753907,-9.184644776,-9.267067241,-9.042622102,-8.967774504,-9.164602415,-9.277269815
8.2275,-10.01483488,-9.990505337,-9.635547234,-9.079448664,-8.727032769,-8.747465024,-9.025219444,-9.023093334,-8.746707156,-8.730936321,-9.002864708,-9.046320077,-8.767464019,-8.719651197,-8.986548052,-9.078786933
8.252,-10.30007524,-10.24807161,-9.812114288,-9.19657558,-8.749764876,-8.63506729,-8.846502688,-8.981127682,-8.747419103,-8.619200337,-8.812401177,-8.987110699,-8.778984943,-8.627784899,-8.800883369,-8.999019203
8.2764,-10.3086203,-10.31327274,-10.03059879,-9.362991881,-8.794491836,-8.637714778,-8.887243231,-9.095038286,-8.797881276,-8.618043225,-8.840395673,-9.09128233,-8.832055673,-8.62412872,-8.818622631,-9.094395823
8.3008,-10.52977376,-10.38132478,-9.898755852,-9.258580121,-8.813441694,-8.768417322,-9.062447095,-9.156122031,-8.842424474,-8.756092802,-9.02886205,-9.170695428,-8.874580579,-8.751577367,-9.006062138,-9.192409953
8.3252,-10.39089589,-10.26513634,-9.937960532,-9.31147819,-8.845262227,-8.764961012,-9.044417319,-9.1825405,-8.878541981,-8.759079875,-9.015517726,-9.201817438,-8.91544263,-8.757466595,-8.981648269,-9.201283478
8.3496,-10.25217242,-10.28175326,-10.06764107,-9.459735321,-8.963165489,-8.859777795,-9.124624872,-9.247169408,-8.967238407,-8.84681969,-9.088067749,-9.257038588,-8.997576725,-8.84575354,-9.05723597,-9.255773955
8.374,-10.18914006,-10.23351948,-9.951835743,-9.411823682,-9.018263029,-9.031101211,-9.359345073,-9.378836149,-9.041939991,-9.012263379,-9.331636182,-9.407051528,-9.070319872,-8.996419733,-9.29342376,-9.415638386
8.3984,-10.1035261,-10.0666409,-9.698467367,-9.247048464,-8.984525509,-8.996528303,-9.201172499,-9.196704444,-9.002913595,-8.98821669,-9.185741397,-9.213253733,-9.019321231,-8.976711767,-9.16519385,-9.226998204
8.4229,-10.17773359,-10.31078033,-9.877208196,-9.277803728,-8.973529622,-9.038449296,-9.279450419,-9.213463619,-8.982897186,-9.016572228,-9.256223065,-9.225206276,-8.989812312,-8.993647368,-9.234138491,-9.247285009
8.4473,-10.09083945,-10.08233557,-9.800264412,-9.314393953,-8.952338882,-8.922195138,-9.183815868,-9.255073566,-8.970593273,-8.903380916,-9.150179244,-9.264525822,-8.989258185,-8.891238966,-9.131839141,-9.298684909
8.4717,-10.12408217,-10.08444662,-9.859685897,-9.305060774,-8.856114601,-8.760081043,-9.007262433,-9.135061171,-8.869810537,-8.751085949,-8.977001952,-9.144568226,-8.894199674,-8.750524203,-8.959368427,-9.166095566
8.4961,-10.03337273,-10.02199383,-9.767527612,-9.10428462,-8.638602907,-8.605041006,-8.931027502,-9.013466414,-8.66928913,-8.592015635,-8.897058955,-9.033774021,-8.70006327,-8.584122912,-8.866619814,-9.049287576
8.5205,-9.916795176,-9.855968134,-9.626082731,-9.027884159,-8.541735871,-8.443096477,-8.702928426,-8.846376455,-8.564196004,-8.440670201,-8.678248598,-8.859547744,-8.592308124,-8.43680968,-8.6500331,-8.867123459
8.5449,-9.853204688,-9.849327331,-9.770062386,-9.141854652,-8.550270249,-8.410653097,-8.719981678,-8.936711067,-8.579616443,-8.405762538,-8.684449224,-8.952660704,-8.621163095,-8.404134726,-8.647748201,-8.959321002
8.5693,-10.13929377,-10.3165543,-10.06957328,-9.183934222,-8.620624962,-8.560814448,-8.874616089,-8.993346217,-8.64553714,-8.549388055,-8.839927838,-9.011216372,-8.679467511,-8.542606352,-8.800846599,-9.00907893
8.5938,-10.10922299,-10.04615311,-9.848122099,-9.220225001,-8.749321217,-8.699265623,-9.034458532,-9.104220927,-8.758679612,-8.679887307,-9.003243807,-9.141529542,-8.799068687,-8.676865754,-8.969672317,-9.150205868
8.6182,-9.973970286,-10.01746391,-9.710152281,-9.154917278,-8.827533533,-8.879791505,-9.161191269,-9.11870128,-8.843381224,-8.853315518,-9.126621528,-9.13555942,-8.864288419,-8.840632593,-9.101860842,-9.156998573
8.6426,-9.889467303,-10.03489621,-9.758445652,-9.144859746,-8.814817799,-8.896249664,-9.21167178,-9.14392179,-8.834179342,-8.863076799,-9.168833231,-9.159698059,-8.844145896,-8.833853393,-9.130216937,-9.180286055
8.667,-9.932781067,-10.05068157,-9.827336488,-9.199335039,-8.785603478,-8.784997674,-9.084978834,-9.094353258,-8.80147583,-8.764590618,-9.046141058,-9.110191651,-8.823469996,-8.74583118,-9.006350956,-9.116660289
8.6914,-9.874604022,-9.861099933,-9.611313062,-9.051345266,-8.628214517,-8.576022633,-8.848198651,-8.953996135,-8.654645536,-8.560434096,-8.805536443,-8.952824608,-8.674248465,-8.549040043,-8.772868687,-8.960672495
8.7158,-10.03695787,-10.01176864,-9.596513751,-9.013455869,-8.594276843,-8.497708085,-8.70426914,-8.826781244,-8.605978589,-8.489118139,-8.675770913,-8.827568017,-8.626411151,-8.487182972,-8.6527367,-8.828287443
8.7402,-10.26421543,-10.20567311,-10.01284915,-9.281388022,-8.659589096,-8.500616513,-8.811610024,-9.058224329,-8.690826302,-8.495337134,-8.769364149,-9.067181783,-8.728161326,-8.489940269,-8.716930941,-9.043744527
8.7646,-10.38619739,-10.40913208,-10.05236,-9.163022627,-8.590233231,-8.498029125,-8.806513944,-8.968626353,-8.617250147,-8.486130244,-8.765180767,-8.980048408,-8.653020593,-8.483398158,-8.727690507,-8.967872712
8.7891,-10.3014604,-10.25132249,-9.782433082,-9.089205863,-8.616873489,-8.537493058,-8.787940561,-8.890564262,-8.624076115,-8.521258221,-8.74916723,-8.890307784,-8.645279407,-8.514410202,-8.725307748,-8.898625118
8.8135,-10.10397458,-10.24318852,-9.927130805,-9.214872367,-8.796424429,-8.791302465,-9.085994554,-9.119502158,-8.816654796,-8.773995036,-9.050272438,-9.127178798,-8.826615459,-8.749630857,-9.006112505,-9.116288182
8.8379,-10.05507079,-10.16828435,-9.879135911,-9.290948156,-8.947451678,-8.978017591,-9.249426992,-9.236092572,-8.966267038,-8.962802737,-9.229002592,-9.256873943,-8.982090364,-8.943944948,-9.195616199,-9.257281534
8.8623,-10.12580853,-10.17429062,-9.987328159,-9.385165539,-8.970475912,-8.969357929,-9.314633228,-9.338837384,-8.993973454,-8.949978958,-9.281378605,-9.369675591,-9.027850581,-8.943516106,-9.260368209,-9.413092928
8.8867,-10.29819164,-10.38097849,-9.905508986,-9.17424981,-8.806109677,-8.86801122,-9.145437973,-9.086825804,-8.815407117,-8.844822949,-9.122514153,-9.114815157,-8.838497693,-8.832614376,-9.103251219,-9.141599791
8.9111,-10.36779801,-10.27714516,-9.872771212,-9.186521643,-8.728025058,-8.690638889,-9.018300123,-9.10085882,-8.753690459,-8.674328,-8.984781554,-9.123059974,-8.779222416,-8.65798697,-8.943006013,-9.130038923
8.9355,-9.92257911,-9.878926017,-9.650761746,-9.045531541,-8.552783727,-8.450467487,-8.71891645,-8.867474145,-8.570602073,-8.440562623,-8.685313709,-8.874973547,-8.596743216,-8.432093768,-8.653071773,-8.884754559
8.96,-9.977109459,-10.06516956,-9.692147326,-8.958209293,-8.467361201,-8.395720823,-8.66236483,-8.775042119,-8.484092261,-8.384105268,-8.630895082,-8.785084356,-8.509282934,-8.37760921,-8.604176926,-8.794428076
8.9844,-10.39388054,-10.37974997,-10.09888145,-9.171321984,-8.540192708,-8.447282683,-8.841860319,-9.022473055,-8.575316236,-8.431398473,-8.792459889,-9.042149164,-8.611800522,-8.41912156,-8.738142522,-9.037119006
9.0088,-9.959685761,-9.969086406,-9.690573657,-8.954901762,-8.436568685,-8.345327039,-8.622147973,-8.754928888,-8.453787714,-8.336224565,-8.589642312,-8.767789402,-8.482247362,-8.329510498,-8.557698824,-8.781735403
9.0332,-9.91781175,-9.964211148,-9.738498592,-9.034288789,-8.505469481,-8.412408675,-8.709410195,-8.863652524,-8.536058492,-8.408613836,-8.68143567,-8.884608319,-8.571490233,-8.402343784,-8.643217269,-8.882921717
9.0576,-9.879841212,-9.956554652,-9.734286965,-9.051561677,-8.563209409,-8.519357236,-8.832403184,-8.924392073,-8.591364984,-8.509549851,-8.804178431,-8.946422287,-8.620198342,-8.497409415,-8.766383421,-8.951591171
9.082,-9.887642147,-10.05153776,-9.75596134,-9.052461431,-8.650946541,-8.671911797,-8.967055919,-8.954919865,-8.663152395,-8.651648052,-8.940993485,-8.979216423,-8.683451446,-8.633962565,-8.911779397,-8.999568936
9.1064,-9.774362392,-9.805825174,-9.605514259,-9.101916786,-8.746963039,-8.76239412,-9.05533442,-9.05895338,-8.765852406,-8.743926016,-9.027173712,-9.081587181,-8.789051283,-8.733385933,-9.006476702,-9.103360123
9.1309,-9.857200996,-9.819729627,-9.503722682,-9.055668628,-8.795022874,-8.833429956,-9.037187523,-9.016934099,-8.807907528,-8.81833556,-9.021057044,-9.035499039,-8.826654539,-8.815331221,-9.020147679,-9.069819707
9.1553,-9.943664979,-9.972322671,-9.696616306,-9.083096632,-8.712657596,-8.747037507,-9.072229702,-9.047732562,-8.731455193,-8.725552113,-9.041198477,-9.07398608,-8.754186693,-8.710422902,-9.009097836,-9.098794444
9.1797,-10.07348587,-10.101663,-9.756376362,-9.075112357,-8.604088343,-8.533019071,-8.7906966,-8.891309049,-8.613824865,-8.521261453,-8.76395435,-8.908051824,-8.642178606,-8.514377517,-8.731374666,-8.901385966
9.2041,-9.978563878,-9.941218995,-9.693580483,-8.979183577,-8.418239862,-8.310242486,-8.617154587,-8.799085618,-8.449090762,-8.300172141,-8.576231071,-8.808327561,-8.483090974,-8.293006831,-8.533764402,-8.801204767
9.2285,-9.887479609,-10.0366992,-9.704107958,-8.851035634,-8.33312348,-8.295104084,-8.611975162,-8.68141178,-8.347499751,-8.27760458,-8.574763899,-8.701581759,-8.377045401,-8.267329942,-8.541919095,-8.720949698
9.2529,-9.896543533,-9.88442211,-9.593581117,-8.924625376,-8.423430342,-8.327730135,-8.626697911,-8.781604615,-8.454368306,-8.312362804,-8.580231983,-8.790511152,-8.489984735,-8.310626501,-8.541961705,-8.788463924
9.2773,-10.20775937,-10.25901148,-9.808732627,-9.064207988,-8.598396361,-8.534083079,-8.782504084,-8.864672833,-8.603634827,-8.519286088,-8.749350344,-8.874670868,-8.631450466,-8.51911486,-8.732065864,-8.889662165
9.3018,-10.01590309,-10.12743193,-9.689967105,-9.055305547,-8.691694484,-8.710992556,-8.991458837,-8.993760232,-8.709036044,-8.6940564,-8.965548768,-9.009173798,-8.724646116,-8.676922874,-8.937069619,-9.033396182
9.3262,-9.865072728,-9.913821492,-9.643120264,-9.091110203,-8.73658268,-8.753264561,-9.048695845,-9.048847301,-8.755123993,-8.734396759,-9.018473398,-9.062825737,-8.764445839,-8.705866861,-8.972703802,-9.06381857
9.3506,-10.04290316,-10.19523274,-9.796730876,-9.144105144,-8.764717474,-8.771432748,-9.034559691,-9.038345779,-8.776113056,-8.751337769,-9.006187851,-9.052159384,-8.792506756,-8.736232276,-8.980272293,-9.060711808
9.375,-10.47013208,-10.57208763,-10.19329401,-9.31166017,-8.841430613,-8.871071681,-9.246014522,-9.235753534,-8.861108317,-8.845067262,-9.208428802,-9.269480981,-8.888386557,-8.825997258,-9.166566466,-9.286546152
9.3994,-10.71633642,-10.67041776,-10.0932134,-9.304052624,-8.851781384,-8.854016694,-9.223846205,-9.248438273,-8.87553618,-8.833035218,-9.183702753,-9.273265106,-8.901045547,-8.815264815,-9.142849037,-9.296130389
9.4238,-10.40343066,-10.41897481,-10.04489218,-9.246397703,-8.68772244,-8.570659874,-8.832564835,-8.987945539,-8.687970571,-8.555203762,-8.794938339,-8.995422894,-8.718621038,-8.552617273,-8.764815462,-8.999215621
9.4482,-10.15007666,-10.22004715,-9.819492086,-9.065457321,-8.52892215,-8.405652222,-8.661666305,-8.842419827,-8.55271882,-8.398644224,-8.63126775,-8.855166654,-8.588202253,-8.397841515,-8.606894389,-8.8677832
9.4727,-10.02999434,-10.06972042,-9.784980091,-9.040072106,-8.499037127,-8.407416434,-8.706830818,-8.845200621,-8.518970989,-8.396480301,-8.667837401,-8.853641525,-8.547435314,-8.388261233,-8.628007416,-8.848228704
9.4971,-9.919950032,-10.05849992,-9.706743562,-8.968678157,-8.515885463,-8.48979195,-8.800349743,-8.870204929,-8.539942385,-8.470709746,-8.764527983,-8.893025105,-8.568054192,-8.459152834,-8.728227492,-8.897534205
9.5215,-9.937387948,-10.03653836,-9.724670236,-9.033134494,-8.597210725,-8.567413683,-8.841459476,-8.887496265,-8.609004698,-8.552145995,-8.811029063,-8.904007699,-8.634434419,-8.544210931,-8.782411535,-8.916689505
9.5459,-10.2560107,-10.47746919,-10.12988221,-9.296600714,-8.814031818,-8.799657858,-9.132651196,-9.174355837,-8.833751301,-8.782379254,-9.095420566,-9.190726176,-8.858592131,-8.774322736,-9.081531702,-9.242482263
9.5703,-9.900699464,-9.926239253,-9.57584751,-9.06618458,-8.76212246,-8.804429717,-9.054623111,-9.039199886,-8.776333239,-8.783923568,-9.037345816,-9.069142506,-8.800477427,-8.77188309,-9.012949753,-9.076423362
9.5947,-9.903943983,-10.03343414,-9.671602518,-9.099423249,-8.819966415,-8.886087505,-9.109692282,-9.021474451,-8.819570014,-8.857067965,-9.08610384,-9.035070805,-8.827111798,-8.839582212,-9.07432098,-9.061458861
9.6191,-10.06440257,-10.19257018,-9.782871255,-9.15228226,-8.819687861,-8.881643712,-9.210716578,-9.156227248,-8.821287335,-8.835098276,-9.160653479,-9.180590432,-8.843409063,-8.817060715,-9.130034086,-9.205344071
9.6436,-10.18073997,-10.39267245,-9.877734394,-9.087540647,-8.668603167,-8.659706611,-8.890828179,-8.901959081,-8.664429559,-8.639599316,-8.864692624,-8.917980232,-8.684201059,-8.62983725,-8.840538882,-8.92832981
9.668,-10.16445039,-10.25342916,-9.930128038,-9.07483724,-8.511730282,-8.423902216,-8.771493327,-8.920252742,-8.541254672,-8.410523908,-8.732397492,-8.944285575,-8.578420523,-8.401556392,-8.6883308,-8.954200379
9.6924,-10.41060895,-10.46198588,-9.75679098,-8.876446078,-8.377722338,-8.330665068,-8.614553697,-8.706383459,-8.396717238,-8.316281552,-8.58197582,-8.724656116,-8.425387441,-8.303996369,-8.543388369,-8.730131119
9.7168,-10.27042509,-10.28672416,-9.818714585,-8.945075791,-8.390990294,-8.309774211,-8.633228222,-8.758485211,-8.412059145,-8.296189596,-8.594409398,-8.778583253,-8.450869922,-8.29240774,-8.554185212,-8.770907239
9.7412,-10.07956218,-10.15447782,-9.912153405,-9.052257916,-8.469403572,-8.367320819,-8.696276783,-8.885970003,-8.504087185,-8.348546067,-8.639960271,-8.891345424,-8.542673188,-8.346226251,-8.59858696,-8.892304897
9.7656,-10.07479327,-10.13818883,-9.722849893,-9.039056555,-8.564418961,-8.465963031,-8.67185752,-8.778362176,-8.55435603,-8.450774368,-8.643255653,-8.784916313,-8.579679442,-8.449668494,-8.626215926,-8.801560235
9.79,-10.2157681,-10.30420164,-9.940785086,-9.203742229,-8.763320866,-8.732092548,-9.056040355,-9.123472673,-8.78608162,-8.712902025,-9.018461878,-9.144569299,-8.813382399,-8.700917256,-8.979693937,-9.149625517
9.8145,-9.963653052,-9.982440056,-9.721860918,-9.144643067,-8.791218774,-8.843910807,-9.155999625,-9.106627813,-8.801825662,-8.814950796,-9.11718089,-9.125928396,-8.815723926,-8.788942725,-9.072234728,-9.129584877
9.8389,-10.00637516,-10.03471829,-9.62025303,-9.056375863,-8.740476957,-8.799678392,-9.089306228,-9.028040801,-8.746731509,-8.770045175,-9.060187396,-9.051014635,-8.76764351,-8.752964299,-9.03093889,-9.07225761
9.8633,-10.12298113,-10.2151975,-9.722337288,-9.046877986,-8.652169045,-8.61992753,-8.844690385,-8.896075424,-8.662279499,-8.607283207,-8.819679468,-8.903355996,-8.677947698,-8.595311885,-8.791772865,-8.908282785
9.8877,-9.832157377,-9.947012058,-9.663498276,-8.914142653,-8.433071412,-8.392262495,-8.72041209,-8.805318461,-8.460140205,-8.374700834,-8.680549841,-8.823919297,-8.491596342,-8.36689655,-8.646951464,-8.839549971
9.9121,-9.860812815,-10.03070027,-9.553271279,-8.728138239,-8.254775439,-8.221430424,-8.505613697,-8.564647492,-8.267632498,-8.209303349,-8.48093096,-8.591860537,-8.296069044,-8.199586702,-8.449938874,-8.607551023
9.9365,-9.806610487,-9.922334105,-9.51983882,-8.688144754,-8.156169248,-8.083130103,-8.392863207,-8.522471376,-8.183430007,-8.070605964,-8.355858357,-8.538841476,-8.217043778,-8.063540993,-8.321238792,-8.550950392
9.9609,-9.70883664,-9.768814465,-9.393035814,-8.695489386,-8.203272724,-8.108607504,-8.342416109,-8.46042681,-8.205780072,-8.096437926,-8.312986356,-8.471424844,-8.23410039,-8.094179738,-8.28851388,-8.478677458
9.9854,-9.635004318,-9.713917521,-9.441693584,-8.794914367,-8.333696971,-8.275521522,-8.579445094,-8.689156107,-8.358376346,-8.257847092,-8.542321956,-8.705351987,-8.387760397,-8.249122276,-8.508788879,-8.716553253
10.01,-9.723225467,-9.864159118,-9.485718552,-8.822101131,-8.433255918,-8.447727991,-8.729552071,-8.728817573,-8.447859696,-8.429132276,-8.701473381,-8.750948087,-8.472112342,-8.419013613,-8.678951599,-8.773613435
10.034,-9.821112793,-9.931430496,-9.663137378,-8.961504577,-8.52806916,-8.521486547,-8.840567506,-8.870959173,-8.548673562,-8.504695367,-8.809823077,-8.897203602,-8.577864268,-8.496436615,-8.780845822,-8.920826836
10.059,-9.97646615,-10.07164543,-9.674255209,-8.981635849,-8.588623382,-8.620023951,-8.937098135,-8.921891966,-8.605732836,-8.600357145,-8.907892055,-8.939247421,-8.614613275,-8.565488372,-8.851783107,-8.939930999
10.083,-10.08122793,-10.1025462,-9.644235994,-8.97305794,-8.590462445,-8.61731437,-8.915238851,-8.903227377,-8.606369875,-8.595922876,-8.880369613,-8.908756425,-8.608385533,-8.564073696,-8.835591004,-8.91129403
10.107,-9.915560776,-10.03042475,-9.686786759,-8.974137132,-8.519458322,-8.480403629,-8.783373083,-8.866306684,-8.544316133,-8.45963119,-8.738754766,-8.875026616,-8.571753074,-8.448701606,-8.706740517,-8.887495963
10.132,-9.775893301,-9.875963545,-9.608488718,-8.905234998,-8.421997971,-8.361051749,-8.629046913,-8.720370057,-8.428235217,-8.33990961,-8.59209714,-8.736550775,-8.458553188,-8.335881401,-8.565153,-8.748826092
10.156,-9.845685336,-9.827230841,-9.53535698,-8.836185957,-8.33215124,-8.256411828,-8.594807897,-8.734874085,-8.361028544,-8.238644034,-8.548107759,-8.749833503,-8.396870197,-8.235203667,-8.51101318,-8.760984715
10.181,-9.974620801,-10.0827789,-9.508849063,-8.658047323,-8.17954456,-8.142336879,-8.410030528,-8.46824519,-8.189603398,-8.128286953,-8.383988561,-8.491413082,-8.220443602,-8.124219927,-8.362069956,-8.511247503
10.205,-10.14952174,-10.10517264,-9.625501586,-8.819185157,-8.263273847,-8.152078733,-8.442312589,-8.617354152,-8.288561839,-8.143951254,-8.410680593,-8.637274909,-8.327623909,-8.140730287,-8.374253187,-8.642945025
10.229,-9.70287008,-9.705419638,-9.542150075,-8.937839883,-8.393203964,-8.2489677,-8.510478393,-8.710653468,-8.411365679,-8.242477586,-8.474955323,-8.715978698,-8.442523746,-8.237452216,-8.437981874,-8.714825579
10.254,-9.647791543,-9.675861318,-9.309636993,-8.739411208,-8.39656495,-8.413917997,-8.688927483,-8.692962011,-8.415044736,-8.393967433,-8.65886014,-8.706851082,-8.42854804,-8.373570091,-8.624221692,-8.71554183
10.278,-9.884258678,-9.858567247,-9.497350962,-8.847148706,-8.475532047,-8.516390828,-8.825038818,-8.791207863,-8.493187499,-8.496913245,-8.798953797,-8.81347038,-8.512038531,-8.479660007,-8.772546257,-8.835319262
10.303,-10.14897334,-10.10448161,-9.552804098,-8.927056752,-8.576654311,-8.573928256,-8.82774105,-8.843373763,-8.590392146,-8.556556106,-8.799194147,-8.860176116,-8.609761959,-8.548021773,-8.775696112,-8.87048459
10.327,-10.31358492,-10.20412735,-9.683418432,-9.012043738,-8.589413659,-8.569773181,-8.876857506,-8.931177494,-8.609755335,-8.55272079,-8.845208358,-8.956040226,-8.643356689,-8.548956608,-8.818426677,-8.961485803
10.352,-9.960021975,-10.05177017,-9.585814168,-8.811484406,-8.345384371,-8.313089697,-8.61651683,-8.689857132,-8.366512368,-8.294552144,-8.583839186,-8.714282292,-8.401685332,-8.287589462,-8.55219153,-8.720362078
10.376,-9.824036002,-9.851900875,-9.418791012,-8.667095561,-8.189633419,-8.136315278,-8.4077063,-8.478040235,-8.191505952,-8.114684717,-8.37390146,-8.497852642,-8.218819226,-8.105127168,-8.342801289,-8.508876138
10.4,-9.689201394,-9.768209083,-9.435715036,-8.671506082,-8.159210312,-8.102328769,-8.448387523,-8.56807973,-8.18664189,-8.079466432,-8.396032624,-8.578139105,-8.215659503,-8.067789103,-8.353470938,-8.588794497
10.425,-9.570390494,-9.762395131,-9.450206624,-8.616750403,-8.089141135,-8.013506668,-8.294146199,-8.407384015,-8.106285446,-8.002227607,-8.258201197,-8.414397826,-8.132098467,-7.996299334,-8.229341142,-8.42692423
10.449,-9.731021082,-9.766114294,-9.496496649,-8.72967234,-8.153232243,-8.019676609,-8.288123365,-8.474597397,-8.168973606,-8.012151215,-8.252126647,-8.483715868,-8.204316519,-8.012934785,-8.221663517,-8.48786926
10.474,-9.969550472,-10.08720918,-9.737302198,-8.883092312,-8.315339901,-8.227886538,-8.558493974,-8.708714011,-8.341515935,-8.217733791,-8.524621008,-8.732916214,-8.38048099,-8.212234351,-8.484023122,-8.734786335
10.498,-9.924137687,-9.917739018,-9.421397829,-8.744424816,-8.355382862,-8.362290662,-8.651480818,-8.670684976,-8.37860162,-8.347513356,-8.6258181,-8.69240884,-8.401481092,-8.335214646,-8.603035523,-8.720744827
10.522,-9.699963897,-9.731948155,-9.404089362,-8.769105426,-8.387428324,-8.422781071,-8.748377933,-8.72354977,-8.404342839,-8.40093576,-8.720922144,-8.755504443,-8.428883677,-8.383403773,-8.688612688,-8.784901831
10.547,-9.695087474,-9.676847821,-9.256841207,-8.675783588,-8.353311591,-8.394819694,-8.673916431,-8.640415076,-8.368000088,-8.375781336,-8.650923174,-8.666619686,-8.390721148,-8.36590345,-8.633108275,-8.689703059
10.571,-9.762959761,-9.837928406,-9.535371096,-8.807151848,-8.323048404,-8.271522313,-8.562629123,-8.645479421,-8.336701636,-8.256496019,-8.530265415,-8.664570687,-8.367797111,-8.253288695,-8.50452222,-8.678715026
