,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
3.54,-7.579666594,-7.690977728,-7.705219122,-7.580916104,-7.524061031,-7.581827164,-7.59087144,-7.510867024,-7.493220145,-7.572164918,-7.604015953,-7.557227482,-7.551189243,-7.61858569,-7.636389932,-7.580085575,-7.558477192,-7.614436408,-7.643634913,-7.586805866,-7.528958532,-7.543848418,-7.581302082,-7.565215719,-7.517457718,-7.501357019,-7.514724248,-7.505789065,-7.474288684,-7.454713918,-7.464717696,-7.464642781,-7.465925563,-7.473548969,-7.501926672,-7.513688443,-7.477201634,-7.38884786,-7.350965119,-7.388498181,-7.43264288,-7.388763388,-7.350987294,-7.379634795,-7.416646179,-7.369364462,-7.328650416,-7.362411712,-7.414610632,-7.376449878,-7.32442401,-7.343284318,-7.393101397,-7.362675229,-7.313531117,-7.334706361
3.5645,-7.644428173,-7.687582579,-7.799205672,-7.707896415,-7.473074059,-7.41859269,-7.532003274,-7.588174707,-7.461132895,-7.415945781,-7.544129793,-7.664768117,-7.578055863,-7.507680029,-7.575584404,-7.6356238,-7.534221867,-7.462941085,-7.533041397,-7.60034035,-7.513758076,-7.442249719,-7.509293194,-7.58574885,-7.511909562,-7.411276364,-7.415516698,-7.472270718,-7.470282413,-7.411707902,-7.384734851,-7.402862006,-7.396092994,-7.363260124,-7.370930155,-7.411467174,-7.385230192,-7.297294436,-7.275322917,-7.341701758,-7.373386746,-7.312011201,-7.285441949,-7.339673989,-7.362988699,-7.29841092,-7.27314035,-7.333816545,-7.366566236,-7.30151516,-7.270180122,-7.327645197,-7.366512205,-7.303315349,-7.26392659,-7.313745508
3.5889,-7.791046311,-8.012295782,-8.166017986,-7.854376034,-7.549061365,-7.50947596,-7.658794028,-7.689331905,-7.552228502,-7.514166529,-7.670864278,-7.755440666,-7.63582515,-7.561619354,-7.666373252,-7.726863942,-7.609706217,-7.531910397,-7.627569291,-7.708348478,-7.611401816,-7.526418947,-7.612924093,-7.707804294,-7.602217954,-7.447960924,-7.461552486,-7.553954509,-7.517218558,-7.402323087,-7.401299559,-7.479610472,-7.475900482,-7.394735858,-7.404472277,-7.494498929,-7.487002618,-7.379973367,-7.366896419,-7.474628178,-7.516802947,-7.434096172,-7.407694729,-7.499029998,-7.528164658,-7.436389737,-7.398817976,-7.488897223,-7.530790455,-7.445639183,-7.392895367,-7.475777454,-7.538718135,-7.475335555,-7.413175857,-7.481402501
3.6133,-7.907005824,-7.993013284,-7.966273336,-7.715216465,-7.409457602,-7.246323977,-7.298172456,-7.434768086,-7.390418466,-7.255642514,-7.286203722,-7.443268722,-7.434435051,-7.280354162,-7.267192515,-7.419162339,-7.446093799,-7.294449955,-7.257720328,-7.402019893,-7.453754992,-7.310134132,-7.251616442,-7.386116691,-7.456514982,-7.291412108,-7.163312251,-7.26135509,-7.402714083,-7.299021801,-7.138321574,-7.207074961,-7.378818525,-7.321405484,-7.147121211,-7.190260551,-7.370149612,-7.336314507,-7.150574667,-7.171500254,-7.373881396,-7.392495589,-7.196303345,-7.166812017,-7.343226253,-7.390135912,-7.206129168,-7.158687472,-7.328770177,-7.399679965,-7.224227623,-7.157425467,-7.328627234,-7.434374934,-7.264004357,-7.162922659
3.6377,-7.823805466,-7.876317818,-7.896264224,-7.529282274,-7.043093541,-6.855239066,-7.007881015,-7.209501994,-7.039449197,-6.861001598,-6.999716752,-7.246337002,-7.117241282,-6.90713501,-7.008422541,-7.255015899,-7.144861591,-6.911885681,-6.985176267,-7.241543718,-7.169775804,-6.917899459,-6.954923149,-7.212510637,-7.178161345,-6.897168861,-6.872178282,-7.100234578,-7.135181815,-6.891610848,-6.841963062,-7.044003198,-7.109771857,-6.888236257,-6.823687883,-7.019597294,-7.120323714,-6.904234246,-6.80984419,-6.99723649,-7.147965191,-6.949185361,-6.820459258,-6.980293697,-7.142581631,-6.956309772,-6.806138114,-6.949505379,-7.138880184,-6.983083484,-6.811415394,-6.927746581,-7.134697098,-7.018299218,-6.827667126,-6.910085593
3.6621,-7.880875886,-7.920630262,-7.77935207,-7.279212189,-6.802256339,-6.647294149,-6.843284712,-7.035527432,-6.817379487,-6.645877217,-6.820274037,-7.061910318,-6.885973706,-6.682583746,-6.817345846,-7.066874326,-6.916358567,-6.681436186,-6.770979373,-7.017986093,-6.901719082,-6.654261953,-6.716985413,-6.983824323,-6.926781921,-6.655511071,-6.65612573,-6.896593353,-6.909728759,-6.664148029,-6.634128557,-6.863002737,-6.914515028,-6.672045568,-6.612949815,-6.838126779,-6.931868927,-6.690253892,-6.595653072,-6.802667524,-6.938440665,-6.718704506,-6.596410225,-6.775433547,-6.92169545,-6.714892282,-6.575057835,-6.743660585,-6.928881422,-6.746556354,-6.58398084,-6.734434798,-6.9529321,-6.793066345,-6.598536954,-6.714501737
3.6865,-7.832509559,-8.035382723,-7.818048554,-7.179000275,-6.717707407,-6.638314247,-6.843412536,-6.941102715,-6.714775548,-6.629740127,-6.818527154,-6.95427918,-6.74870316,-6.636203746,-6.796344573,-6.951466937,-6.770289725,-6.632040565,-6.749940949,-6.890504891,-6.736694002,-6.600682527,-6.712997944,-6.878791903,-6.749068996,-6.58352599,-6.647116548,-6.805843292,-6.729408286,-6.573868295,-6.621983526,-6.791426167,-6.75089603,-6.586019349,-6.609984665,-6.780200838,-6.764121416,-6.581611639,-6.572294055,-6.742586153,-6.770971083,-6.59387803,-6.563936039,-6.728654417,-6.772009816,-6.580886449,-6.526276208,-6.692090838,-6.780112144,-6.605727225,-6.534075641,-6.693169704,-6.808800749,-6.638207156,-6.536302537,-6.675801982
3.7109,-7.730941013,-8.011085778,-7.892121652,-7.268241778,-6.868761073,-6.828957425,-7.041242,-7.08877911,-6.880108446,-6.824521552,-7.033242995,-7.132251746,-6.928564026,-6.829214085,-7.005452237,-7.133369799,-6.9471243,-6.808547778,-6.933051332,-7.073162555,-6.941734987,-6.80842412,-6.915089767,-7.071028011,-6.960029485,-6.786502345,-6.8292601,-6.972240936,-6.922798391,-6.779702876,-6.804825153,-6.938051143,-6.906216051,-6.769949745,-6.793888533,-6.955168836,-6.940075031,-6.76127982,-6.736959286,-6.896031655,-6.934218709,-6.777693778,-6.733876004,-6.878485341,-6.919440446,-6.757061559,-6.691808593,-6.835845913,-6.918379522,-6.772309311,-6.687738296,-6.823379772,-6.928289075,-6.789527117,-6.683320071,-6.801133792
3.7354,-7.633544831,-7.720858044,-7.587137385,-7.344433875,-7.134999019,-7.030058703,-7.0772707,-7.16919566,-7.134898183,-7.046784617,-7.099620462,-7.22034603,-7.208312691,-7.103132856,-7.131038651,-7.250145512,-7.241824531,-7.116087228,-7.102123557,-7.199066565,-7.21157051,-7.10643959,-7.087968439,-7.185378877,-7.206421465,-7.082750219,-7.018410921,-7.096387112,-7.157989531,-7.065341381,-6.987319786,-7.054180558,-7.137621403,-7.075061356,-6.998368668,-7.059165036,-7.126737422,-7.028711719,-6.907375051,-6.963951292,-7.090841861,-7.050445175,-6.919738999,-6.946960511,-7.058132936,-7.027018162,-6.904299293,-6.937188165,-7.065274148,-7.053154558,-6.927472867,-6.940416145,-7.062756428,-7.059036191,-6.931598435,-6.931872194
3.7598,-7.498862612,-7.578974707,-7.736745966,-7.577960268,-7.232665225,-7.141179938,-7.322601886,-7.452261618,-7.246589579,-7.138590314,-7.303236759,-7.472974916,-7.29487324,-7.158214506,-7.299155687,-7.496247724,-7.342148245,-7.167410369,-7.27819631,-7.485640884,-7.351713806,-7.152668382,-7.242444636,-7.474465441,-7.380378656,-7.150981585,-7.188105765,-7.410635556,-7.381404596,-7.155955056,-7.144698849,-7.335418314,-7.361220882,-7.159182952,-7.134750915,-7.338466663,-7.374229828,-7.080310447,-6.972634451,-7.163561117,-7.331954813,-7.118958762,-6.989381063,-7.143455251,-7.316702859,-7.12386008,-6.975601193,-7.112331576,-7.329423228,-7.201306297,-7.054130044,-7.174993537,-7.368297018,-7.21446052,-7.035621198,-7.140524526
3.7842,-7.500807811,-7.728249716,-7.772379309,-7.424559427,-7.211288814,-7.307462076,-7.485726876,-7.376634295,-7.210647743,-7.290502243,-7.481289991,-7.406017689,-7.223223365,-7.262960278,-7.447779705,-7.415310682,-7.23591076,-7.249319706,-7.432044904,-7.4279579,-7.238287932,-7.218582035,-7.396407573,-7.438092852,-7.256025862,-7.195178997,-7.341098271,-7.403896204,-7.253570981,-7.177360709,-7.274632475,-7.309932989,-7.166105945,-7.107166385,-7.234915501,-7.297441834,-7.114516047,-6.966240286,-7.018547473,-7.133454205,-7.083525687,-6.97960295,-7.025267164,-7.143378903,-7.0982064,-6.980809222,-7.014687992,-7.145359102,-7.130026473,-7.019404393,-7.04642938,-7.175959298,-7.157961538,-7.019522787,-7.020557336,-7.153658733
3.8086,-7.529464605,-7.831977797,-7.713992114,-7.320996557,-7.230898743,-7.421799431,-7.518496996,-7.309098174,-7.227604418,-7.409966197,-7.56209075,-7.387821713,-7.279073151,-7.421579012,-7.559974241,-7.392815157,-7.268627947,-7.398588935,-7.549774983,-7.390272865,-7.235675089,-7.340283242,-7.516648236,-7.401617263,-7.230966423,-7.302990107,-7.471827379,-7.393041799,-7.219303354,-7.261390367,-7.405703969,-7.325314208,-7.158318027,-7.212593337,-7.391527596,-7.34931859,-7.114432187,-7.045900363,-7.163973395,-7.227057867,-7.094678113,-7.039082511,-7.152515813,-7.234512441,-7.101000611,-7.022436651,-7.128865712,-7.251899473,-7.139273354,-7.027193619,-7.111091734,-7.251260759,-7.155411694,-7.022994544,-7.091494809,-7.2456844
3.833,-7.42008572,-7.510908162,-7.555902673,-7.369563066,-7.199157291,-7.249842259,-7.395080829,-7.352221534,-7.209176392,-7.241187341,-7.390927503,-7.393271875,-7.276426554,-7.303080908,-7.428506257,-7.414950708,-7.288959063,-7.296911696,-7.412665321,-7.409279683,-7.284091121,-7.272601814,-7.383981537,-7.410615294,-7.298768814,-7.264886849,-7.363495582,-7.409482065,-7.317326573,-7.260008987,-7.306757185,-7.35595672,-7.318008645,-7.285538307,-7.316645939,-7.32693298,-7.235307724,-7.151217912,-7.173546602,-7.251629028,-7.237219398,-7.162015904,-7.172737689,-7.246731235,-7.228232758,-7.132583097,-7.125245734,-7.214046419,-7.247800695,-7.184527834,-7.174359022,-7.250900507,-7.273736524,-7.194182517,-7.168976474,-7.244838114
3.8574,-7.556286243,-7.626144781,-7.720168369,-7.595313442,-7.39470971,-7.409294828,-7.577012386,-7.578759006,-7.407329133,-7.404493351,-7.583234835,-7.644006852,-7.487495579,-7.455066536,-7.62706588,-7.718646754,-7.561079827,-7.490228489,-7.629268587,-7.720968706,-7.575140473,-7.480004456,-7.591566602,-7.694880799,-7.585404372,-7.485867221,-7.577062939,-7.680519205,-7.579266312,-7.458870532,-7.515678239,-7.608278258,-7.562592314,-7.474335671,-7.535348995,-7.636549734,-7.541604341,-7.35627725,-7.374048683,-7.537565278,-7.552672503,-7.389955767,-7.383615185,-7.527099293,-7.539650805,-7.367668876,-7.340972052,-7.491192315,-7.566637498,-7.450275845,-7.446457602,-7.61213285,-7.669901707,-7.50174819,-7.447737003,-7.596168151
3.8818,-7.773756259,-7.991912994,-7.875609267,-7.598550513,-7.614352375,-7.811428804,-7.804163955,-7.593835991,-7.604871688,-7.812199734,-7.876245314,-7.696342002,-7.675477386,-7.823286561,-7.861855114,-7.714934495,-7.706951797,-7.851037201,-7.891441868,-7.728424809,-7.669809409,-7.766630812,-7.814001212,-7.703041074,-7.657056556,-7.75056746,-7.805429743,-7.714452863,-7.670587033,-7.754310848,-7.80451746,-7.730423392,-7.666380445,-7.725997319,-7.774105385,-7.682585285,-7.543670633,-7.51876791,-7.566323053,-7.589114869,-7.543150635,-7.549732258,-7.605779758,-7.626209957,-7.562480394,-7.552725188,-7.606315312,-7.646864619,-7.592451957,-7.581689924,-7.648349987,-7.71432044,-7.650621945,-7.59997661,-7.644467246,-7.714861238
3.9062,-7.702987508,-7.783914539,-7.762558092,-7.667462145,-7.651965582,-7.759972163,-7.765740062,-7.661645974,-7.635732367,-7.753672319,-7.774349733,-7.694333883,-7.698795112,-7.845005059,-7.84495388,-7.703606455,-7.662316525,-7.792448553,-7.812124361,-7.665893902,-7.583303111,-7.682501841,-7.743237357,-7.646131431,-7.570545485,-7.657249157,-7.732110905,-7.655092184,-7.580114376,-7.644495988,-7.710412005,-7.650392088,-7.600435009,-7.654350836,-7.715148833,-7.677550242,-7.55391492,-7.465281147,-7.483803417,-7.549421408,-7.557596711,-7.50493399,-7.511144345,-7.560015489,-7.569276649,-7.516451316,-7.513837861,-7.556800769,-7.574414586,-7.519171934,-7.518029283,-7.5771776,-7.605328733,-7.534523724,-7.518206157,-7.57342185
3.9307,-7.885547446,-8.037749062,-8.025646819,-7.838242378,-7.82538223,-7.995013525,-8.031994194,-7.845269529,-7.821657641,-7.990203845,-8.078941018,-7.934199961,-7.92011503,-8.081086389,-8.132767741,-7.940443942,-7.893947493,-8.045628972,-8.093981744,-7.880306962,-7.826456932,-7.996801918,-8.086792503,-7.883927199,-7.809610881,-7.971396722,-8.074749867,-7.876301332,-7.779641329,-7.902889619,-7.962077406,-7.76312533,-7.664626147,-7.820473497,-7.951870487,-7.755564842,-7.552701163,-7.557960913,-7.623973938,-7.58350942,-7.516905288,-7.565030882,-7.631106985,-7.586292797,-7.505894438,-7.546142407,-7.619548724,-7.592021627,-7.518265592,-7.573111201,-7.671606984,-7.649028478,-7.552262303,-7.58032681,-7.666463299,-7.649907683
3.9551,-7.718378071,-7.824359396,-7.696419652,-7.511950966,-7.48766843,-7.561255388,-7.547200743,-7.458894654,-7.459846227,-7.557688536,-7.582767711,-7.532223176,-7.525288092,-7.58448463,-7.572715718,-7.508543044,-7.502202544,-7.560313427,-7.548357303,-7.487182509,-7.483932343,-7.551744763,-7.552851342,-7.489814016,-7.473398263,-7.525707646,-7.533646818,-7.483013944,-7.478441658,-7.521772933,-7.491012105,-7.39519621,-7.387729459,-7.466126907,-7.482106406,-7.408788619,-7.350881547,-7.29241349,-7.244698962,-7.243349237,-7.294664039,-7.292447333,-7.250336431,-7.238763632,-7.272276226,-7.268172417,-7.241928933,-7.252247888,-7.30114069,-7.296869436,-7.256557457,-7.256301876,-7.299324541,-7.29402864,-7.252146165,-7.252876599
3.9795,-7.269725716,-7.355970237,-7.372716071,-7.169728592,-6.958130623,-6.93899443,-7.054071897,-7.071064537,-6.954868569,-6.932157322,-7.049901323,-7.108956314,-7.017708589,-6.969617935,-7.045095863,-7.0872714,-6.995602661,-6.94252669,-7.023528752,-7.086323869,-7.005294009,-6.940893749,-7.013133754,-7.087745668,-7.015068941,-6.933500957,-6.98437971,-7.077289228,-7.034115445,-6.93339996,-6.935063791,-7.01735937,-7.019593116,-6.949628762,-6.940742331,-6.993641265,-6.953705993,-6.829582087,-6.784472001,-6.869135557,-6.919116863,-6.840193104,-6.789905937,-6.865401773,-6.920253236,-6.841214274,-6.782288557,-6.857821897,-6.932573546,-6.859933586,-6.785449181,-6.846121996,-6.922543202,-6.851005747,-6.765960156,-6.817253302
4.0039,-7.443238509,-7.517995272,-7.480893908,-7.231726537,-6.943109596,-6.818664872,-6.919875123,-7.040366393,-6.940084046,-6.819452869,-6.912068374,-7.079076184,-7.031806844,-6.893186513,-6.940761751,-7.087974621,-7.052080604,-6.899024129,-6.91969664,-7.069810234,-7.057131168,-6.900321079,-6.903067152,-7.055283883,-7.062059896,-6.893252566,-6.863287461,-7.003043881,-7.052296801,-6.901176333,-6.815699168,-6.893221184,-6.961095976,-6.879515156,-6.82165587,-6.901992397,-6.943800499,-6.810926824,-6.721258262,-6.812949747,-6.915129566,-6.827227916,-6.730009597,-6.803971397,-6.910433873,-6.836985597,-6.727624899,-6.790231983,-6.919678023,-6.877862385,-6.755049517,-6.783597094,-6.896220901,-6.861455582,-6.739823325,-6.763222728
4.0283,-7.424563552,-7.618932766,-7.747570089,-7.264489121,-6.762490297,-6.632442577,-6.832078125,-6.990969943,-6.769749448,-6.637836095,-6.832292763,-7.062379944,-6.85880943,-6.669656419,-6.805798562,-7.045982696,-6.883689774,-6.670219567,-6.758863672,-6.986084531,-6.864070603,-6.648613011,-6.71601279,-6.963377059,-6.890307812,-6.647426741,-6.656579002,-6.885351225,-6.867299489,-6.627597269,-6.597411271,-6.791028261,-6.809086911,-6.605163606,-6.570998111,-6.760002983,-6.80256287,-6.590921057,-6.526586985,-6.713427217,-6.812953666,-6.617274656,-6.524037897,-6.690212851,-6.810212387,-6.627271198,-6.521033836,-6.689250383,-6.855222733,-6.685946478,-6.547852833,-6.683819075,-6.853618277,-6.700767705,-6.546276274,-6.661751896
4.0527,-7.376278835,-7.421625512,-7.477613757,-7.089138134,-6.559611253,-6.34936908,-6.517697472,-6.744544077,-6.556169391,-6.350057195,-6.495551602,-6.769926469,-6.627952867,-6.37975225,-6.47504543,-6.744387197,-6.634691698,-6.365684608,-6.425424848,-6.706656322,-6.6542681,-6.371247954,-6.390319312,-6.66854165,-6.658803872,-6.358903938,-6.325479626,-6.582300798,-6.654183262,-6.381778705,-6.298959495,-6.525521365,-6.649506915,-6.403331243,-6.289611239,-6.498335536,-6.656432088,-6.419717217,-6.273923549,-6.4625252,-6.664044827,-6.458242266,-6.281900838,-6.43221571,-6.640518275,-6.464988982,-6.274178713,-6.404827513,-6.643448662,-6.503572514,-6.282729504,-6.374702585,-6.627307553,-6.532393065,-6.294807409,-6.353280234
4.0771,-7.313994774,-7.380195628,-7.316614794,-6.916414545,-6.432112573,-6.228117603,-6.362199097,-6.583732604,-6.42893946,-6.231346554,-6.338213333,-6.591431132,-6.492565355,-6.276354885,-6.338876115,-6.584549032,-6.517142477,-6.283031102,-6.311149946,-6.557755574,-6.535949261,-6.294283856,-6.289691562,-6.531722309,-6.557304564,-6.293942395,-6.230191951,-6.442401565,-6.520604574,-6.287484891,-6.204253253,-6.39848208,-6.515922133,-6.303262223,-6.195820921,-6.369241527,-6.514512284,-6.317323533,-6.185624887,-6.343258148,-6.522596578,-6.347521701,-6.190880918,-6.321808573,-6.514902062,-6.361757257,-6.186957982,-6.29673339,-6.512480741,-6.39123358,-6.196568183,-6.275021644,-6.497860252,-6.411961105,-6.204495587,-6.254014682
4.1016,-7.53690256,-7.682334544,-7.702397339,-7.128842828,-6.539099213,-6.328762527,-6.514583744,-6.746544738,-6.539142643,-6.332553761,-6.496711884,-6.78496679,-6.626506758,-6.378067081,-6.495676969,-6.793031217,-6.672528895,-6.391846035,-6.460999242,-6.762951889,-6.702654039,-6.405169321,-6.430600587,-6.731861315,-6.718728304,-6.400924968,-6.363642787,-6.628917423,-6.703554432,-6.426386198,-6.350575236,-6.592384533,-6.707588246,-6.446150138,-6.339748188,-6.567502594,-6.723936787,-6.474586039,-6.333346217,-6.537850726,-6.729183052,-6.503187316,-6.331547169,-6.509409007,-6.720967717,-6.520975,-6.327255852,-6.486989765,-6.732834003,-6.564099224,-6.335862729,-6.455167964,-6.713712186,-6.589751873,-6.344951545,-6.432925645
4.126,-7.839847271,-8.097676594,-8.068797761,-7.322510942,-6.721318433,-6.542818984,-6.747812917,-6.964896058,-6.730075708,-6.541324528,-6.72934579,-7.019214789,-6.820601302,-6.571774901,-6.700235284,-7.002799411,-6.84286699,-6.551528428,-6.621182832,-6.918132858,-6.826606143,-6.54037283,-6.581111856,-6.889928475,-6.862281191,-6.545513078,-6.50952691,-6.776020229,-6.815431218,-6.537732953,-6.484855031,-6.745385659,-6.836529165,-6.562300272,-6.475743789,-6.725663928,-6.865130865,-6.591189854,-6.461871199,-6.68572001,-6.872834474,-6.622577843,-6.460254276,-6.649446276,-6.853432115,-6.621954077,-6.437857947,-6.610245509,-6.865218216,-6.668187981,-6.449673943,-6.58377517,-6.856293335,-6.696722289,-6.455643022,-6.554967809
4.1504,-7.493533266,-7.661709788,-7.625809837,-7.223532808,-6.799063948,-6.651058682,-6.765425137,-6.902430186,-6.77137548,-6.64664457,-6.744863619,-6.917745124,-6.836929656,-6.703221696,-6.770916559,-6.930269477,-6.847952399,-6.684417787,-6.702889758,-6.834932688,-6.795254341,-6.662181077,-6.684266228,-6.829357349,-6.804157489,-6.634669288,-6.602575696,-6.727061566,-6.775947407,-6.647474017,-6.582726394,-6.680490972,-6.74848882,-6.641498968,-6.576980775,-6.67687945,-6.759351143,-6.646131168,-6.560353469,-6.650851938,-6.760966947,-6.67298888,-6.574779488,-6.637813452,-6.726286378,-6.631969834,-6.530053834,-6.599456751,-6.725404517,-6.663775369,-6.548120855,-6.590018043,-6.719010819,-6.682330736,-6.558754674,-6.576203158
4.1748,-7.031736014,-7.070472855,-7.071825897,-6.900476719,-6.700356679,-6.631680559,-6.728989473,-6.790021233,-6.695952498,-6.626403832,-6.724649993,-6.828818225,-6.761492159,-6.662580625,-6.715481071,-6.817052487,-6.776626677,-6.665460568,-6.689573747,-6.791322618,-6.772250561,-6.662721602,-6.675993819,-6.783693429,-6.775284819,-6.638938225,-6.597233555,-6.687813756,-6.713782944,-6.601794809,-6.550833177,-6.622877019,-6.666367878,-6.594449694,-6.55901789,-6.639217889,-6.685281999,-6.595161536,-6.531801211,-6.606850016,-6.682885433,-6.621855043,-6.553182477,-6.611398233,-6.671469012,-6.596836528,-6.51496875,-6.575865726,-6.661993187,-6.611294048,-6.529003741,-6.586739908,-6.682513345,-6.638230011,-6.54041163,-6.578283231
4.1992,-7.382573002,-7.457378712,-7.529216039,-7.377364717,-7.173762596,-7.17199559,-7.297117366,-7.299018573,-7.171956814,-7.172853404,-7.321684061,-7.37674707,-7.233083694,-7.169495587,-7.275742417,-7.341659619,-7.216896613,-7.15481339,-7.263775317,-7.347578721,-7.232240823,-7.152609691,-7.246530855,-7.344330011,-7.237137649,-7.09629091,-7.119847271,-7.22511677,-7.230867568,-7.121031726,-7.053366571,-7.1133276,-7.182156126,-7.132990535,-7.065199417,-7.112976292,-7.179918536,-7.103256431,-6.99386653,-7.034079611,-7.155512922,-7.130964363,-7.017400878,-7.030104419,-7.141944871,-7.129723248,-7.01610457,-7.012368123,-7.124707664,-7.133593225,-7.033362121,-7.030657182,-7.154912923,-7.170087626,-7.049436217,-7.018503152
4.2236,-7.479654858,-7.872046821,-8.063222535,-7.591347572,-7.434469338,-7.776382494,-7.992493007,-7.570406037,-7.404397551,-7.727841805,-8.020306131,-7.65509724,-7.457881913,-7.731463898,-8.020126943,-7.70132084,-7.48330189,-7.702943657,-8.001719419,-7.725173501,-7.476493087,-7.649679555,-7.96665302,-7.740982552,-7.463675446,-7.553297835,-7.753179331,-7.573196725,-7.342198259,-7.40902486,-7.588882764,-7.431395276,-7.227945446,-7.317931976,-7.553648701,-7.459250552,-7.222448532,-7.210260694,-7.36850608,-7.351743239,-7.202194424,-7.211648918,-7.371214886,-7.368293688,-7.202733887,-7.192667073,-7.357658843,-7.392479752,-7.219114051,-7.184885352,-7.350766189,-7.422999473,-7.249525557,-7.184731161,-7.33549266,-7.437410588
4.248,-7.17346727,-7.271790271,-7.373273301,-7.263465202,-7.15010267,-7.235919086,-7.338334492,-7.255207976,-7.146299694,-7.22476193,-7.344678033,-7.30325179,-7.210679919,-7.29241897,-7.408330334,-7.345453135,-7.21897541,-7.27287804,-7.374738991,-7.314987158,-7.177910544,-7.211953205,-7.321710307,-7.298047105,-7.164788529,-7.151363169,-7.202622948,-7.174780017,-7.119738122,-7.15822045,-7.175357883,-7.096101904,-7.03533914,-7.096076743,-7.159382063,-7.091032932,-6.988247398,-6.976162595,-7.012056977,-6.997546114,-6.957829615,-6.972033729,-7.024937721,-7.005192713,-6.939725149,-6.930267186,-6.989727349,-6.992640415,-6.943751787,-6.940347613,-7.014592239,-7.01643691,-6.945961145,-6.924524545,-7.004074189,-7.016684619
4.2725,-7.065215443,-7.093203562,-7.099136657,-7.037370075,-6.99427396,-6.992465632,-7.027419108,-7.008669851,-6.98865327,-6.993295746,-7.049513807,-7.060255658,-7.046141202,-7.027878295,-7.059291193,-7.059135913,-7.035354733,-7.001437073,-7.028386479,-7.049022358,-7.038806853,-6.988164001,-6.992800483,-7.024313756,-7.034487828,-6.967858012,-6.925743888,-6.949548331,-6.978905483,-6.93499952,-6.89678224,-6.932285204,-6.984744491,-6.951083155,-6.892950576,-6.92607791,-6.954461723,-6.870145209,-6.788777182,-6.854589034,-6.946275228,-6.899108284,-6.810144342,-6.859135298,-6.926858501,-6.862595568,-6.768685731,-6.829820548,-6.931044652,-6.902780688,-6.813927217,-6.870981999,-6.968770073,-6.931530176,-6.822477423,-6.864870028
4.2969,-7.241813377,-7.37313052,-7.42597913,-7.275375909,-7.146918996,-7.20667682,-7.302524461,-7.253904859,-7.15271919,-7.203624037,-7.305157115,-7.282929363,-7.181440667,-7.206046652,-7.288553477,-7.279360275,-7.186348445,-7.191076743,-7.262760793,-7.262339276,-7.171448183,-7.16137535,-7.229081793,-7.243414369,-7.15478098,-7.119007406,-7.161459043,-7.183273169,-7.146367654,-7.121323699,-7.131452099,-7.148740212,-7.148356342,-7.148741918,-7.161154305,-7.153533547,-7.104610054,-7.042364287,-7.028560831,-7.060416845,-7.081385502,-7.055835945,-7.046651184,-7.060872505,-7.054767886,-7.004313106,-6.988382922,-7.026748195,-7.054418855,-7.013165782,-6.996875405,-7.035689299,-7.069445733,-7.026184608,-7.00067756,-7.034339046
4.3213,-7.492502808,-7.858212026,-7.956232808,-7.549918888,-7.370076034,-7.592280726,-7.757462425,-7.522505261,-7.364754906,-7.567106436,-7.770497624,-7.576322883,-7.412163893,-7.601687643,-7.804856936,-7.597817269,-7.394103818,-7.530798452,-7.730553106,-7.581041312,-7.394012979,-7.504179785,-7.704605196,-7.590993157,-7.403184983,-7.452795161,-7.610983673,-7.535574431,-7.364096869,-7.38631914,-7.542181801,-7.504617293,-7.36934782,-7.414508426,-7.61181197,-7.585396381,-7.352682561,-7.257342476,-7.3971107,-7.489461664,-7.369474467,-7.280388104,-7.413830725,-7.513110077,-7.368094575,-7.234975681,-7.34520548,-7.477873335,-7.373338704,-7.228023396,-7.31255424,-7.448072745,-7.350319825,-7.199074319,-7.284003354,-7.448073915
4.3457,-7.384003405,-7.41673154,-7.418283112,-7.31147196,-7.208419833,-7.15857248,-7.211602158,-7.241992932,-7.209493461,-7.166863973,-7.235270753,-7.302012763,-7.281189218,-7.222357835,-7.278408639,-7.339391704,-7.288382763,-7.188457572,-7.210839058,-7.28500782,-7.259917851,-7.171212813,-7.186857142,-7.274423465,-7.257530431,-7.156557481,-7.143362176,-7.236401252,-7.262681967,-7.177627556,-7.127958216,-7.217304216,-7.275765744,-7.200949755,-7.125338031,-7.1802413,-7.190468606,-7.078582329,-7.00069631,-7.10003744,-7.18703572,-7.114470237,-7.02223591,-7.08898673,-7.158049172,-7.096832451,-7.015425846,-7.087447782,-7.178726543,-7.14762534,-7.069413107,-7.111824178,-7.183478837,-7.152538527,-7.075348899,-7.109166036
