,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0.48828,-9.128897876,-9.268483764,-9.096029321,-8.92982846,-9.004190265,-9.156972836,-9.093488543,-8.959685811,-8.998783405,-9.145215058,-9.111326683,-8.979775634,-8.993039405,-9.114928171,-9.095435925,-8.99364239,-9.019288265,-9.146598867,-9.098921864,-8.954848009,-8.955242921,-9.096837555,-9.106017002,-8.992865677,-8.968559455,-9.068342491,-9.039163303,-8.919026699,-8.906799269,-9.043447274,-9.057009506,-8.949321823,-8.940464124,-9.089632487,-9.102936275,-8.94248753,-8.829992323,-8.861186355,-8.892827792,-8.862115847,-8.823200509,-8.856230695,-8.882035098,-8.84452266,-8.802779441,-8.842020539,-8.907543764,-8.884104749,-8.801765155,-8.805097033,-8.891431836,-8.896021513,-8.814854477,-8.793392709,-8.863849989,-8.863948399
0.5127,-9.305952962,-9.1881944,-9.272918619,-9.31961612,-9.178895594,-9.12962958,-9.274234213,-9.357086095,-9.206748835,-9.119658049,-9.237394383,-9.343532475,-9.224517736,-9.139559893,-9.245966463,-9.347398146,-9.238821764,-9.14356974,-9.235705947,-9.346803457,-9.258722252,-9.150508975,-9.222733547,-9.35502087,-9.322141198,-9.163074759,-9.120065979,-9.176698726,-9.209378507,-9.129721219,-9.101789338,-9.149272176,-9.18515655,-9.120422972,-9.101493064,-9.138853959,-9.123275848,-9.001457254,-8.940996031,-8.988327739,-9.057249409,-9.009132925,-8.951029915,-8.977020223,-9.026755459,-8.986539774,-8.939795831,-8.98752798,-9.070355296,-9.043201228,-8.970362391,-9.017765904,-9.104069915,-9.074844264,-8.977964005,-9.005836462
0.53711,-9.057425701,-8.95915775,-8.897453647,-8.935222454,-8.949263246,-8.89318968,-8.880835546,-8.921201341,-8.922625622,-8.86838183,-8.868376226,-8.929508146,-8.93889004,-8.886372998,-8.887592636,-8.941013689,-8.930831433,-8.87657119,-8.881936929,-8.936143089,-8.929797226,-8.876724092,-8.878052867,-8.934516434,-8.94215849,-8.890946155,-8.854893021,-8.876758474,-8.903485679,-8.885224992,-8.856843127,-8.876275916,-8.903194987,-8.881065697,-8.843919475,-8.861353317,-8.902671215,-8.876056817,-8.827417133,-8.873469362,-8.964178725,-8.937750535,-8.850534684,-8.857167211,-8.925197201,-8.896470034,-8.809254286,-8.819788491,-8.909990451,-8.911626631,-8.854040208,-8.867764165,-8.953526247,-8.936555248,-8.855013392,-8.852221447
0.56152,-9.118343152,-9.068076005,-8.933057998,-8.925754268,-9.029870632,-9.015092104,-8.903120232,-8.888313102,-8.98826524,-8.99860512,-8.901230133,-8.87371837,-8.958598198,-8.954600598,-8.833686661,-8.783930214,-8.863155757,-8.8804839,-8.785385878,-8.734304443,-8.808296775,-8.854760247,-8.780889636,-8.729963877,-8.7888538,-8.848255872,-8.803734486,-8.748640352,-8.779515801,-8.832662403,-8.803009241,-8.746394811,-8.752002386,-8.795520134,-8.788639674,-8.774182209,-8.809182172,-8.884173124,-8.888633203,-8.845794054,-8.842588202,-8.905785682,-8.914804329,-8.870545232,-8.835489942,-8.857196601,-8.869729445,-8.867961864,-8.828515699,-8.787464622,-8.791593016,-8.852940671,-8.847461382,-8.784912315,-8.793693073,-8.890215481
0.58594,-9.054486585,-9.109365751,-9.064269673,-8.979419354,-8.953099313,-9.014363743,-9.027708872,-8.94330685,-8.89944601,-8.991738196,-9.039005559,-8.956554183,-8.903200141,-8.9977661,-9.061615358,-8.959309572,-8.832573735,-8.870844766,-8.95437713,-8.941371794,-8.835081298,-8.82930653,-8.880183926,-8.862518744,-8.785556473,-8.805796893,-8.890755844,-8.895706245,-8.815423414,-8.824804884,-8.904628704,-8.889083865,-8.793385862,-8.792645572,-8.907043408,-8.955190122,-8.879986,-8.846709821,-8.954017431,-9.009295423,-8.904773595,-8.832140151,-8.927718968,-8.988323567,-8.858693698,-8.736846803,-8.816179904,-8.925348974,-8.845503289,-8.721519522,-8.80466372,-8.980792132,-8.974407724,-8.83446206,-8.853524454,-8.984116646
0.61035,-8.926689235,-9.019106902,-8.98775504,-8.856863429,-8.793985968,-8.815341538,-8.794836179,-8.745185867,-8.748464158,-8.824314054,-8.847642627,-8.803039331,-8.787124649,-8.85301035,-8.893430125,-8.87750987,-8.838246684,-8.810374939,-8.799256276,-8.80834462,-8.783159424,-8.725240485,-8.705389579,-8.759723257,-8.78677886,-8.74483935,-8.710201077,-8.751659851,-8.785091356,-8.759469768,-8.726837484,-8.750014651,-8.770142959,-8.760378792,-8.754961721,-8.794379174,-8.808230868,-8.773637732,-8.754849259,-8.814341081,-8.867916757,-8.823742975,-8.754145773,-8.760890103,-8.811280582,-8.795719576,-8.742487096,-8.772151079,-8.876897496,-8.905242575,-8.84006626,-8.84204592,-8.949840472,-8.984306057,-8.885810952,-8.843068793
0.63477,-8.7492085,-8.856722995,-8.954980524,-8.81942445,-8.693869851,-8.730823502,-8.861985672,-8.815221792,-8.721502703,-8.759794868,-8.915972425,-8.888445064,-8.752788886,-8.746919874,-8.935265897,-8.973181346,-8.803071014,-8.707290964,-8.808282644,-8.86269785,-8.787647147,-8.706947039,-8.752653261,-8.793060934,-8.750874228,-8.685676856,-8.724580861,-8.792338645,-8.77154368,-8.694517342,-8.689260157,-8.73887691,-8.75196382,-8.720070548,-8.714588723,-8.751681815,-8.752077304,-8.715470903,-8.709845494,-8.765767202,-8.800669966,-8.78415022,-8.764349465,-8.822323556,-8.875035032,-8.871035769,-8.840807474,-8.865347756,-8.894595315,-8.897342345,-8.858849561,-8.86492724,-8.902839232,-8.917768709,-8.862668079,-8.849191726
0.65918,-8.58128491,-8.664643861,-8.727218314,-8.720090665,-8.676062743,-8.67816421,-8.691529888,-8.7095487,-8.694835405,-8.679296766,-8.67310006,-8.711570613,-8.752497812,-8.768336742,-8.741249825,-8.755079463,-8.779100428,-8.737660622,-8.633228785,-8.625249265,-8.684831119,-8.687075757,-8.573542562,-8.52636921,-8.578822111,-8.609741414,-8.541833235,-8.520762325,-8.621109174,-8.679328804,-8.569640083,-8.481994739,-8.557175202,-8.636204898,-8.552322716,-8.447678681,-8.493025299,-8.568507058,-8.519544862,-8.436078092,-8.481303398,-8.571072445,-8.56778447,-8.487215735,-8.490154543,-8.555236089,-8.547855105,-8.46601129,-8.45583648,-8.524924031,-8.544228613,-8.477753144,-8.464144067,-8.529855491,-8.552685582,-8.488230278
0.68359,-8.673054474,-8.556939037,-8.662735044,-8.814434852,-8.698977969,-8.555119693,-8.661324932,-8.855218241,-8.732048088,-8.544739456,-8.636982153,-8.889737715,-8.831745379,-8.613924636,-8.646874698,-8.882319546,-8.870340217,-8.642571771,-8.629167285,-8.821554724,-8.821982518,-8.603105716,-8.585129986,-8.793418486,-8.824365041,-8.613006794,-8.585694172,-8.8130539,-8.893034488,-8.700350036,-8.662874796,-8.83212605,-8.823738205,-8.622631021,-8.602105711,-8.786730174,-8.814421153,-8.627636877,-8.599360609,-8.782527286,-8.844868002,-8.663047708,-8.597111494,-8.745877597,-8.816910854,-8.643712437,-8.577317206,-8.721660878,-8.798536335,-8.62344534,-8.537415578,-8.680745365,-8.800927847,-8.627231747,-8.493146139,-8.61010553
0.70801,-8.620206202,-8.560852185,-8.478048496,-8.477629466,-8.499032819,-8.450765716,-8.422010147,-8.456256121,-8.485045563,-8.437000533,-8.412777067,-8.466794223,-8.506169603,-8.449248466,-8.420367704,-8.485429771,-8.545899743,-8.509794842,-8.493964481,-8.58626808,-8.651999912,-8.595733052,-8.549668212,-8.642916277,-8.740769165,-8.708382371,-8.624084961,-8.648627952,-8.728741396,-8.748658342,-8.671470751,-8.677919497,-8.786723219,-8.846683077,-8.77089566,-8.752080231,-8.812592429,-8.858729779,-8.827502819,-8.854365777,-8.912557537,-8.900023144,-8.809895817,-8.821467427,-8.937096858,-8.996526136,-8.897566067,-8.863263681,-8.949596089,-9.002123321,-8.88978834,-8.822554781,-8.894329932,-8.964137921,-8.854968211,-8.766564328
0.73242,-8.775663103,-8.746331061,-8.663206671,-8.656479375,-8.658986944,-8.621838983,-8.580676556,-8.621750045,-8.647289453,-8.613659762,-8.577894597,-8.627310493,-8.660207792,-8.629761837,-8.590631381,-8.639568736,-8.661326549,-8.621975807,-8.609414167,-8.689378979,-8.721579441,-8.647975295,-8.609133606,-8.700109692,-8.775165818,-8.727437461,-8.689686968,-8.769203609,-8.824759709,-8.714660186,-8.635038535,-8.721501014,-8.849660252,-8.813251649,-8.744045811,-8.793298197,-8.88579154,-8.845836337,-8.794469689,-8.869330358,-8.983054325,-8.93195542,-8.841403238,-8.875603763,-8.986347449,-8.991105615,-8.935753393,-8.933607337,-8.996463594,-8.978094435,-8.913092815,-8.911773588,-9.001696469,-9.011898553,-8.934762507,-8.897689993
0.75684,-9.182795879,-9.105073373,-9.142176197,-9.179068471,-9.083936649,-8.976723561,-9.055734784,-9.166566279,-9.120377466,-8.999357851,-9.039774229,-9.138888933,-9.151964985,-9.053667159,-9.086722488,-9.173956303,-9.189497723,-9.075954478,-9.085800757,-9.163197774,-9.164371279,-9.041708743,-9.052762386,-9.156872202,-9.195992026,-9.060620739,-9.047306945,-9.182975771,-9.242561268,-9.074191682,-9.029495926,-9.168115455,-9.252831658,-9.101097049,-9.050073474,-9.180634821,-9.243127804,-9.103025212,-9.060630943,-9.187249567,-9.249911066,-9.121171948,-9.067183064,-9.175911158,-9.236596746,-9.148133803,-9.148981211,-9.315642984,-9.329821937,-9.150412267,-9.091263396,-9.251964108,-9.319354278,-9.169839135,-9.094896071,-9.241854103
0.78125,-9.028620918,-9.158042716,-9.323407644,-9.207109244,-9.069290691,-9.175591977,-9.366315572,-9.306045869,-9.12714968,-9.170314816,-9.328517107,-9.282123787,-9.082231668,-9.120350679,-9.301735231,-9.289826283,-9.076045897,-9.090185166,-9.276451915,-9.311729007,-9.100750013,-9.072888074,-9.2254436,-9.31313251,-9.129161603,-9.088834817,-9.251683709,-9.388066779,-9.204255394,-9.097722816,-9.201748513,-9.353041044,-9.214498641,-9.11207394,-9.21533783,-9.361562367,-9.202024113,-9.06791346,-9.153991767,-9.321697943,-9.207158198,-9.053609478,-9.122753468,-9.318178363,-9.260749749,-9.101987046,-9.202474132,-9.508330908,-9.468590087,-9.174737202,-9.176459832,-9.47757556,-9.518509651,-9.205077706,-9.153082028,-9.417485545
0.80566,-8.762030703,-8.985636163,-9.10665815,-8.885875431,-8.803777151,-9.065947089,-9.278200236,-9.031610514,-8.864374421,-9.069761523,-9.284316004,-9.05109705,-8.832024779,-8.951955342,-9.145071108,-8.998257665,-8.815503816,-8.930061944,-9.138616788,-9.012611944,-8.809149763,-8.887856254,-9.099153371,-9.018875834,-8.825045465,-8.88267449,-9.097851144,-9.060019099,-8.872502872,-8.908964989,-9.120217748,-9.078874795,-8.870659943,-8.872758988,-9.088327766,-9.105006979,-8.901771252,-8.86132915,-9.057019826,-9.10012707,-8.89712008,-8.831414731,-9.021958016,-9.104506601,-8.907526626,-8.801430756,-8.940776239,-9.040830553,-8.913565069,-8.822420099,-8.946321523,-9.042185416,-8.928384725,-8.827421899,-8.932071367,-9.029286142
