,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
16.016,-5.779964086,-5.835177626,-5.709051933,-5.609725287,-5.686106542,-5.795549672,-5.807185336,-5.773508408,-5.826615585,-5.84786193,-5.798803427,-5.757813038,-5.798415617,-5.816404993,-5.778117261,-5.759296234,-5.821660576,-5.849085606,-5.794531591,-5.759668104,-5.816059205,-5.85344476,-5.798691156,-5.753251565,-5.799971521,-5.849917817,-5.807410123,-5.756779977,-5.794809755,-5.854611206,-5.827250375,-5.815138475,-5.92723768,-6.049955153,-5.972446189,-5.878209329,-5.940983509,-6.065330827,-6.00504814,-5.898879136,-5.936823064,-6.059577434,-6.008318266,-5.89279401,-5.919699197,-6.053098316,-6.013532836
16.04,-5.92742201,-5.994491098,-5.990101161,-5.897999094,-5.851317718,-5.930521329,-5.998363461,-5.961259249,-5.918750272,-5.999478188,-6.051945837,-5.979172115,-5.889873059,-5.903763141,-5.955428615,-5.964419099,-5.932465418,-5.934312938,-5.962104782,-5.966366375,-5.937916876,-5.931607137,-5.961764611,-5.970318503,-5.936462496,-5.904770017,-5.927262434,-5.959479869,-5.949098232,-5.907616942,-5.923886757,-5.998259182,-6.085098202,-6.095016491,-6.062639453,-6.023439922,-6.07075698,-6.141214876,-6.135167602,-6.060411288,-6.064933769,-6.122824336,-6.131050924,-6.062803573,-6.062468965,-6.114398849,-6.117141405
16.064,-6.135420874,-6.133762294,-6.048249389,-5.949145303,-5.874849287,-5.816004649,-5.806876999,-5.847249743,-5.882605039,-5.848026403,-5.802614414,-5.834469045,-5.888221055,-5.877841608,-5.834414672,-5.858665715,-5.915309592,-5.906744312,-5.845645701,-5.857930421,-5.914625901,-5.913590386,-5.845569364,-5.847496512,-5.907240187,-5.918063385,-5.848680878,-5.842242279,-5.907412387,-5.936851024,-5.862303801,-5.844105571,-5.952476848,-6.071694137,-6.006055526,-5.929237333,-5.992321096,-6.110558306,-6.062708393,-5.946353386,-5.957589058,-6.065603492,-6.055471551,-5.949825399,-5.951090145,-6.056459251,-6.053131915
16.089,-6.169186336,-6.198992473,-6.084999131,-5.942911507,-5.749511899,-5.573541432,-5.583129307,-5.737818896,-5.750077593,-5.592425971,-5.577833709,-5.728042461,-5.773850681,-5.60961474,-5.565655736,-5.72198155,-5.811034014,-5.640983493,-5.563523569,-5.70722305,-5.822041898,-5.662674236,-5.561824377,-5.688319586,-5.828555582,-5.695341878,-5.577187725,-5.678925365,-5.822156947,-5.707723365,-5.583952805,-5.685875161,-5.893917437,-5.847551832,-5.688398082,-5.704456318,-5.865793095,-5.870321509,-5.71863351,-5.701329581,-5.826598851,-5.844290218,-5.709278713,-5.688403637,-5.811895618,-5.850782746,-5.710305558
16.113,-6.024814653,-6.084696575,-6.075676607,-5.885013318,-5.717116051,-5.716783666,-5.831666348,-5.86744705,-5.792031875,-5.773024816,-5.856329682,-5.890128505,-5.791256865,-5.730445255,-5.80975827,-5.895359407,-5.834343618,-5.755356651,-5.807494656,-5.893667831,-5.84695788,-5.759358932,-5.798575985,-5.890615174,-5.860960626,-5.780497344,-5.814813927,-5.895935593,-5.862404036,-5.778557421,-5.804959508,-5.919262931,-5.990576377,-5.953727647,-5.927747194,-5.963951098,-6.001457867,-5.977704283,-5.967785171,-5.988534496,-6.000598419,-5.965874521,-5.957803406,-5.982288839,-6.00175869,-5.968478062,-5.949847603
16.138,-6.099924157,-6.199598148,-6.224893719,-6.0140789,-5.881270056,-6.022918176,-6.264859335,-6.157762645,-5.992352773,-6.135232477,-6.363393636,-6.21313174,-5.986918896,-6.085069732,-6.352301237,-6.293836718,-6.05546456,-6.10985972,-6.354561986,-6.322708677,-6.070196057,-6.09224739,-6.336851202,-6.35193629,-6.110458093,-6.134932919,-6.42018782,-6.471481908,-6.176027005,-6.142803264,-6.431941369,-6.611511228,-6.387733203,-6.360688694,-6.653740621,-6.761298635,-6.43865658,-6.365551022,-6.657696162,-6.816449052,-6.481111064,-6.356547192,-6.620631829,-6.822035792,-6.513811151,-6.347069635,-6.570667682
16.162,-6.315721698,-6.305971705,-6.374464931,-6.207295751,-5.87666304,-5.738940264,-5.833968226,-5.924642482,-5.816273431,-5.751252642,-5.831606592,-5.907438474,-5.824738434,-5.757799877,-5.829684579,-5.938972398,-5.888550917,-5.791587824,-5.826690633,-5.934893984,-5.902997795,-5.798080712,-5.817624635,-5.928492279,-5.928910016,-5.844460177,-5.873089416,-5.983256332,-5.967290201,-5.860367137,-5.874418182,-5.981956997,-6.017781578,-5.965914749,-5.971671628,-6.012974814,-6.021648727,-6.003344126,-6.011001536,-6.022620082,-6.007389882,-5.985116256,-5.994882553,-6.012945582,-6.006348164,-5.985504283,-5.985288614
16.187,-6.163789514,-6.16760241,-6.147236332,-5.968104044,-5.639433617,-5.361781419,-5.3417864,-5.506716919,-5.547727788,-5.362204036,-5.321765969,-5.473822576,-5.538521505,-5.367767612,-5.318368267,-5.472153213,-5.570489801,-5.405110304,-5.323837928,-5.459188559,-5.581400782,-5.430744146,-5.32564331,-5.442894757,-5.576937706,-5.446671278,-5.333783395,-5.442882398,-5.591003428,-5.476272099,-5.346661958,-5.449712039,-5.649454743,-5.589282351,-5.430092748,-5.48699918,-5.676812022,-5.638776558,-5.461926255,-5.469988581,-5.621039527,-5.603708446,-5.444735011,-5.449454109,-5.606245892,-5.616170156,-5.449407856
16.211,-6.078739991,-6.235145025,-6.180315698,-5.902996146,-5.691083985,-5.674494178,-5.738397049,-5.75536011,-5.701523668,-5.703298641,-5.755097647,-5.760329721,-5.666914758,-5.619101706,-5.66986652,-5.734899449,-5.683502845,-5.623646269,-5.661408035,-5.744177435,-5.709534034,-5.639195253,-5.661634849,-5.740537968,-5.712282805,-5.633555434,-5.648876089,-5.738208657,-5.72565806,-5.640003746,-5.652492167,-5.794030087,-5.882277586,-5.816287756,-5.764522644,-5.822133874,-5.885505152,-5.847527478,-5.7831206,-5.790639912,-5.811143634,-5.779194591,-5.74921582,-5.779823365,-5.812958933,-5.785707331,-5.74801963
16.235,-5.992853362,-5.993361863,-5.892351366,-5.780659858,-5.78991322,-5.909160555,-6.014998698,-5.928235331,-5.853075629,-5.945672942,-6.015230701,-5.907136996,-5.833844774,-5.936289472,-6.035678576,-5.947329451,-5.866015082,-5.95429543,-6.057600572,-5.973308114,-5.87887519,-5.948960684,-6.056008983,-5.984894708,-5.883935024,-5.935815198,-6.04049065,-5.991435713,-5.898482571,-5.939797648,-6.059119184,-6.061270818,-6.007405379,-6.06555099,-6.169577989,-6.125989648,-6.035905877,-6.080174505,-6.202142816,-6.1428613,-6.003470939,-6.010025762,-6.141142573,-6.127950872,-6.003805231,-5.995353611,-6.11779811
16.26,-5.94754338,-5.924780409,-5.952863312,-5.897290466,-5.76880845,-5.732273975,-5.793463879,-5.804982378,-5.72526024,-5.711370267,-5.782404934,-5.798201619,-5.724603112,-5.707190029,-5.783006186,-5.831487349,-5.774689243,-5.732283489,-5.775950423,-5.830902866,-5.783344319,-5.732946463,-5.766776,-5.829045104,-5.789477826,-5.733538968,-5.756272289,-5.820865064,-5.8015858,-5.768219152,-5.790843598,-5.823460672,-5.820221359,-5.83571946,-5.879734205,-5.868827705,-5.828724709,-5.858523485,-5.919594791,-5.91390801,-5.853719074,-5.853780991,-5.898193344,-5.897966181,-5.849497563,-5.847444604,-5.885477307
16.284,-5.922373822,-5.936324599,-5.92721899,-5.862270906,-5.728547156,-5.581970621,-5.540611321,-5.619278228,-5.67697311,-5.59950287,-5.541682729,-5.600027381,-5.649844873,-5.567748925,-5.518947011,-5.607301799,-5.695726981,-5.610849479,-5.531266981,-5.598095644,-5.697712821,-5.625478876,-5.534064402,-5.587121546,-5.696145723,-5.640060555,-5.534301187,-5.564061851,-5.683801179,-5.667317126,-5.574150266,-5.616702122,-5.783293555,-5.812283256,-5.681713509,-5.661451727,-5.799009437,-5.85465632,-5.732204258,-5.68287693,-5.791069381,-5.845830165,-5.728542498,-5.672088729,-5.777470793,-5.852091862,-5.741627404
16.309,-5.884230696,-5.98899597,-5.927317532,-5.760116543,-5.707877207,-5.786520419,-5.855569372,-5.794179296,-5.745014171,-5.803199171,-5.860216321,-5.78768871,-5.717847148,-5.766761483,-5.856824904,-5.83799351,-5.773970472,-5.79308206,-5.857544649,-5.844128142,-5.781523784,-5.7937303,-5.857592895,-5.850004361,-5.785679197,-5.79129881,-5.859529553,-5.879115827,-5.827718188,-5.811602676,-5.853425288,-5.911900935,-5.960023942,-5.993090662,-5.985872754,-5.961794788,-5.971927099,-6.013864274,-6.010303048,-5.951010253,-5.913176533,-5.937430542,-5.959197827,-5.932196042,-5.908692823,-5.934381221,-5.956680147
16.333,-5.743868636,-5.683721394,-5.583355824,-5.606725749,-5.681310392,-5.71471265,-5.721719912,-5.76483905,-5.760485564,-5.726336015,-5.717797524,-5.771279621,-5.776060282,-5.731687564,-5.71572242,-5.786772183,-5.819719492,-5.764740566,-5.722586151,-5.780965392,-5.825232787,-5.775404938,-5.725301814,-5.772786107,-5.826634517,-5.786570932,-5.749623203,-5.818745598,-5.900566719,-5.853401376,-5.791425269,-5.852307593,-5.967014791,-5.956247168,-5.881058796,-5.888411242,-5.976402699,-5.982585587,-5.902706429,-5.868817948,-5.912081264,-5.911247492,-5.859254963,-5.847490625,-5.904922387,-5.919695615,-5.869530829
16.357,-5.856239726,-5.826832206,-5.776528737,-5.811570481,-5.917996757,-5.916747001,-5.854939341,-5.880537504,-6.013891045,-6.018222303,-5.911587985,-5.8743542,-5.984017943,-6.009541295,-5.927191921,-5.896674651,-6.018894078,-6.055429534,-5.950934532,-5.89666372,-6.011909723,-6.067685519,-5.965685111,-5.897418283,-6.008887975,-6.111298269,-6.014178425,-5.89364116,-5.954911592,-6.089500456,-6.043139931,-5.903076312,-5.954449143,-6.143192427,-6.125055119,-5.945956859,-5.951455846,-6.140074243,-6.155209852,-5.966865186,-5.925015466,-6.086445662,-6.127921922,-5.966988881,-5.914459803,-6.072905973,-6.136090451
16.382,-5.920833115,-5.901118804,-5.934362624,-5.958949998,-5.965662383,-5.963207485,-5.959078419,-5.954882734,-5.993191815,-6.024377864,-5.983316744,-5.939430908,-5.936958405,-5.940470641,-5.915894652,-5.930970792,-5.964341974,-5.96234364,-5.919601781,-5.933574739,-5.969226013,-5.969844859,-5.921984193,-5.931672789,-5.988606486,-6.041266727,-6.005153113,-5.963561587,-5.969695711,-6.018433128,-6.008807193,-5.999649278,-6.057262129,-6.141303912,-6.108118718,-6.028862135,-6.049023633,-6.157241187,-6.145319492,-6.054212204,-6.047935213,-6.133832304,-6.123076426,-6.036754004,-6.036915553,-6.127079967,-6.12256233
16.406,-5.99468164,-6.044680278,-5.799162593,-5.726808677,-5.92198757,-6.082237689,-5.941668651,-5.853854317,-5.979938352,-6.107169572,-5.958812211,-5.851847945,-5.959384975,-6.094477546,-5.972630914,-5.866221383,-5.97984385,-6.134701317,-6.012966237,-5.876257681,-5.969458112,-6.135084881,-6.03613265,-5.881066235,-5.962254053,-6.173645956,-6.140914848,-5.966575311,-5.998612253,-6.183858816,-6.188975622,-6.048350616,-6.11547563,-6.347446462,-6.332158829,-6.117214418,-6.137987834,-6.368232454,-6.392622796,-6.141030928,-6.09518643,-6.275347563,-6.34069854,-6.134498292,-6.083375377,-6.256186998,-6.34512192
16.431,-5.900671369,-5.889746767,-5.779563145,-5.768816852,-5.859148892,-5.90923946,-5.882681051,-5.899048616,-5.963448497,-5.959058121,-5.904005065,-5.89529082,-5.968316946,-5.973769602,-5.909436832,-5.900258103,-5.998331647,-6.01375734,-5.92437411,-5.896108365,-5.992025808,-6.021005726,-5.931518466,-5.889068735,-5.970435663,-6.005951162,-5.920796588,-5.880388179,-5.983843527,-6.070001752,-5.982263711,-5.902902527,-5.999757842,-6.135808619,-6.058676886,-5.924546983,-5.987219402,-6.156606765,-6.097953083,-5.916420169,-5.898888847,-6.030358215,-6.027240603,-5.897033452,-5.883848381,-6.019902626,-6.030549382
16.455,-6.016425774,-6.043612974,-5.996275596,-5.954750398,-6.007480583,-6.051881035,-6.04278683,-6.017752506,-6.05690829,-6.075566978,-6.040726201,-6.005586904,-6.009863867,-5.991250303,-5.96358255,-5.980667035,-6.031512044,-6.02513807,-5.983327085,-5.984575365,-6.0343152,-6.035454489,-5.991116507,-5.981636476,-6.015298128,-5.990949134,-5.933531691,-5.936409231,-5.998538068,-6.002759403,-5.962022889,-5.965812015,-6.038876193,-6.081216248,-6.043461963,-6.00721073,-6.045468275,-6.093913358,-6.05825488,-5.988584791,-5.976804568,-6.003989008,-5.99290745,-5.962139626,-5.969519951,-6.006749375,-5.990570786
16.479,-6.084915054,-6.075257931,-6.050951196,-5.983566281,-5.95867352,-6.023765736,-6.033349699,-5.951619073,-5.949321139,-6.072167029,-6.064379662,-5.942368414,-5.904516146,-6.007385373,-6.034361497,-5.952921631,-5.92550976,-6.017626983,-6.038995111,-5.964817376,-5.934933842,-6.019350307,-6.047487783,-5.965919754,-5.914563068,-5.968903501,-5.993405939,-5.927324605,-5.89324338,-5.956248761,-6.003949534,-5.987087101,-6.023564518,-6.118459266,-6.12654761,-6.034902689,-6.028185474,-6.115867004,-6.148818021,-6.058497233,-6.022216878,-6.077999935,-6.116778089,-6.045522987,-6.017998446,-6.07233825,-6.115175002
16.504,-5.994546871,-6.102475979,-6.08419289,-5.890987072,-5.753643538,-5.745760711,-5.808652636,-5.822169141,-5.810263257,-5.820726819,-5.838540864,-5.817712914,-5.808944301,-5.818815961,-5.826771313,-5.818102487,-5.829827471,-5.844145559,-5.842108828,-5.826914683,-5.835448968,-5.851465555,-5.845056956,-5.829982202,-5.832100967,-5.847202934,-5.836112246,-5.819489383,-5.818914009,-5.843098632,-5.847565913,-5.86257865,-5.915446604,-5.990116558,-5.966544295,-5.897260344,-5.902919977,-5.998135821,-5.998837747,-5.921344139,-5.89886973,-5.975178356,-5.98291341,-5.917137533,-5.895363469,-5.971035003,-5.987506774
16.528,-5.939581784,-5.971521734,-5.86963625,-5.732797274,-5.604371054,-5.512419558,-5.526422145,-5.632312346,-5.659261759,-5.570258443,-5.561341391,-5.644210714,-5.658056451,-5.555615366,-5.538879766,-5.640174986,-5.690644072,-5.586201186,-5.538469768,-5.629736162,-5.698174734,-5.600789905,-5.536842371,-5.614723197,-5.696063407,-5.619970809,-5.556778816,-5.625447297,-5.702985087,-5.627790778,-5.555202914,-5.616402986,-5.732435116,-5.712553171,-5.637469215,-5.669416082,-5.764709623,-5.745730578,-5.661578724,-5.667849612,-5.739864821,-5.721937255,-5.641076771,-5.649653135,-5.730091771,-5.729400843,-5.642982223
16.553,-6.133393648,-6.174107472,-6.0963203,-5.917067966,-5.778104022,-5.792933574,-5.904935615,-5.903397317,-5.783877846,-5.786065049,-5.890106937,-5.894248019,-5.742228985,-5.693279749,-5.803561037,-5.893634577,-5.794870445,-5.724561962,-5.80876449,-5.899358849,-5.811510802,-5.725040898,-5.795803969,-5.89329337,-5.824470783,-5.740608745,-5.813072886,-5.905582096,-5.828501902,-5.729834636,-5.798202117,-5.915667591,-5.894023275,-5.820136721,-5.874495657,-5.936350772,-5.898373871,-5.84701685,-5.907491756,-5.953202535,-5.878646395,-5.799297509,-5.860113847,-5.93709314,-5.888780598,-5.8030686,-5.845957094
16.577,-6.131439487,-6.103792563,-6.039580831,-5.907240789,-5.82042839,-5.857219776,-5.969951647,-5.926186385,-5.834513008,-5.875525276,-5.969901551,-5.908565174,-5.806131709,-5.853913903,-5.979143932,-5.958232343,-5.857652839,-5.880932994,-5.98324644,-5.969258431,-5.865253786,-5.875845578,-5.978192162,-5.98425147,-5.888032793,-5.905682993,-6.024609784,-6.037240033,-5.907994445,-5.893897731,-6.017436221,-6.097816298,-6.051500432,-6.068119789,-6.15832521,-6.177848914,-6.083001094,-6.072683077,-6.166291006,-6.182081766,-6.066577544,-6.02929914,-6.123424261,-6.170370297,-6.075588862,-6.027838338,-6.110816886
16.602,-6.151373895,-6.148491414,-6.008249748,-5.828251533,-5.667740491,-5.576318885,-5.601651695,-5.696260403,-5.714552402,-5.645696821,-5.625091266,-5.678285223,-5.703093857,-5.649807765,-5.633142847,-5.6964908,-5.735519336,-5.674374123,-5.636014479,-5.692322567,-5.740512031,-5.684105299,-5.635376705,-5.684458818,-5.747700683,-5.715285514,-5.675431154,-5.7282872,-5.798240204,-5.761358595,-5.707672622,-5.781924764,-5.915492023,-5.918387379,-5.821657125,-5.817398949,-5.902132355,-5.919781836,-5.831148405,-5.820947534,-5.897105068,-5.918092811,-5.825690257,-5.807068297,-5.886840225,-5.925195094,-5.833537002
16.626,-6.270843963,-6.299837386,-6.172084253,-5.942366781,-5.656432348,-5.472683277,-5.544879429,-5.773180974,-5.747314246,-5.531022514,-5.531935129,-5.733323533,-5.722132985,-5.497489549,-5.490384218,-5.723252384,-5.770739635,-5.530561456,-5.482391919,-5.702495503,-5.788760795,-5.553106446,-5.474029383,-5.678007245,-5.804155261,-5.587889675,-5.481009605,-5.655697772,-5.794245298,-5.601594739,-5.480823008,-5.631462885,-5.819078418,-5.68541302,-5.539798109,-5.63753632,-5.816278753,-5.718509475,-5.563873381,-5.633274387,-5.805802143,-5.724003673,-5.558270621,-5.610567957,-5.79632111,-5.745032508,-5.566691421
16.65,-6.215765468,-6.254559459,-6.165976611,-5.937851676,-5.711477038,-5.66812453,-5.838594709,-5.978329531,-5.847522344,-5.735033366,-5.842692225,-5.963174818,-5.82793919,-5.701367037,-5.813780062,-5.997504013,-5.897489933,-5.736375898,-5.803839542,-5.988902838,-5.917238928,-5.744871961,-5.786959196,-5.977096967,-5.939869331,-5.771750615,-5.793603598,-5.96777392,-5.937974653,-5.769442488,-5.781201961,-5.980866303,-6.031025784,-5.882931422,-5.861634481,-6.017132248,-6.057003285,-5.908437441,-5.873252371,-6.005809431,-6.035802536,-5.881620366,-5.840480696,-5.980067172,-6.042705641,-5.895965685,-5.830262563
16.675,-6.194202371,-6.304051271,-6.245662694,-5.967093305,-5.786111259,-5.86199348,-6.085495044,-6.067563936,-5.880080889,-5.896795376,-6.081927177,-6.07226463,-5.888561525,-5.883892607,-6.076581181,-6.133774284,-5.97110175,-5.925162484,-6.082082219,-6.147310983,-5.989093735,-5.920628496,-6.066445502,-6.151953509,-6.005900193,-5.926685417,-6.059323663,-6.143435236,-5.996340413,-5.908852222,-6.055288286,-6.233740434,-6.18463207,-6.099530504,-6.181365263,-6.272989924,-6.192814545,-6.125585835,-6.210345483,-6.28895288,-6.168017004,-6.072338007,-6.15411713,-6.272007328,-6.180745599,-6.071847697,-6.123214303
16.699,-6.122639191,-6.118608186,-6.042864794,-5.903257253,-5.773640715,-5.746219735,-5.845524808,-5.905612893,-5.8227274,-5.76131275,-5.834810276,-5.893011483,-5.807606925,-5.742549589,-5.83899708,-5.948651435,-5.885426671,-5.784082692,-5.836463773,-5.943488726,-5.897870205,-5.787898615,-5.823742372,-5.934555136,-5.896282243,-5.758765285,-5.757707183,-5.864366895,-5.865815829,-5.754365433,-5.759042392,-5.904676294,-5.979522034,-5.890637563,-5.856952141,-5.955585649,-6.015759441,-5.923858332,-5.881773845,-5.96211231,-6.011400199,-5.907467525,-5.853808942,-5.936120485,-6.010483492,-5.915595322,-5.837422003
16.724,-6.0243531,-6.031156576,-6.109768329,-6.015050195,-5.765829653,-5.662039792,-5.81313029,-5.99694001,-5.895465357,-5.754881418,-5.831354325,-5.983180462,-5.873313149,-5.710012795,-5.785376791,-6.013415921,-5.962806418,-5.761439088,-5.785221902,-6.003455138,-5.985033335,-5.776326301,-5.772345516,-5.986376495,-5.988970995,-5.756145422,-5.711019035,-5.922827751,-5.994171343,-5.788576795,-5.718576865,-5.900375041,-6.026300983,-5.88167434,-5.802874216,-5.927257309,-6.021944914,-5.90066874,-5.81743333,-5.934204747,-6.031756844,-5.902369985,-5.795806684,-5.902712678,-6.027789698,-5.916221556,-5.785660393
16.748,-5.897807572,-5.930084576,-5.866239197,-5.744774855,-5.67389643,-5.730869103,-5.876930209,-5.941305183,-5.872572863,-5.850749717,-5.946455912,-5.97200716,-5.878975765,-5.843998443,-5.958729175,-6.029759988,-5.942550833,-5.868121797,-5.948721855,-6.032750999,-5.959143067,-5.871730015,-5.936409713,-6.023488313,-5.953679886,-5.861299083,-5.931830953,-6.058202087,-6.016543149,-5.902577162,-5.945344469,-6.103836256,-6.133490478,-6.046458947,-6.047791493,-6.156390889,-6.160665583,-6.068714663,-6.065294268,-6.164455437,-6.150638265,-6.040457048,-6.023471524,-6.134549269,-6.15340253,-6.048163031,-6.005354471
16.772,-5.940171331,-6.027647982,-5.935993023,-5.784260474,-5.736838719,-5.803727292,-5.886468931,-5.879073284,-5.806712451,-5.808873251,-5.87180381,-5.885268756,-5.814862309,-5.80447496,-5.884018253,-5.931295088,-5.867302807,-5.828547261,-5.886092477,-5.935460966,-5.879949553,-5.830770372,-5.877249525,-5.934399874,-5.901485044,-5.870773855,-5.948222088,-6.039235999,-5.991990296,-5.906047263,-5.948038737,-6.081186844,-6.151618378,-6.097838511,-6.084183493,-6.125206912,-6.156311596,-6.116969234,-6.10188648,-6.115927303,-6.12121041,-6.071342486,-6.065546659,-6.099685378,-6.12242612,-6.074390779,-6.052806006
16.797,-6.054229195,-6.012798159,-6.088673573,-6.071793688,-5.947593297,-5.892265184,-5.979770099,-6.030931588,-5.979738413,-5.939731434,-5.995285932,-6.019749039,-5.953321092,-5.90664059,-5.983577531,-6.070988329,-6.028856561,-5.944407301,-5.980351462,-6.074016023,-6.049986452,-5.960108823,-5.979968718,-6.07734991,-6.081444577,-6.014636173,-6.025044498,-6.101295103,-6.102188108,-6.054173097,-6.075821575,-6.158191744,-6.189042371,-6.181508922,-6.197223493,-6.234272296,-6.225087251,-6.217895978,-6.240487771,-6.259406255,-6.207076197,-6.180820129,-6.211786568,-6.252828765,-6.211466748,-6.180046149,-6.198703277
16.821,-6.08154417,-6.081664932,-6.112584623,-6.129371665,-6.149033641,-6.206662592,-6.252148664,-6.244204838,-6.264127252,-6.319411374,-6.306535392,-6.237890042,-6.214994766,-6.264287855,-6.313630023,-6.321277928,-6.32198242,-6.3418211,-6.349558687,-6.334860168,-6.332911574,-6.347469137,-6.348753698,-6.32562218,-6.313221777,-6.344755741,-6.372578338,-6.348351608,-6.337012464,-6.394606565,-6.426444446,-6.372085057,-6.367780334,-6.486855909,-6.545865831,-6.422557668,-6.360355904,-6.487587941,-6.592304637,-6.466117251,-6.363020933,-6.45466164,-6.570908694,-6.472121908,-6.364427874,-6.442271402,-6.563215022
16.846,-5.919041365,-6.037344529,-5.90992887,-5.791022549,-5.910828912,-6.1797337,-6.218705113,-6.072077114,-6.052179396,-6.206965394,-6.220987045,-6.083754305,-6.047354436,-6.179788161,-6.231609644,-6.151973004,-6.130406409,-6.232806916,-6.251992664,-6.162892169,-6.131908739,-6.228328576,-6.261145015,-6.170571208,-6.127145347,-6.226710865,-6.323783437,-6.295212016,-6.231261237,-6.258371824,-6.324099254,-6.331129101,-6.342265283,-6.407014608,-6.453389397,-6.379139983,-6.334581193,-6.395557086,-6.462599805,-6.4007947,-6.339428606,-6.373146517,-6.438125037,-6.390868813,-6.337666254,-6.36556031,-6.431908002
16.87,-6.008217218,-6.033232115,-5.938454377,-5.860036589,-5.860806379,-5.864079819,-5.873216516,-5.897844231,-5.94681058,-5.938760539,-5.9199797,-5.916771445,-5.961175542,-5.96435192,-5.957246947,-5.970282694,-6.028056801,-6.020439389,-5.979935186,-5.97264415,-6.026522828,-6.025992106,-5.982457906,-5.973212421,-6.03953755,-6.065166319,-6.028120662,-6.010674261,-6.075532765,-6.112163034,-6.070844402,-6.074431051,-6.182671789,-6.253627799,-6.163776379,-6.110338021,-6.186926564,-6.27091429,-6.198106139,-6.118436677,-6.147566898,-6.215554563,-6.160418874,-6.099227698,-6.134734927,-6.215127924,-6.164876644
16.895,-6.147389376,-6.184147238,-6.239670703,-6.18672541,-6.109035019,-6.109955487,-6.108263785,-6.057641024,-6.058169763,-6.143193593,-6.149335792,-6.068651285,-6.029569453,-6.079401243,-6.111353942,-6.088438512,-6.073018503,-6.107055087,-6.120404424,-6.090467403,-6.074478395,-6.109265783,-6.128678633,-6.097783484,-6.072746055,-6.107473964,-6.131300078,-6.089346396,-6.053158199,-6.104142711,-6.159310985,-6.113284635,-6.087424677,-6.165426779,-6.2294392,-6.138177087,-6.085579647,-6.181916226,-6.259731606,-6.142607657,-6.030631255,-6.081782581,-6.181417019,-6.123819177,-6.028214148,-6.076009922,-6.1796926
16.919,-6.081502359,-6.090135731,-6.061601879,-6.0361946,-6.126341133,-6.249090398,-6.225193398,-6.093257166,-6.103446164,-6.236876682,-6.232515884,-6.09116954,-6.067913789,-6.199907512,-6.246127238,-6.133130977,-6.0966874,-6.208624798,-6.251397283,-6.147038108,-6.099479848,-6.205385514,-6.260957182,-6.154944436,-6.091665421,-6.202348309,-6.284240144,-6.176680487,-6.086974876,-6.18616783,-6.29219107,-6.205345056,-6.120082595,-6.248873173,-6.404265899,-6.301490626,-6.168221358,-6.273741183,-6.452628357,-6.3273224,-6.125651323,-6.172719048,-6.3671406,-6.318794167,-6.133407659,-6.157527079,-6.349869094
16.943,-5.9390566,-6.081455208,-5.962628666,-5.760138334,-5.72839636,-5.844832958,-5.907063258,-5.837355016,-5.808817948,-5.904461686,-5.942238708,-5.84899472,-5.806828072,-5.903282299,-5.957452648,-5.882142411,-5.84658342,-5.936396574,-5.987340387,-5.9033868,-5.851399654,-5.927318638,-5.988020444,-5.914822117,-5.852644576,-5.908781922,-5.962952445,-5.886857365,-5.815880033,-5.872076232,-5.961154092,-5.936258545,-5.908018821,-5.981853132,-6.051143564,-5.971985226,-5.907201251,-5.985628444,-6.082203517,-6.0069467,-5.907239299,-5.948203545,-6.044513195,-5.998019804,-5.906359713,-5.938238271,-6.03716247
16.968,-5.924069075,-6.074749145,-5.989062713,-5.7660748,-5.63434891,-5.623258649,-5.642060107,-5.657438639,-5.678857486,-5.687076311,-5.679229875,-5.652110236,-5.641890775,-5.62996843,-5.639690146,-5.658920802,-5.681365759,-5.662218727,-5.647251209,-5.658553149,-5.683658569,-5.667111275,-5.647381716,-5.654249175,-5.674068982,-5.640491587,-5.584159102,-5.568165187,-5.607011698,-5.623508401,-5.598367472,-5.605553889,-5.668991618,-5.702179172,-5.653143687,-5.622410592,-5.668805867,-5.71663533,-5.677441088,-5.639726701,-5.667635492,-5.705709715,-5.665871161,-5.630515554,-5.660639873,-5.708086819,-5.67294269
16.992,-5.981943458,-6.089618792,-6.150503995,-5.932705583,-5.751065421,-5.757954191,-5.874987029,-5.857972723,-5.760400457,-5.771398266,-5.868049938,-5.848575671,-5.721858042,-5.703482882,-5.828632884,-5.883883509,-5.777676936,-5.729858793,-5.830231843,-5.892145611,-5.79353182,-5.730718624,-5.820043517,-5.898102788,-5.810966737,-5.713404787,-5.742197038,-5.796919566,-5.75188199,-5.697789995,-5.741684448,-5.794858888,-5.772174247,-5.740069878,-5.785029106,-5.825490342,-5.7931795,-5.757146795,-5.800324224,-5.832247561,-5.780016087,-5.726381688,-5.769507819,-5.822680138,-5.786733228,-5.728684933,-5.76087533
