,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
15.063,-6.347894396,-6.309563223,-6.261507211,-6.229956252,-6.223960482,-6.208563233,-6.203862429,-6.20707527,-6.229846327,-6.215538546,-6.202728534,-6.197749976,-6.220010784,-6.211238939,-6.200791954,-6.198588776,-6.241204083,-6.290544424,-6.365323435,-6.440409238,-6.53143462,-6.543173679,-6.517889573,-6.536408165,-6.693883531,-6.876133409,-6.927386888,-6.842069309,-6.799745399,-6.879563311,-6.930505213,-6.863499411,-6.81533546,-6.895335508,-6.94603771,-6.878406731,-6.813068714,-6.887139141,-6.947122478,-6.89106835,-6.814593402,-6.885772095,-6.950209526,-6.900279198,-6.813873387,-6.876945628,-6.946488416,-6.908297496,-6.815653486,-6.863696696,-6.911410435,-6.847571697,-6.745364478,-6.802319972,-6.888849666,-6.84736622,-6.738082776,-6.778428767,-6.855976646,-6.842780285,-6.755610425,-6.765801644,-6.812382386,-6.817218885,-6.759846546,-6.762693082,-6.809861304,-6.8105044,-6.726407271,-6.686444384,-6.742040829,-6.761440757,-6.56004245,-6.316850749,-6.321873104,-6.559697257,-6.693989257,-6.517597928,-6.440908807,-6.594439605,-6.707363064,-6.495408959,-6.360979367,-6.503899678,-6.697105399,-6.525016941,-6.362358532,-6.474782637,-6.687431985,-6.549815141,-6.367367267,-6.414564849,-6.573117534,-6.467296432,-6.324208992,-6.390110759,-6.581579498,-6.517697107,-6.316453025,-6.254152381,-6.356873367,-6.401715764,-6.347033896,-6.273143767,-6.321520446,-6.354631688,-6.329052375,-6.271670618,-6.314276626,-6.354231052,-6.333117668,-6.269997639,-6.299834831,-6.349291538,-6.345387008,-6.314621035,-6.378781505,-6.468521717,-6.488034163,-6.454208968,-6.471931041,-6.509747078,-6.48772779,-6.446455305,-6.467846919
15.088,-6.62277351,-6.399498139,-6.312340996,-6.422586105,-6.43378332,-6.291989891,-6.252085877,-6.417763722,-6.46206784,-6.30011656,-6.236365215,-6.397856123,-6.468576214,-6.306714795,-6.222739965,-6.379253818,-6.510234202,-6.413840409,-6.364699901,-6.546746465,-6.709428939,-6.601508861,-6.491115747,-6.548843546,-6.709749997,-6.855196045,-6.924270751,-6.870948274,-6.827817538,-6.859331846,-6.924423829,-6.882615613,-6.84324899,-6.866697955,-6.929377887,-6.885761977,-6.838279746,-6.85565968,-6.92457499,-6.892366407,-6.84325308,-6.854610923,-6.926859368,-6.903576586,-6.846369132,-6.848429699,-6.920376153,-6.914694801,-6.860850824,-6.860153689,-6.922783117,-6.89918425,-6.827766571,-6.840679374,-6.92069521,-6.906466419,-6.819993017,-6.799157143,-6.83481106,-6.7988839,-6.698240557,-6.68383753,-6.766653769,-6.798190302,-6.711943274,-6.679841393,-6.752054852,-6.793153034,-6.693531215,-6.63699518,-6.708605911,-6.750183532,-6.603291306,-6.465470648,-6.416973802,-6.473675486,-6.576194559,-6.620893073,-6.545452344,-6.499259052,-6.529458447,-6.541154495,-6.457194197,-6.420906934,-6.488758668,-6.539885259,-6.465788399,-6.416991947,-6.479331701,-6.542759162,-6.467891038,-6.377656577,-6.390234751,-6.452055597,-6.434704069,-6.37957282,-6.395180313,-6.430978946,-6.312939763,-6.166125857,-6.186024383,-6.326310789,-6.316112155,-6.185077428,-6.161094632,-6.274701811,-6.298549865,-6.189879564,-6.156258497,-6.263814943,-6.305059797,-6.197535798,-6.147312957,-6.244494267,-6.309961321,-6.24075722,-6.228404941,-6.380811621,-6.502152574,-6.390988364,-6.288568376,-6.358516449,-6.460492619,-6.397072393,-6.305657127
15.112,-6.604234278,-6.597560353,-6.6457995,-6.673398888,-6.620130583,-6.542142343,-6.541256781,-6.581583233,-6.546242979,-6.46640514,-6.44021139,-6.492788649,-6.497078899,-6.453035129,-6.434111603,-6.49021946,-6.531731385,-6.528307664,-6.476531704,-6.489997426,-6.511830139,-6.510296283,-6.476332012,-6.576971631,-6.797527602,-6.99245061,-6.972722955,-6.914644609,-6.910544559,-6.991955485,-6.984434537,-6.933314809,-6.930290907,-7.009135944,-7.002326017,-6.934954473,-6.921034752,-6.991803298,-7.001276226,-6.937217709,-6.923258425,-6.987073091,-7.005756117,-6.937385521,-6.920660364,-6.974901097,-7.007283097,-6.954935455,-6.956329337,-7.007531886,-7.014286252,-6.93233411,-6.925684143,-6.974759081,-7.005287587,-6.937310277,-6.927569952,-6.960844649,-6.941770813,-6.773470462,-6.68770255,-6.748976986,-6.857675803,-6.783018578,-6.698817032,-6.741934105,-6.852248259,-6.793809644,-6.691556083,-6.696688838,-6.766002451,-6.757225679,-6.702225097,-6.657394449,-6.67358204,-6.703363142,-6.781652357,-6.866155629,-6.848434709,-6.751666016,-6.74724561,-6.778676389,-6.731285471,-6.671833716,-6.711666621,-6.779596528,-6.736705007,-6.670435135,-6.69819878,-6.772080464,-6.737511214,-6.667490116,-6.657201772,-6.700263042,-6.672516998,-6.629718209,-6.632812396,-6.621977387,-6.467126783,-6.316909836,-6.328238479,-6.484419351,-6.505205288,-6.353206384,-6.300701895,-6.432378134,-6.494443677,-6.367912152,-6.294171192,-6.413403751,-6.493519865,-6.379059712,-6.287360302,-6.391853634,-6.492920308,-6.417640367,-6.349694686,-6.438638537,-6.49611516,-6.42554563,-6.377174863,-6.457922066,-6.530661187,-6.488858851,-6.456052088
15.137,-6.64188971,-6.389394917,-6.353836081,-6.508730693,-6.511396165,-6.311837535,-6.296506983,-6.48911733,-6.481516793,-6.162864546,-6.062483768,-6.24221709,-6.386294747,-6.167569815,-6.056532809,-6.220466101,-6.430659806,-6.267615713,-6.138900523,-6.259884848,-6.453380421,-6.322363416,-6.185161223,-6.253134877,-6.459148443,-6.55371912,-6.538710409,-6.516293452,-6.559031235,-6.565974647,-6.543866983,-6.527768911,-6.574527671,-6.58917629,-6.558002099,-6.533377084,-6.569579659,-6.591789736,-6.559509983,-6.53408648,-6.562981847,-6.593610406,-6.557219274,-6.529360969,-6.549544869,-6.590470725,-6.56452202,-6.559020842,-6.596004218,-6.647305202,-6.613829096,-6.58179488,-6.578100936,-6.62073287,-6.599782127,-6.58031238,-6.574364313,-6.600245768,-6.543798401,-6.508610404,-6.519577735,-6.576194251,-6.545955984,-6.524501157,-6.536288987,-6.582451493,-6.551915943,-6.518268249,-6.506725318,-6.540196325,-6.531278957,-6.48987558,-6.445472841,-6.447372674,-6.46035736,-6.514404588,-6.601052032,-6.650837102,-6.639146997,-6.614817669,-6.596356891,-6.568348213,-6.540335808,-6.561198815,-6.603948675,-6.583634284,-6.543312254,-6.552961909,-6.605273823,-6.594384124,-6.559533008,-6.568554688,-6.621930173,-6.581726542,-6.513460757,-6.530282149,-6.641822154,-6.639028229,-6.49467309,-6.378556692,-6.406649435,-6.49013747,-6.496528461,-6.407169621,-6.374425899,-6.4193649,-6.455468082,-6.400522109,-6.3707525,-6.412078106,-6.457482047,-6.409043572,-6.372686335,-6.407397901,-6.45716111,-6.436173602,-6.434919778,-6.5068133,-6.59742613,-6.573059442,-6.512360028,-6.502609961,-6.5526139,-6.664197005,-6.812140326
15.161,-6.242634125,-6.205718026,-6.13949839,-6.153717729,-6.195663407,-6.159830641,-6.087810231,-6.086415003,-6.083836369,-5.979329704,-5.853590279,-5.880827056,-5.981267388,-5.970796424,-5.859992633,-5.875724139,-5.992507325,-6.052296518,-6.00499572,-6.062735099,-6.221243972,-6.26783442,-6.136760299,-6.143195814,-6.377203222,-6.601519004,-6.497107245,-6.387186523,-6.469367972,-6.61775088,-6.518596357,-6.398768126,-6.468784269,-6.624244776,-6.539365382,-6.401797617,-6.453131054,-6.612558175,-6.555155141,-6.407050017,-6.438419182,-6.596208556,-6.57117852,-6.417928284,-6.430287628,-6.580067319,-6.587075591,-6.451135498,-6.472386923,-6.621853284,-6.5947779,-6.40959892,-6.412874807,-6.581695093,-6.611082726,-6.425458447,-6.398389777,-6.535753517,-6.560280607,-6.395132872,-6.378893378,-6.515231932,-6.548888954,-6.39306813,-6.375664741,-6.515159862,-6.567480499,-6.402287921,-6.341707264,-6.441374419,-6.517002032,-6.386370298,-6.245511661,-6.211550026,-6.247812613,-6.245294398,-6.252074917,-6.292531769,-6.305798641,-6.252384315,-6.219970962,-6.224970663,-6.229625129,-6.19881657,-6.194008855,-6.222354975,-6.236619178,-6.204424287,-6.188495123,-6.219976975,-6.248621824,-6.225512075,-6.188373785,-6.184026649,-6.19745469,-6.206999987,-6.208994675,-6.228955277,-6.199699581,-6.112791667,-6.069436569,-6.144377757,-6.216224749,-6.148623085,-6.060655139,-6.099036963,-6.184004361,-6.151469617,-6.065565535,-6.094482236,-6.183526033,-6.16401366,-6.072062198,-6.087394206,-6.181457807,-6.200401172,-6.137676802,-6.148976478,-6.220654745,-6.232693884,-6.163780183,-6.162000403,-6.26362478,-6.382464283,-6.446763714
15.186,-6.663601423,-6.423518157,-6.367121488,-6.568237805,-6.624580538,-6.376291988,-6.303717523,-6.544109102,-6.577961655,-6.229275354,-6.094709123,-6.335450477,-6.517291114,-6.244871884,-6.084669266,-6.299844144,-6.537628678,-6.343325748,-6.198213252,-6.418980134,-6.673414254,-6.460558429,-6.258294338,-6.394398222,-6.70325879,-6.745497989,-6.606642987,-6.640444286,-6.803065378,-6.769946543,-6.617274802,-6.634062086,-6.805523028,-6.796154749,-6.63226943,-6.61982679,-6.784531453,-6.801014061,-6.63900166,-6.605267324,-6.765846024,-6.810318814,-6.649612006,-6.591675827,-6.741549164,-6.813511233,-6.669861903,-6.615483505,-6.791780708,-6.898326073,-6.715332885,-6.583756301,-6.708516492,-6.854348985,-6.720426507,-6.579121951,-6.685553061,-6.845313138,-6.700808938,-6.493302292,-6.525318859,-6.68796767,-6.6410726,-6.481917416,-6.510503653,-6.677173945,-6.662861576,-6.50538458,-6.486706158,-6.591569883,-6.527510096,-6.318963588,-6.222000901,-6.258886391,-6.25000694,-6.203597927,-6.252999098,-6.369807866,-6.330316716,-6.22487122,-6.259889603,-6.370019887,-6.288163261,-6.170523559,-6.223779468,-6.372497641,-6.309089526,-6.176700346,-6.210027606,-6.3691436,-6.332509595,-6.184284534,-6.17240114,-6.305623636,-6.296812846,-6.159144864,-6.1302516,-6.211540315,-6.140031094,-5.95882649,-5.93134673,-6.093979228,-6.159159759,-6.000475364,-5.928040754,-6.061365435,-6.1540027,-6.015304087,-5.924349367,-6.044343755,-6.158717354,-6.034177869,-5.926012558,-6.029252355,-6.17025137,-6.091745137,-6.001205686,-6.090897742,-6.215390224,-6.129015739,-6.0194221,-6.063507302,-6.182521756,-6.204406707,-6.183575264
15.21,-6.701624881,-6.666675968,-6.614552291,-6.528729476,-6.479897976,-6.499679596,-6.523515414,-6.461288621,-6.413462459,-6.400076563,-6.424189683,-6.407763769,-6.397694753,-6.394975138,-6.422728896,-6.412254206,-6.430584564,-6.450578334,-6.467204989,-6.426840904,-6.421224556,-6.437091364,-6.473869185,-6.486122429,-6.564202413,-6.69242976,-6.783948765,-6.69316024,-6.612495304,-6.672963498,-6.781699903,-6.715178796,-6.625773605,-6.672385801,-6.778531881,-6.725679478,-6.624870299,-6.660103898,-6.770134314,-6.739382177,-6.632695756,-6.657559085,-6.762176561,-6.743092519,-6.629358457,-6.647031422,-6.75550059,-6.784841507,-6.697518321,-6.699275413,-6.755367187,-6.762090769,-6.674218374,-6.670550423,-6.737324393,-6.768260156,-6.678663062,-6.658071168,-6.686339041,-6.656983311,-6.537377497,-6.539075168,-6.641598977,-6.678956621,-6.571908432,-6.565141088,-6.672424063,-6.71779558,-6.584362976,-6.530723796,-6.608931727,-6.666042476,-6.544061659,-6.456980126,-6.509478196,-6.612597368,-6.617248567,-6.601906661,-6.640286868,-6.661503669,-6.594972602,-6.538475987,-6.570979728,-6.606234587,-6.578569019,-6.529711046,-6.560148617,-6.596448422,-6.584943526,-6.531907923,-6.549846156,-6.546664027,-6.524812378,-6.499594534,-6.543828975,-6.541801641,-6.529333203,-6.487934813,-6.393275531,-6.278997936,-6.292706443,-6.376569604,-6.391484856,-6.310395184,-6.28668005,-6.338368212,-6.368579783,-6.308787358,-6.281747192,-6.330865853,-6.369543018,-6.31510374,-6.282094212,-6.330108451,-6.378160967,-6.352284265,-6.353204468,-6.470840253,-6.596390864,-6.543410623,-6.440824536,-6.497115941,-6.638447568,-6.636159238,-6.558745406
15.234,-6.760403038,-6.555641334,-6.560575316,-6.764179231,-6.731512088,-6.465187739,-6.444491745,-6.709433639,-6.704145369,-6.443001364,-6.415730912,-6.690835131,-6.717815995,-6.460008422,-6.403839104,-6.665315913,-6.759616156,-6.531958219,-6.439028858,-6.654410423,-6.784083623,-6.618842618,-6.500330039,-6.651228804,-6.801523353,-6.784100145,-6.724935901,-6.819487153,-6.874074834,-6.800500951,-6.72595141,-6.810080264,-6.886102262,-6.821413793,-6.734212223,-6.798068028,-6.886278896,-6.830731676,-6.737266699,-6.782966948,-6.883321202,-6.840095144,-6.746435565,-6.776467178,-6.885482872,-6.851866795,-6.767418058,-6.82024308,-6.999850423,-6.990037226,-6.870760467,-6.866041504,-7.011173871,-6.987277778,-6.861219119,-6.843864155,-6.991254011,-6.968833966,-6.824262398,-6.784220564,-6.937423499,-6.971425351,-6.864252412,-6.817931559,-6.94390909,-6.988562117,-6.922981874,-6.872009365,-6.93705792,-6.951671986,-6.904023062,-6.850033568,-6.917459764,-6.937305675,-6.877963737,-6.869353525,-7.119733847,-7.26217229,-7.045489004,-6.902741944,-7.096073406,-7.195828638,-6.947086162,-6.828384351,-7.05773988,-7.217430463,-6.960030767,-6.813394085,-7.01573956,-7.236573546,-6.991690437,-6.761815049,-6.813930336,-6.951189914,-6.81341627,-6.693708761,-6.781790207,-6.957761758,-6.813230875,-6.590845614,-6.581373832,-6.844524438,-6.914427783,-6.647794151,-6.539077155,-6.745333486,-6.872085306,-6.658538634,-6.531346121,-6.721589881,-6.883811948,-6.68742225,-6.532098052,-6.700514765,-6.895426896,-6.750844547,-6.610786031,-6.742726445,-6.918712644,-6.858953225,-6.751598763,-6.786531888,-6.90743285,-6.922184256,-6.803123462
15.259,-6.438702273,-6.399237305,-6.379876469,-6.35591695,-6.29142868,-6.237279532,-6.244044623,-6.267543226,-6.233038306,-6.174096884,-6.17844428,-6.224003202,-6.214854969,-6.164536127,-6.169278779,-6.223478927,-6.250134191,-6.250401875,-6.29763663,-6.382083034,-6.411853256,-6.365563258,-6.35621723,-6.418967175,-6.498463273,-6.513519571,-6.506452084,-6.505616255,-6.509765819,-6.508421294,-6.507959036,-6.510281551,-6.516221578,-6.51694372,-6.513187026,-6.512546019,-6.516173767,-6.517557731,-6.512913638,-6.512292422,-6.514827647,-6.516484098,-6.510802866,-6.510642565,-6.513279651,-6.513876792,-6.517067152,-6.554472205,-6.599998182,-6.598252162,-6.547634486,-6.545991411,-6.59254141,-6.603320391,-6.551508435,-6.539369269,-6.583004783,-6.605268591,-6.551533001,-6.530648414,-6.579348605,-6.626530747,-6.588471784,-6.559334619,-6.598786006,-6.655249145,-6.629192031,-6.584885278,-6.592178232,-6.60430105,-6.524640866,-6.428970291,-6.389584219,-6.400891362,-6.396399187,-6.431790018,-6.509619739,-6.546221517,-6.477024721,-6.416369165,-6.431359186,-6.449936833,-6.385293267,-6.346173468,-6.387977699,-6.437048351,-6.386048334,-6.343300353,-6.381053839,-6.437515267,-6.396837447,-6.321368819,-6.280052505,-6.261383957,-6.223472043,-6.186207078,-6.197255686,-6.247277852,-6.207381451,-6.090999907,-6.061042707,-6.144977452,-6.189611197,-6.110249147,-6.052561435,-6.115295911,-6.182091835,-6.119406326,-6.052801635,-6.1043349,-6.176802579,-6.122310737,-6.050916548,-6.093432851,-6.180228432,-6.166752304,-6.133550706,-6.191663458,-6.302752098,-6.317373241,-6.265305704,-6.269540119,-6.353114827,-6.386145165,-6.344782405
15.283,-6.757777206,-6.508505598,-6.365410668,-6.406549716,-6.394960576,-6.253965292,-6.222005962,-6.350358517,-6.363448088,-6.168265625,-6.097780236,-6.227367427,-6.319784269,-6.174495268,-6.095362089,-6.207823174,-6.353636831,-6.323361027,-6.314027231,-6.381354838,-6.400878899,-6.32901811,-6.345024703,-6.405133361,-6.431952296,-6.434696258,-6.486783423,-6.494570753,-6.451439127,-6.428339506,-6.480903179,-6.499616365,-6.461772934,-6.43119147,-6.476387675,-6.49953932,-6.462370662,-6.42624878,-6.466804044,-6.498831434,-6.463311343,-6.420376302,-6.453026687,-6.491977317,-6.458501972,-6.411936473,-6.443061043,-6.513064911,-6.517359256,-6.473418818,-6.466633096,-6.50048173,-6.501094544,-6.477472749,-6.473626844,-6.500236876,-6.496504603,-6.471982725,-6.462371421,-6.485855697,-6.487496931,-6.478853001,-6.478676567,-6.50533244,-6.502281222,-6.485707149,-6.482065127,-6.516925802,-6.51173831,-6.491385863,-6.473333305,-6.42426012,-6.252660108,-6.122989729,-6.160025564,-6.282223067,-6.262030722,-6.181239223,-6.209414015,-6.314693741,-6.26144143,-6.12269906,-6.118832154,-6.245485058,-6.265265191,-6.134927007,-6.108484946,-6.226339106,-6.270769195,-6.145771045,-6.102330328,-6.184707559,-6.219031258,-6.11811808,-6.093050308,-6.177496295,-6.213205732,-6.066306473,-5.946556098,-5.948520217,-6.015337127,-6.011552627,-5.979633399,-5.977857634,-6.01848287,-6.003712381,-5.972360529,-5.973091151,-6.014803661,-6.007711058,-5.97496397,-5.967896896,-6.003168183,-6.003637008,-5.977547938,-5.990557043,-6.065613222,-6.148415668,-6.196434924,-6.212181991,-6.208452886,-6.188238881,-6.179006872,-6.247792286,-6.321968329
15.308,-6.655427635,-6.534055401,-6.453177813,-6.556012756,-6.591954062,-6.380703961,-6.28606077,-6.427697598,-6.474252744,-6.274303839,-6.194708024,-6.382461367,-6.473830267,-6.269548267,-6.160144091,-6.341000366,-6.511918758,-6.438292989,-6.395987329,-6.621942862,-6.779686078,-6.605895559,-6.480324858,-6.675263743,-6.890653117,-6.795455502,-6.677362319,-6.842904952,-6.984528359,-6.827313001,-6.679556608,-6.821851173,-6.984364688,-6.847857398,-6.681312261,-6.799278568,-6.98245848,-6.866575277,-6.681163396,-6.771338849,-6.973653266,-6.883599893,-6.684507881,-6.74819096,-6.96558514,-6.898006849,-6.687774982,-6.73913108,-7.00323028,-6.976785032,-6.714555048,-6.687468556,-6.927378451,-6.962584327,-6.726911832,-6.669453031,-6.899356181,-6.967408073,-6.736796679,-6.647515641,-6.868231302,-6.974305428,-6.759488764,-6.64202397,-6.845451407,-6.979384614,-6.778150744,-6.630789781,-6.801358855,-6.950152097,-6.749142045,-6.493673601,-6.502644953,-6.581373455,-6.463057748,-6.320079398,-6.466420318,-6.712388753,-6.585414193,-6.338423991,-6.408179835,-6.596577619,-6.466026796,-6.260846169,-6.347020221,-6.580370426,-6.489214562,-6.26997415,-6.326226671,-6.580788202,-6.524746553,-6.269142821,-6.256563769,-6.489705889,-6.499521238,-6.286236487,-6.272747244,-6.495968526,-6.414616227,-6.111885584,-6.059940384,-6.335465894,-6.427181442,-6.166725401,-6.054264878,-6.282217133,-6.416291605,-6.189409645,-6.049651053,-6.253611093,-6.419335623,-6.208493573,-6.04001163,-6.216597954,-6.415772605,-6.256044002,-6.097679025,-6.22873033,-6.420149982,-6.345791194,-6.216775286,-6.295208833,-6.488015969,-6.477144474,-6.343071011
15.332,-6.729990389,-6.679826065,-6.58314817,-6.516452806,-6.464290474,-6.413965334,-6.407898593,-6.439149934,-6.36420156,-6.237939603,-6.227715408,-6.32045545,-6.31386179,-6.212806911,-6.209644758,-6.308300089,-6.351430047,-6.301770247,-6.323292381,-6.42885478,-6.460733132,-6.398506978,-6.385211367,-6.450763989,-6.493520504,-6.465148558,-6.48202501,-6.565195813,-6.584279514,-6.501227432,-6.477964919,-6.554655884,-6.584346656,-6.506470477,-6.472907279,-6.548229122,-6.59086911,-6.519009718,-6.472977409,-6.542255637,-6.594265858,-6.526135347,-6.463148317,-6.521115766,-6.582167643,-6.52658117,-6.457163605,-6.517363241,-6.604580447,-6.556209766,-6.443850256,-6.455467908,-6.54196552,-6.543224719,-6.453406572,-6.453580729,-6.532582583,-6.548317697,-6.457753112,-6.444872344,-6.527961306,-6.565608165,-6.478055841,-6.450426854,-6.528405701,-6.570744759,-6.483958061,-6.443724625,-6.502448517,-6.501141174,-6.323026975,-6.233968116,-6.367888832,-6.500963562,-6.33770163,-6.213472697,-6.405496176,-6.658788514,-6.453152698,-6.21415357,-6.312263023,-6.507035036,-6.330336368,-6.116405064,-6.234625826,-6.485152303,-6.353134081,-6.119416392,-6.207422103,-6.472366989,-6.384660041,-6.129615808,-6.165055172,-6.384347732,-6.3172123,-6.085524123,-6.121946846,-6.38744846,-6.349329972,-6.032506714,-5.985437279,-6.255989255,-6.379398838,-6.089635864,-5.979165244,-6.200275731,-6.369798464,-6.115188617,-5.975363631,-6.170489996,-6.370499099,-6.138177751,-5.970823288,-6.142428257,-6.386933799,-6.209801718,-6.035777646,-6.224489341,-6.591635788,-6.471907228,-6.204462605,-6.289530538,-6.632039838,-6.657155519,-6.404170035
15.356,-6.850439636,-6.879291434,-6.868627639,-6.688699974,-6.500457362,-6.490881582,-6.595958915,-6.605386217,-6.422469222,-6.244627484,-6.213205389,-6.274348575,-6.294027744,-6.224049777,-6.207617237,-6.264576506,-6.323093875,-6.291233025,-6.248729633,-6.262209041,-6.325390502,-6.292734168,-6.2293714,-6.237239406,-6.299511792,-6.28240235,-6.231581223,-6.222773732,-6.273341287,-6.275194955,-6.239486802,-6.224717397,-6.27222303,-6.277918174,-6.240412683,-6.220916625,-6.269139557,-6.283878334,-6.246686878,-6.221394811,-6.26438921,-6.282516259,-6.242999804,-6.214199393,-6.257339102,-6.284506752,-6.24655751,-6.2201622,-6.267635804,-6.304477686,-6.259665077,-6.214876382,-6.244158442,-6.286317693,-6.253885875,-6.210466229,-6.232569952,-6.274445829,-6.246088028,-6.20545632,-6.227856242,-6.288763174,-6.281739851,-6.245083452,-6.252100708,-6.309626831,-6.305065532,-6.262195366,-6.255585557,-6.301333125,-6.236653644,-6.085143872,-6.014547784,-6.082412601,-6.13213589,-6.096231332,-6.093971936,-6.191007338,-6.239598936,-6.180683452,-6.128633377,-6.150655881,-6.152292299,-6.111309316,-6.095603204,-6.133966884,-6.146148442,-6.108902683,-6.093136601,-6.131188099,-6.155247281,-6.121856185,-6.099810408,-6.116842684,-6.11974883,-6.070281561,-6.052877833,-6.068546411,-6.038076836,-5.936859353,-5.914047213,-6.005383895,-6.072496945,-5.967949891,-5.898180702,-5.962473878,-6.050370566,-5.973021475,-5.898293598,-5.954467558,-6.056404124,-5.990998939,-5.900280769,-5.940798939,-6.048062321,-6.018049683,-5.951657414,-6.027695381,-6.223369957,-6.25678987,-6.129542402,-6.108448819,-6.241537926,-6.378530929,-6.408266903
15.381,-6.718813859,-6.685305144,-6.708233187,-6.764008499,-6.670364762,-6.459360004,-6.45086397,-6.606436296,-6.544377751,-6.273723128,-6.170790463,-6.310400702,-6.39919733,-6.26133868,-6.16850262,-6.306809941,-6.473030936,-6.435234727,-6.37345945,-6.510119434,-6.620359405,-6.518832155,-6.393991844,-6.50116372,-6.644630531,-6.563148552,-6.393988619,-6.462717143,-6.618213531,-6.57626164,-6.409764308,-6.461195318,-6.623480052,-6.601037674,-6.425573139,-6.450727351,-6.618850685,-6.621480689,-6.442289733,-6.43779352,-6.605972528,-6.631211886,-6.452498852,-6.416470106,-6.577047531,-6.62547124,-6.459820673,-6.40495636,-6.571923337,-6.65163879,-6.486298832,-6.395666198,-6.552554352,-6.659185091,-6.509591219,-6.394247497,-6.53531874,-6.660155451,-6.5215802,-6.378991726,-6.507962809,-6.678679284,-6.587155497,-6.412423012,-6.497411698,-6.662177631,-6.605924446,-6.428006021,-6.483844534,-6.652286996,-6.589904685,-6.269539375,-6.07765479,-6.111655582,-6.234332988,-6.192772335,-6.122562359,-6.21120248,-6.329889129,-6.206989312,-6.072339517,-6.125045185,-6.239925267,-6.172266662,-6.062737545,-6.111368939,-6.228385345,-6.182380603,-6.064788616,-6.103104032,-6.230324886,-6.21055507,-6.076543853,-6.084089493,-6.202743342,-6.219701307,-6.097999472,-6.065295322,-6.061387078,-5.990939051,-5.903386475,-5.954165781,-6.02589115,-5.998844345,-5.892294527,-5.921310804,-6.007937985,-6.008087869,-5.90037397,-5.916139241,-6.002871348,-6.012377684,-5.899913615,-5.896653392,-5.987971418,-6.035626315,-5.95693822,-5.915966637,-5.977384366,-6.100436586,-6.111187038,-6.014902066,-6.023078742,-6.187453761,-6.317292013
15.405,-6.480843282,-6.467339516,-6.257878484,-6.116848387,-6.13502803,-6.158055271,-6.08580321,-6.055455217,-6.116882756,-6.128348503,-6.04498203,-6.0013814,-6.066248778,-6.105943998,-6.044566869,-5.994615412,-6.07843764,-6.260590841,-6.418381482,-6.457643964,-6.456545208,-6.434550506,-6.4256853,-6.405100321,-6.409818304,-6.416015499,-6.428700773,-6.413537561,-6.41345294,-6.41734889,-6.429871632,-6.418565422,-6.421276017,-6.4249303,-6.431799415,-6.420454426,-6.421634659,-6.427810764,-6.433054956,-6.423965065,-6.420591197,-6.425036497,-6.426031488,-6.422736644,-6.418947036,-6.418992376,-6.410589068,-6.409480446,-6.411446265,-6.424614695,-6.429250043,-6.43773611,-6.429590041,-6.433978145,-6.432373641,-6.440638246,-6.430397873,-6.435874262,-6.428494389,-6.424916347,-6.408575158,-6.426921937,-6.434502755,-6.434958676,-6.411874585,-6.425171847,-6.431340956,-6.428451032,-6.399683487,-6.392915024,-6.316970768,-6.189039344,-6.097038977,-6.094840363,-6.107445784,-6.127107524,-6.193962027,-6.251711479,-6.198389348,-6.154737352,-6.18681959,-6.19913947,-6.127141965,-6.096152524,-6.159360358,-6.195960204,-6.132452116,-6.09075948,-6.152103182,-6.200037925,-6.148749192,-6.096840051,-6.147496332,-6.203911677,-6.160963935,-6.097955096,-6.147157794,-6.188783313,-6.088462625,-5.944567971,-5.963334317,-6.096378578,-6.134246715,-5.984321266,-5.949761092,-6.058264192,-6.124651481,-5.994068578,-5.944570368,-6.045072764,-6.127909564,-6.002393322,-5.928010678,-6.012672408,-6.118161474,-6.040229416,-5.9952186,-6.146896771,-6.394571541,-6.370837771,-6.228051471,-6.260333248,-6.409312333,-6.402184327,-6.28490438
